Name,School,Power,Link,Hometown
Na'inoa Loo,Pacific Lutheran,-1,,
Levi Buker,Linfield,-1,,
Aaron Friedrich,Whitman,-1,/swimmer/458588,
Luke Farag,Pacific Lutheran,-1,,
Andrew Tate,Whitman,-1,/swimmer/343418,
Bubba Lindberg,Willamette,-1,,
Jack Gallo,Linfield,-1,,
Micah Rysavy,L&C,-1,,
Gavin Smith,Linfield,-1,NoMatch,
Isaac Anderson,L&C,-1,NoMatch,
Andrew Kim,Whitman,-1,/swimmer/1747928,
Bram Zlotowski,Linfield,-1,,
Carter Sundin,Whitman,-1,,
Lance Mielke,Puget Sound,-1,/swimmer/1326348,
Sasha Moore,Linfield,-1,,
Brady Horgan,Ohio Northern,-1,/swimmer/1724514,
Bryce Liddell,John Carroll,-1,,
Cameron Bolen,Wilmington C.,-1,/swimmer/2521214,
Luke Minick,Baldwin Wallace,-1,/swimmer/548840,
Will Bolin,Baldwin Wallace,-1,,
Conner Arneson,Mount Union,-1,/swimmer/730202,
Noah Shaw,Ohio Northern,-1,/swimmer/847938,
Gavin Skwirut,Baldwin Wallace,-1,/swimmer/759091,
Brandon Parkins,Ohio Northern,-1,,
Aidan Hulseman,John Carroll,-1,/swimmer/862382,
Andrew Chiappetta,John Carroll,-1,/swimmer/1524429,
Austin Kingsley,Baldwin Wallace,-1,NoMatch,
Mason Wilkson,Mount Union,-1,/swimmer/1265170,
Austin Reed,Wilmington C.,-1,NoMatch,
Gannon Mellett,Baldwin Wallace,-1,/swimmer/822180,
Benjamin Starling,Ohio Northern,-1,,
Jack Kielmeyer,Baldwin Wallace,-1,/swimmer/822194,
Dane Klosterman,Wilmington C.,-1,/swimmer/856549,
Luke Novak,John Carroll,-1,/swimmer/563764,
Logan Lippert,Wilmington C.,-1,NoMatch,
Erik Tagg,Baldwin Wallace,-1,/swimmer/643191,
Emmett Martin,Mount Union,-1,/swimmer/1502291,
Tommy Ginocchi,Mount Union,-1,,
Levi Hartschuh,Wilmington C.,-1,/swimmer/850393,
Izaia Billingsley,Wilmington C.,-1,/swimmer/863529,
Michael Phillippe,Wilmington C.,-1,/swimmer/592252,
Jason Tafoya Tafoya,Baldwin Wallace,-1,,
Vincent Morando,Ohio Northern,-1,/swimmer/827832,
Tommie McQueary,Baldwin Wallace,-1,/swimmer/650709,
Michael Hubbard,Mount Union,-1,/swimmer/620516,
Nathan Gibbs,Ohio Northern,-1,/swimmer/458484,
Davis Pickett,Baldwin Wallace,-1,/swimmer/673151,
Baxter Smelzer,W&L,-1,,
Luke Osleger,W&L,-1,/swimmer/1149978,
Tobey Lima,Lynchburg,-1,/swimmer/1137380,
Jackson Flower,W&L,-1,/swimmer/1145970,
Matthew Snyder,W&L,-1,NoMatch,
Payton Crawford,W&L,-1,/swimmer/778135,
James Wiater,W&L,-1,/swimmer/1313495,
Miles Fitzgerald,Lynchburg,-1,,
Scott Showalter,W&L,-1,/swimmer/1228328,
Logan Deal,Roanoke College,-1,/swimmer/662102,
Matthew Fritz,W&L,-1,NoMatch,
Jacob Teer,W&L,-1,/swimmer/649111,
Jacob Hodnett,Lynchburg,-1,/swimmer/1513080,
Aidan Gravitt,Roanoke College,-1,/swimmer/959773,
Cj Hovis,W&L,-1,,
Brandon Hyde,Hampden-Sydney,-1,/swimmer/560689,
Eric Wilbur,Bridgewater,-1,/swimmer/1168149,
Stephen Savage,W&L,-1,/swimmer/1337278,
Stephen Ewing,W&L,-1,/swimmer/587108,
Ean Helmlinger,Bridgewater,-1,/swimmer/584910,
Jonathan Taylor,Bridgewater,-1,/swimmer/878604,
Ethan Brewer,Roanoke College,-1,/swimmer/1495130,
Matthew Brooks,Hampden-Sydney,-1,,
Christian Taylor,Virginia Wesleya,-1,NoMatch,
Carson Mann,Hampden-Sydney,-1,,
Luke Nagel,W&L,-1,/swimmer/618664,
Sam Stelter,W&L,-1,/swimmer/1269714,
Quinn Hardimon,Hampden-Sydney,-1,/swimmer/530410,
Ben Myers,Lynchburg,-1,,
Aidan Campbell,R-MC,-1,NoMatch,
Matthew Romero,R-MC,-1,NoMatch,
Cole Renfrow,Hampden-Sydney,-1,,
Charles Adams,Hampden-Sydney,-1,/swimmer/878508,
Reese Nelson,W&L,-1,/swimmer/2370501,
Chris Snow,Roanoke College,-1,,
Brandon Le,UC Santa Cruz,-1,,
Ethan Porter,UC Santa Cruz,-1,NoMatch,
Presley Golling,UC Santa Cruz,-1,,
Jacob Vannoy,Grove City,-1,/swimmer/620041,
Cory Webster,Westminster,-1,,
Sam Duda,Westminster,-1,,
Dawson Yocum,Westminster,-1,/swimmer/1163275,
Logan Marks,Bethany,-1,/swimmer/601890,
Jack Mickle,Westminster,-1,/swimmer/643215,
Robert Harrington,Saint Vincent,-1,/swimmer/961486,
Steel Boyer,Westminster,-1,,
Aidan Gilson,Saint Vincent,-1,,
James Clark,Saint Vincent,-1,/swimmer/426559,
Zach Burghgraef,Westminster,-1,,
Patrick Benedict,Westminster,-1,/swimmer/547461,
Mason Peck,Westminster,-1,/swimmer/503013,
Garrett Apuzzo,W&J,-1,/swimmer/758813,
Michael Phillips,Westminster,-1,/swimmer/1228696,
Daniel Scherrer,USMMA,-1,/swimmer/616463,
Daniel Todd,USMMA,-1,,
Heath Lewis,USMMA,-1,/swimmer/596683,
Matthew Dunlany,USMMA,-1,/swimmer/592974,
Daniel DeCarlo,USMMA,-1,,
Evan Davis,USMMA,-1,NoMatch,
Dylan White,USMMA,-1,NoMatch,
Christiaan Lee,USMMA,-1,/swimmer/1187081,
Matthias Schmidt,Purchase College,-1,/swimmer/191912,
Aj Marrone,SUNY Maritime,-1,,
Gabriel Schmid-Doyle,Purchase College,-1,,
Ethan Downing,USMMA,-1,/swimmer/461028,
Ethan Williams,USMMA,-1,NoMatch,
Cal Frame,USMMA,-1,,
Andrew Turbyfill,USMMA,-1,/swimmer/1177756,
Oliver Austin,USMMA,-1,/swimmer/571665,
Bryan Sullivan,Millsaps,-1,/swimmer/399121,
Jalen McDade,BSC,-1,/swimmer/1281042,
Jakob Icimsoy,BSC,-1,/swimmer/401354,
Zolon Knoll,Centre College,-1,/swimmer/1312246,
Zane Shaner,Hendrix,-1,/swimmer/598627,
Nikolai Garding,Centre College,-1,/swimmer/611867,
Diogo Sa,Hendrix,-1,,
Jackson Fears,Centre College,-1,,
Ben Webster,Centre College,-1,/swimmer/406188,
Tyler Hinrichsen,Hendrix,-1,,
Sam Feingold,Centre College,-1,,
Daniel Snyder,Rhodes,-1,/swimmer/665013,
Max Milburn,Rhodes,-1,/swimmer/1427119,
Ethan Whiting,Berry,-1,/swimmer/1535001,
Jacob Sanders,Centre College,-1,/swimmer/931954,
Andrew Horn,Berry,-1,/swimmer/876736,
Matthew Coulson,Rhodes,-1,/swimmer/412673,
Patrick Esposito,BSC,-1,,
Dylan Krueger,Claremont MS,-1,NoMatch,
Nick Coltrin,Whittier College,-1,,
Lucas Abounader,Caltech,-1,/swimmer/354315,
Theo Johnson,Claremont MS,-1,/swimmer/1218133,
Evan Zhang,Caltech,-1,NoMatch,
Evan Aballea,Pomona-Pitzer,-1,,
Josh Biggs,Occidental,-1,/swimmer/601686,
Naci Keskin,Caltech,-1,/swimmer/1019906,
Cole Kershner,Chapman,-1,/swimmer/859802,
Sam Small,Caltech,-1,/swimmer/1321329,
Simon Jacobs,Chapman,-1,,
Eric Liu,Pomona-Pitzer,-1,/swimmer/752180,
Weston Crewe,Claremont MS,-1,/swimmer/576962,
Ted Hwang,Pomona-Pitzer,-1,/swimmer/374648,
Memphis Gile,Redlands,-1,/swimmer/902152,
Thomas Long,Redlands,-1,/swimmer/504319,
Robin Shen,Pomona-Pitzer,-1,/swimmer/523213,
Jack Hoppe,Pomona-Pitzer,-1,/swimmer/504036,
Jason Lin,Caltech,-1,NoMatch,
Collin Fitzpatrick,Claremont MS,-1,/swimmer/841015,
Carter Park,Occidental,-1,/swimmer/654894,
Gordon Kenny,Pomona-Pitzer,-1,/swimmer/461131,
Brandon Leung,Chapman,-1,/swimmer/557445,
Caelan Jack,Cal Lutheran,-1,/swimmer/1441658,
Cassidy Liu,Pomona-Pitzer,-1,/swimmer/422806,
Lincoln Hall,Cal Lutheran,-1,/swimmer/2685500,
Ron Gvishi,Redlands,-1,/swimmer/1105260,
Lucas Lang,Claremont MS,-1,/swimmer/1141555,
Bryce Grover,Chapman,-1,/swimmer/458589,
Compton French,Occidental,-1,/swimmer/1293948,
Davis Wingard,Redlands,-1,/swimmer/550202,
Owen Nishimura,Redlands,-1,,
Garrett Long,Redlands,-1,/swimmer/666666,
Jack Ryan,Redlands,-1,NoMatch,
Larry Yu,Pomona-Pitzer,-1,,
Matteen Harandi,Pomona-Pitzer,-1,/swimmer/1282670,
Nic Friedley,Whittier College,-1,,
Grant Stucky,Claremont MS,-1,/swimmer/424314,
Matthew Spruance,Occidental,-1,/swimmer/453833,
Nico Cantrell,Occidental,-1,,
Drew Schmidt,Claremont MS,-1,,
Allen Chang,Pomona-Pitzer,-1,/swimmer/1145454,
Geffen Chang,Whittier College,-1,/swimmer/652793,
Nathan Early,Trinity U.,-1,,
Caleb Manifold,Trinity U.,-1,/swimmer/1292429,
Step Flanagan,Colorado College,-1,/swimmer/1399707,
Caleb Peimann,Colorado College,-1,/swimmer/672949,
Ethan Spillers,Ozarks,-1,/swimmer/510994,
Collin Ralston,Colorado College,-1,/swimmer/505195,
Jaxon Batten,McMurry,-1,,
William Kitto,Trinity U.,-1,,
Matthew Shelton,Ozarks,-1,/swimmer/322102,
Tyler Hamrick,Ozarks,-1,/swimmer/1425169,
Alex Avila,Southwestern,-1,,
Tyler Young,Ozarks,-1,NoMatch,
Jack Hussin,Colorado College,-1,/swimmer/1342857,
Alex Lai,Austin College,-1,,
Weston Hamilton,McMurry,-1,,
Zach Kangieser,Southwestern,-1,,
Alec Feldhousen,McMurry,-1,/swimmer/1211500,
Mark Crocker,SUNY Geneseo,-1,/swimmer/527051,
Jordan Nielsen,SUNY Geneseo,-1,/swimmer/1073407,
Mason Delisio,SUNY Oneonta,-1,/swimmer/1166800,
Jose Santana,SUNY Geneseo,-1,/swimmer/484237,
Venn Engstrom,SUNY New Paltz,-1,/swimmer/456128,
Griffin Merkling,SUNY Geneseo,-1,/swimmer/1183806,
Steven Macaluso,SUNY New Paltz,-1,/swimmer/2310524,
Hunter Sugrue-Neuendorf,SUNY Cortland,-1,/swimmer/835753,
Vincent Mullen,SUNY Oswego,-1,,
Daniel Oh,SUNY Oneonta,-1,,
Ross Caimano,SUNY Oneonta,-1,/swimmer/457331,
Mason Arnberg,SUNY Cortland,-1,/swimmer/395868,
Paul Castner,SUNY New Paltz,-1,/swimmer/882530,
Ryan Orcutt,SUNY Potsdam,-1,,
Charlie Wangelin,SUNY Geneseo,-1,/swimmer/1145966,
Eli Cohen,SUNY Oneonta,-1,NoMatch,
Logan Kime,SUNY Brockport,-1,/swimmer/559518,
Lucas Hoyt,SUNY New Paltz,-1,/swimmer/824155,
William Sterling,SUNY Oswego,-1,,
Ryan Sampson,SUNY Brockport,-1,NoMatch,
Jake Bogen,SUNY Cortland,-1,,
Ethan Domanico,SUNY Cortland,-1,/swimmer/1155403,
Gavin Stone,SUNY Brockport,-1,NoMatch,
Patrick Kivlehan,SUNY Cortland,-1,/swimmer/456037,
Jacob Bobson,SUNY Potsdam,-1,/swimmer/572138,
Anthony Genovese,SUNY Oneonta,-1,/swimmer/847310,
Ryan Ladue,SUNY New Paltz,-1,/swimmer/1286627,
Joseph Campise,SUNY Oneonta,-1,,
Chris Mueller,SUNY Cortland,-1,/swimmer/396906,
Brian Larossa,SUNY New Paltz,-1,/swimmer/823710,
Ben Ludlow,SUNY Geneseo,-1,,
Kevin Wu,SUNY Geneseo,-1,,
Christopher Weber,SUNY Geneseo,-1,/swimmer/2364483,
Chester Pergan,SUNY Geneseo,-1,/swimmer/484205,
Mason Kennedy,SUNY New Paltz,-1,NoMatch,
Makiah Poli,SUNY Cortland,-1,,
Mason Rowlands,SUNY Cortland,-1,/swimmer/1161671,
Sean Zupko,SUNY Cortland,-1,/swimmer/457326,
Nicholas Brown,SUNY New Paltz,-1,NoMatch,
Brandon Garcia,Buffalo St.,-1,NoMatch,
Ben Smith,SUNY Cortland,-1,NoMatch,
Xavier Calderon,SUNY New Paltz,-1,/swimmer/1347586,
James Llewellyn,SUNY Oneonta,-1,/swimmer/2589004,
Kyle Copper,SUNY Oneonta,-1,/swimmer/396785,
Euan Barclay,SUNY New Paltz,-1,,
Jack Pagel,SUNY Cortland,-1,/swimmer/572211,
Jon Stanzione,SUNY Oneonta,-1,,
Samuel Debbie,SUNY New Paltz,-1,/swimmer/1337185,
Jonathan Tang,Chicago,-1,/swimmer/416133,
Ajay Watanakun,NYU,-1,,
Jason Starbuck,Chicago,-1,/swimmer/1167569,
Johnny Bradshaw,Emory,-1,/swimmer/1198614,
Dylan Yin Yin,Emory,-1,,
Jake Meyer,Emory,-1,/swimmer/590197,
Logan D'Amore,Emory,-1,,
Hudson Tritter,Chicago,-1,/swimmer/1267814,
Nathan Lin,Wash U. MO,-1,/swimmer/979612,
Harrison Pire,Emory,-1,/swimmer/530458,
Nolan Lahmann,Emory,-1,/swimmer/684762,
Sebastien Vernhes,Chicago,-1,,
Jackson Pollard,Case Western,-1,/swimmer/520620,
Garrett Clasen,Chicago,-1,/swimmer/197369,
Kevin Wu,CMU,-1,,
Ben Long Zuo,Case Western,-1,/swimmer/404809,
Will Sampson,Chicago,-1,,
Peter Meng,Case Western,-1,/swimmer/1329067,
Justin Rockaway,Wash U. MO,-1,/swimmer/542280,
Leo Badaker,CMU,-1,/swimmer/704874,
Damian Baranowski,NYU,-1,/swimmer/484219,
Cole Davin,Case Western,-1,/swimmer/526347,
Tyler Walters,NYU,-1,/swimmer/478261,
Sam Dienstag,Brandeis,-1,,
Christopher Dieffenthaller,Emory,-1,,
Adam Knorz,Case Western,-1,/swimmer/1426004,
Pace Edwards,Wash U. MO,-1,,
Kai Yamamoto,Chicago,-1,/swimmer/404088,
Samuel Telanoff,CMU,-1,,
Christian Lanuza,CMU,-1,/swimmer/1342873,
Liyang Sun,Emory,-1,/swimmer/514156,
Aidan Smith,CMU,-1,NoMatch,
Jack Rogers,NYU,-1,NoMatch,
Stephen Hogeman,Case Western,-1,/swimmer/1153512,
Paul Racanelli,Case Western,-1,/swimmer/486782,
Jeremy Mah,Rochester,-1,/swimmer/1163360,
Yubo Jin,Emory,-1,/swimmer/857008,
Ryan Schulken,Brandeis,-1,/swimmer/649207,
Ethan Chuang,Case Western,-1,/swimmer/509675,
Bryce Berkhof,Rochester,-1,/swimmer/1156366,
Johnny Wu,Rochester,-1,,
Brandon Bell,NYU,-1,NoMatch,
Robert Quan,Chicago,-1,/swimmer/1127252,
Austin Sung,Case Western,-1,/swimmer/424316,
Jeffrey Forbes,Wash U. MO,-1,/swimmer/458558,
Andrew Cedar,Case Western,-1,/swimmer/620137,
James Pascale,CMU,-1,/swimmer/616591,
Andrew Klepchick,CMU,-1,/swimmer/1324521,
Connor Vincent,NYU,-1,/swimmer/613436,
Michael Butler,Case Western,-1,/swimmer/1461216,
Gerald Deng,Brandeis,-1,/swimmer/1167125,
Tal Spector,Brandeis,-1,/swimmer/1156522,
Fischer Caplin,Brandeis,-1,/swimmer/1428831,
Jadon Wyant,Case Western,-1,/swimmer/1188734,
Eddy Tay,Chicago,-1,,
Junichiro Asano,Chicago,-1,,
Ryan Hillery,Wash U. MO,-1,/swimmer/584905,
Jeff Echols,Emory,-1,,
Jaeden Yburan,NYU,-1,/swimmer/526617,
Isaac Kim,Chicago,-1,/swimmer/631715,
Tommy Hughson,Chicago,-1,,
Kyle Garcia,Chicago,-1,/swimmer/418776,
Zach Zhao,Emory,-1,,
Daniel Sibley,Wash U. MO,-1,,
Griffin Gushman,Case Western,-1,/swimmer/566635,
Jack Todd,Chicago,-1,/swimmer/518092,
Dylan Danaie,Chicago,-1,/swimmer/1136239,
Sam Lathrop,Case Western,-1,/swimmer/2961793,
Kory Kimura,Emory,-1,/swimmer/533003,
Jayden Francis,Chicago,-1,/swimmer/560639,
Gavin Egerton,NYU,-1,/swimmer/471669,
Crow Thorsen,Emory,-1,,
Zach Spain,NYU,-1,/swimmer/602579,
Ben Russell,NYU,-1,/swimmer/954924,
Adam Copses,Emory,-1,/swimmer/469766,
Turner Dearmond,Chicago,-1,/swimmer/1130997,
Davis Shelton,Emory,-1,,
Kevin Hu,Case Western,-1,,
Gustavo Ott,NYU,-1,/swimmer/1395061,
Alex Sorensen,Case Western,-1,,
Alex Pollack,Emory,-1,,
Jason Amato,Emory,-1,/swimmer/405106,
Adam Braunschweig,Emory,-1,/swimmer/491908,
Zach Toothman,Case Western,-1,,
Cooper Muench,Emory,-1,/swimmer/520698,
Anderson Holcomb,Emory,-1,/swimmer/548082,
Jiro Batt,Case Western,-1,/swimmer/622785,
Phil Scarim,NYU,-1,,
Anthony Colangelo,Case Western,-1,/swimmer/712865,
Owen Miller,UW-Stevens Point,-1,NoMatch,
Blake Nelson,UW-L,-1,NoMatch,
Evan Schroeder,UWEC,-1,NoMatch,
Peter McMahon,UW-Stevens Point,-1,/swimmer/1445521,
Connor Cleveland,UW-L,-1,/swimmer/1335670,
Tony Mrozowski,UW-Whitewater,-1,,
Jackson Plautz,UW-L,-1,/swimmer/1342869,
Alex Starr,UW-L,-1,,
Matt Craig,UWEC,-1,/swimmer/599722,
Donny Gramer,UW-Whitewater,-1,/swimmer/495978,
Hunter Hayberger,UW-Whitewater,-1,/swimmer/567590,
Drew Davis,UW-Oshkosh,-1,NoMatch,
Chase Millam,UW-Oshkosh,-1,/swimmer/492019,
Thomas Daniels,UW-Stevens Point,-1,NoMatch,
William Taylor,UWEC,-1,NoMatch,
Campbell Sullivan,UW-Stevens Point,-1,/swimmer/611762,
Beckett McGraw,UW-Stevens Point,-1,,
Ben Knoeck,UW-Oshkosh,-1,,
Ethan Coons,UW-Whitewater,-1,/swimmer/492048,
Zach Vinson,UW-L,-1,,
Jonathan Pella,UW-L,-1,/swimmer/1124931,
Jack Weber,UW-Stevens Point,-1,NoMatch,
Simeon Wade,UW-Stevens Point,-1,/swimmer/1028536,
Cade Millam,UW-Oshkosh,-1,,
Gus Grimstad,UW-Stevens Point,-1,/swimmer/1035662,
Grant Lee,UWEC,-1,NoMatch,
Ryan Trantham,UW-Stevens Point,-1,/swimmer/689936,
Ben Fejer,UW-Stevens Point,-1,/swimmer/1065195,
Tristin Nelsen,UW-L,-1,/swimmer/1248740,
Nick Wieczorek,UWEC,-1,/swimmer/1171286,
Dan Emary,UW-Whitewater,-1,/swimmer/872591,
Sebiyam Werdin-Kennicott,UW-L,-1,/swimmer/1337172,
Jalen Stimes,UW-Whitewater,-1,/swimmer/491913,
Connor Smith,Loras,-1,/swimmer/239612,
Dani Wheeler,Neb Wesleyan,-1,,
Jack Meehan,Luther,-1,/swimmer/493278,
William Griffith,Warren Wilson,-1,/swimmer/488530,
Austin Smith,Elizabethtown,-1,/swimmer/622431,
Tristan Burrola,Catholic UA,-1,/swimmer/1165971,
Nathan Ford,Catholic UA,-1,NoMatch,
Sean Foster,Saint Lawrence,-1,/swimmer/419079,
Kyle Johnson,Mary Washington,-1,/swimmer/64677,
Matthew Brown,Olivet,-1,NoMatch,
James Lyon,YCP,-1,NoMatch,
Justin Lee,Stevens,-1,/swimmer/1210003,
Joey Slish,King's,-1,,
Shawn Luke Klein,Stevens,-1,,
Andrew Lee,Lake Forest,-1,/swimmer/394628,
Jaden Olson,Amherst,-1,/swimmer/862567,
Matthew Morris,Connecticut,-1,/swimmer/1377127,
Jack Moore,Tufts,-1,/swimmer/1485552,
Michael Ma,Williams,-1,,
Tolik Borisov,MIT,-1,,
Terry Li,Babson,-1,,
Jon Sherlock,Springfield,-1,,
Brandon Arias,WPUNJ,-1,NoMatch,
Thomas Murray,Maine Maritime,-1,/swimmer/1032751,
Sam Miller,Kenyon,-1,NoMatch,
Nathan Ratynski,Hiram College,-1,/swimmer/570192,
Zachary Martin,L&C,-1,NoMatch,
Andrew Lee,Linfield,-1,/swimmer/394628,
PJ Jimenez,L&C,-1,,
Dylan Cossin,Mount Union,-1,/swimmer/548998,
Colton Schnars,Lynchburg,-1,/swimmer/230397,
Miles West,Lynchburg,-1,/swimmer/616693,
Connor Smith,W&L,-1,NoMatch,
Adam Jones,BSC,-1,NoMatch,
Aidan Wilson,Hendrix,-1,NoMatch,
Daniel Moore,BSC,-1,NoMatch,
Ethan Smith,Occidental,-1,/swimmer/433180,
Max Chen,Caltech,-1,/swimmer/776072,
Jake Maher,Cal Lutheran,-1,NoMatch,
Asher Kocalis,La Verne,-1,/swimmer/1208639,
Alex Johnson,Claremont MS,-1,NoMatch,
Luca Olivieri,SUNY Brockport,-1,/swimmer/569282,
Patrick McCrone,SUNY Fredonia,-1,/swimmer/526998,
Sebastian Herrera,SUNY Potsdam,-1,NoMatch,
Justin Lum,Emory,-1,/swimmer/362602,
Kadin Denner,UWEC,-1,/swimmer/950033,
Harry Nelson,Gettysburg,-1,/swimmer/1715578,
Andrew Kelley,Dickinson,-1,/swimmer/306081,
Mason Adams,Augustana,-1,/swimmer/245118,
Ben Gabbey,Carthage,-1,,
Logan Davis,Manchester,-1,/swimmer/567322,
Elliot Anderson,Rose-Hulman,-1,/swimmer/679056,
Alex Dvorak,Loras,-1,,
Ike Shirakata,Johns Hopkins,-1,,
Ashton Smith,Sou. Virginia,-1,NoMatch,
Ryan Smith,Piedmont,-1,NoMatch,
Nick Shaffer,Drew,-1,,
Westin Perry,RIT,-1,/swimmer/1505110,
Josiah Shaffer,RIT,-1,/swimmer/647077,
Daniel Russotti,Clarkson,-1,/swimmer/1145475,
Jazz Widney,Calvin,-1,/swimmer/558293,
Eric Chimes,Calvin,-1,/swimmer/451771,
Derick Miller,Stevens,-1,/swimmer/459854,
Dan Jackson,Widener,-1,/swimmer/2564421,
Ethan Hansen,St. Norbert,-1,NoMatch,
Matt/matthew Billenstein,Illinois College,-1,,
Alex King,St. John's,-1,NoMatch,
Alex Lee,Carleton,-1,NoMatch,
Jake Williams,St. Mary's MD,-1,NoMatch,
Skyler Officer,Gallaudet,-1,,
Kyle Chang,Worcester Poly,-1,/swimmer/238846,
Andre McCloud,Kenyon,-1,/swimmer/587249,
James Moll,Oberlin,-1,/swimmer/1335194,
Nick Plumb,Wabash,-1,,
Jack Johnson,Denison,-1,/swimmer/520022,
Sam Johnson,Pacific Lutheran,-1,NoMatch,
Evan Miller,Ohio Northern,-1,/swimmer/189733,
Tommy Ronayne,Bridgewater,-1,,
Luke Scanlon,UC Santa Cruz,-1,/swimmer/1355105,
Logan Marks,W&J,-1,/swimmer/601890,
Nick Allen,Hendrix,-1,/swimmer/2926048,
Connor Young,Sewanee,-1,/swimmer/2278796,
Brandon Kim,Occidental,-1,/swimmer/1341012,
Sebastian Herrera,Chapman,-1,/swimmer/1279532,
Ryan Clark,SUNY Geneseo,-1,NoMatch,
Alex Wright,SUNY Fredonia,-1,NoMatch,
Euan Barclay,SUNY Cortland,-1,,
Willem Goedecke,CMU,-1,/swimmer/333854,
Chad Buccella,Rochester,-1,/swimmer/623110,
Kevin Wu,NYU,-1,,
Derek Maas,NYU,-1,/swimmer/461726,
Bert Wang,Wash U. MO,-1,/swimmer/547257,
Devin Bunner,Wash U. MO,-1,/swimmer/663206,
Jack Engel,Dickinson,-1,/swimmer/619393,
Bennett Maczka,Baruch,-1,/swimmer/423465,
Mihir Chandra,North Central,-1,/swimmer/484284,
Jack Hansen,IWU,-1,NoMatch,
Ben Fox,Wheaton IL,-1,,
Matthew Cole,Hartwick,-1,NoMatch,
Jacob Stauffer,Franklin,-1,/swimmer/2939294,
Olivia Stille,New Hampshire,-1,/swimmer/1093045,
Kira Parker,Vermont,-1,/swimmer/393533,
Sierra Tosten,UMBC,-1,/swimmer/508060,
Kayla Loughman,Maine,-1,/swimmer/492158,
Sarah Mansfield,Maine,-1,/swimmer/611007,
Halle Gordon,UMBC,-1,/swimmer/353834,
Emma Waechter,Stony Brook,-1,/swimmer/367276,
Jennifer Prior,Maine,-1,/swimmer/493054,
Jenna Gwinn,UMBC,-1,/swimmer/508083,
Reagan MacDonald,Stony Brook,-1,/swimmer/661990,
Belen Marriaga,Binghamton,-1,/swimmer/367397,
Cailin Campbell,Vermont,-1,/swimmer/622696,
Sarah Doherty,Vermont,-1,/swimmer/522043,
Cassidy Wilson,New Hampshire,-1,/swimmer/398163,
Audrey Tirrell,New Hampshire,-1,/swimmer/404771,
Paige Edmier,New Hampshire,-1,/swimmer/641184,
Alyssa Martin,Binghamton,-1,/swimmer/368113,
Isabelle Bauer,UMBC,-1,/swimmer/299640,
Peyton Lienhart,Vermont,-1,/swimmer/366108,
Haille Bogumil,Stony Brook,-1,/swimmer/365230,
Teddi Simons,Vermont,-1,/swimmer/680072,
Annalise Pepper,Binghamton,-1,/swimmer/368283,
Molly Williams,Vermont,-1,/swimmer/492184,
Courtney Spelman,UMBC,-1,/swimmer/521905,
Mina Poppas,Vermont,-1,/swimmer/477623,
Emily Ketch,Maine,-1,/swimmer/493204,
Caroline Sargent,UMBC,-1,/swimmer/373329,
Peyton McNulty,Vermont,-1,/swimmer/413161,
Morgan Oehler,Maine,-1,/swimmer/541618,
Caroline Dunn,Stony Brook,-1,/swimmer/404379,
Valentina Rengifo,Maine,-1,/swimmer/412994,
Ciara McCormack,New Hampshire,-1,/swimmer/377602,
Claire Custance,UMBC,-1,/swimmer/432762,
Molly Olzinski,Maine,-1,/swimmer/368442,
Yurika Tomita,Stony Brook,-1,/swimmer/348417,
Maggie White,Maine,-1,/swimmer/409080,
Celeste Koerwitz,UMBC,-1,/swimmer/452000,
Maria Kelly,Vermont,-1,/swimmer/570021,
Calla Derr,UMBC,-1,/swimmer/358944,
Beth Hartog,Vermont,-1,,
Katie Schultz,Binghamton,-1,/swimmer/348277,
Syd Loper,Maine,-1,,
Savannah Buch,Vermont,-1,/swimmer/357752,
Rachel Hand,Maine,-1,/swimmer/493193,
Anna Metzler,New Hampshire,-1,NoMatch,
Makayla Ludwick,UMBC,-1,/swimmer/436578,
Madison Enda,Stony Brook,-1,/swimmer/417450,
Mackenzie Thomas,UMBC,-1,/swimmer/399890,
Mya Loniewski,UMBC,-1,/swimmer/367499,
Morgan Bui,Maine,-1,/swimmer/661877,
Susie Cadigan,UMBC,-1,,
Grace Johnson,UMBC,-1,/swimmer/358952,
Taylor Holderfield,UMBC,-1,/swimmer/415929,
Mikaylie Depalma,Stony Brook,-1,/swimmer/570900,
Jamy Lum,New Hampshire,-1,/swimmer/359593,
Kylie Kelly,UMBC,-1,/swimmer/495422,
Bridget Montgomery,Stony Brook,-1,/swimmer/400015,
Madison Linstedt,New Hampshire,-1,/swimmer/461307,
Elsie Pagel,New Hampshire,-1,/swimmer/400840,
Kendall Ware,Vermont,-1,/swimmer/369331,
Jenny O'Neil,Vermont,-1,,
Jess Salmon,Stony Brook,-1,,
Katherine Morrissey,Vermont,-1,/swimmer/458710,
Meadow Perez,Binghamton,-1,/swimmer/484193,
Tori Czarnecka,FGCU,-1,,
Melissa Cox,GA Southern,-1,/swimmer/382850,
Delaney Carlton,UNC Asheville,-1,/swimmer/579790,
Colleen Renshaw,Campbell,-1,/swimmer/619389,
Annie Sanchez,Campbell,-1,,
Hailey Jerew,FGCU,-1,/swimmer/403097,
Kayla Smith,Gardner-Webb,-1,/swimmer/399519,
Summer Miln,Old Dominion (W),-1,/swimmer/523182,
Sarah Wilson,Campbell,-1,/swimmer/273825,
Bela Stuart Vieira,UNC Asheville,-1,,
Lucy Sulenta,FGCU,-1,,
Jessica Schellenboom,Liberty,-1,/swimmer/356841,
Neringa Cerniauskaite,Campbell,-1,,
