Name,School,Power,Link,Hometown
Matthew Triaszin,Eastern Ill,-1,/swimmer/471667,
Liam Murray,Southern Indiana,-1,/swimmer/1344846,
Deni Cyprianos,South Dakota St,-1,,
Thomas Hooper,Eastern Ill,-1,/swimmer/512489,
Drew Grespin,Denver,-1,,
Eli Cohen,Grand Canyon,-1,/swimmer/942119,
Quinn Cynor,Wyoming (M),-1,,
Sam Wittmer,Grand Canyon,-1,,
Atuhaire Ambala,Grand Canyon,-1,/swimmer/937614,
Matthew Chan,Seattle U (M),-1,NoMatch,
John Sullivan,Cal Baptist,-1,NoMatch,
Charlie Clark,Wyoming (M),-1,NoMatch,
Matthew Whelan,GW,-1,/swimmer/324159,
Christian Taylor,Fordham,-1,/swimmer/1077091,
Paris Raptis,Fordham,-1,/swimmer/548707,
Taras Zherebetskyy,Fordham,-1,/swimmer/896005,
Logan Skiles,George Mason,-1,/swimmer/417364,
Noah Althoff,Fordham,-1,/swimmer/508161,
Phillip Endom,St. Louis,-1,/swimmer/480488,
Misha Lyubavskiy,GW,-1,,
Tyler Lentine,George Mason,-1,/swimmer/404418,
Will Chan,Texas,-1,,
Danny Berlitz,West Virginia,-1,,
Kara Church,TCU,-1,/swimmer/357576,
Elliott Jones,TCU,-1,NoMatch,
Gavin Jones,Villanova,-1,/swimmer/308842,
Andrew Babyak,Georgetown,-1,/swimmer/329225,
Aiden Neuman,Xavier,-1,/swimmer/810055,
Shayne Simmons,Seton Hall,-1,/swimmer/502610,
Nikola Acin,Michigan,-1,,
Jan Michal Karolczak,Northwestern,-1,,
Clark Wakeland,Michigan,-1,/swimmer/635299,
Armando Vegas,Indiana,-1,/swimmer/469803,
Bob Fick,Ohio St,-1,,
Jakub Kwasny,Drexel,-1,,
Dave Fitch,UNC Wilmington,-1,,
Abdelrahman Elaraby,Notre Dame,-1,/swimmer/672098,
Luka Cvetko,Notre Dame,-1,/swimmer/749516,
Colton McGrady,Duke,-1,/swimmer/581522,
Liam McDonnell,Notre Dame,-1,/swimmer/477863,
Will Thompson,Virginia,-1,,
Tanner Filion,Notre Dame,-1,/swimmer/489479,
Jack Smith,Duke,-1,/swimmer/1346309,
Sam O'Brien,Virginia,-1,,
Tyler Watson,Louisville,-1,NoMatch,
Jonathan Edwards,Florida St,-1,/swimmer/508046,
Mateo Miceli,Louisville,-1,/swimmer/616606,
Will Tenpas,Virginia,-1,,
Mark Crocker,Binghamton,-1,/swimmer/527051,
Gustav Persson,Bryant U (M),-1,/swimmer/815775,
Marc Stern,Binghamton,-1,/swimmer/520772,
Colin Martin,Oakland,-1,NoMatch,
Luca Aldewereld,Cleveland St,-1,/swimmer/549013,
Auben Nugent,Oakland,-1,/swimmer/566683,
Dane Charleston,Oakland,-1,/swimmer/581423,
Kevin Soltys,Milwaukee,-1,/swimmer/2368050,
Victor Kostov,Milwaukee,-1,/swimmer/377488,
Connor Brown,Cornell,-1,/swimmer/1428034,
Tim Engel,Marist,-1,,
Porter LeVasseur,Rider,-1,/swimmer/403885,
Austin Arnold,Saint Peter's,-1,/swimmer/1465899,
Garrett Frear,Mt St Mary's,-1,/swimmer/471645,
Colin Martin,Iona Coll,-1,NoMatch,
Vladimir Petras,Saint Peter's,-1,,
Kellen Fletcher,Marist,-1,NoMatch,
Jack Cimorelli,Marist,-1,/swimmer/443639,
Jered Moore,SIUC (M),-1,/swimmer/448593,
Rafe Dolan Peterson,Illinois-Chicago,-1,/swimmer/608639,
Titus Jabedo,Evansville (M),-1,/swimmer/1268529,
Karol Ostrowski,Hawaii,-1,/swimmer/508605,
Kuba Ksiazek,Hawaii,-1,,
Robert Wagner,Wagner,-1,/swimmer/461044,
Cam Peel,Arizona St,-1,,
Jonathan Tan,Stanford,-1,/swimmer/418653,
Jack Hamilton,Southern Cali,-1,NoMatch,
Ethan Smith,Utah,-1,NoMatch,
Mark McCrary,Southern Cali,-1,/swimmer/417824,
Riley Babson,Arizona,-1,/swimmer/616786,
Nick Mason,Utah,-1,/swimmer/578096,
Miles Simon,Georgia,-1,/swimmer/579649,
Flynn Crisci,Tennessee,-1,/swimmer/494569,
Rateb Hussein,South Carolina,-1,,
Andrew Taylor,Florida,-1,/swimmer/1349926,
Linus Kahl,South Carolina,-1,/swimmer/692659,
Aidan Crisci,Tennessee,-1,/swimmer/520815,
Daniel Cote,Holy Cross,-1,/swimmer/998354,
Nikola Tadic,Denver,-1,/swimmer/1241335,
Jacob Carlson,South Dakota,-1,NoMatch,
Braeden Glor,South Dakota St,-1,/swimmer/1181785,
Sam Smith,Southern Indiana,-1,NoMatch,
Tyler Mansheim,Cal Baptist,-1,/swimmer/662957,
Chase Allison,Cal Baptist,-1,/swimmer/405040,
Matthew Simpson,UNLV (M),-1,/swimmer/1783242,
Danny Kovac,SMU,-1,,
Jacob Rubin,Fla Atlantic (M),-1,NoMatch,
Christopher Mykkanen,SMU,-1,/swimmer/417556,
Jack Sheehan,Fla Atlantic (M),-1,NoMatch,
Rush Clark,Fla Atlantic (M),-1,/swimmer/503456,
Jack Hoagland,SMU,-1,/swimmer/400803,
Jack Moore,SMU,-1,NoMatch,
Guy Gropper,Fordham,-1,,
Sam Matthews,St. Bonaventure,-1,,
Tanner Falls,St. Bonaventure,-1,/swimmer/447170,
Wojciech Dutkowiak,Fordham,-1,/swimmer/596689,
Adrian Paseta,St. Louis,-1,/swimmer/873073,
Andrew Lucky,George Mason,-1,/swimmer/518028,
Jon Osa,Cincinnati,-1,,
Ivan Puskovitch,West Virginia,-1,/swimmer/408353,
Shaun Kronenwetter,Georgetown,-1,/swimmer/483441,
Lorenzo Tabladini,Seton Hall,-1,/swimmer/1386107,
Guillermo Cruz Zuniga,Indiana,-1,,
Janis Silins,Wisconsin,-1,,
Chris Morris,Wisconsin,-1,/swimmer/580808,
Tyler Hansen,Minnesota,-1,/swimmer/1342438,
Andrew Martin,Northwestern,-1,NoMatch,
Neil Simpson,Minnesota,-1,/swimmer/545017,
Mac Russell,UNC Wilmington,-1,,
Jeff Tuning,UNC Wilmington,-1,,
Joseph Clark,Delaware,-1,NoMatch,
Karan Raju,Delaware,-1,,
Dylan Citta,UNC Wilmington,-1,/swimmer/526561,
Jonathan Bennett,William & Mary,-1,/swimmer/618361,
Joao Santos,Emmanuel,-1,,
Maximillian Thomas,King,-1,/swimmer/400145,
David Clark,Chowan,-1,/swimmer/55500,
Dale Bruce,King,-1,,
John David McCray,Lees-McRae,-1,,
James Cameron,Chowan,-1,/swimmer/694832,
Haakon Meyer,King,-1,,
Cooper Hoagland,Lees-McRae,-1,/swimmer/524818,
Fernando Gomez,Salem University,-1,/swimmer/887184,
Alasdair McGhee,Emmanuel,-1,/swimmer/495387,
Lucas Pels,Chowan,-1,/swimmer/438968,
Cade Popejoy,Barton,-1,/swimmer/476695,
Hodges Tubaugh,Barton,-1,/swimmer/477023,
Marshall Stevens,Chowan,-1,/swimmer/519074,
Igor Proszynski,Chowan,-1,/swimmer/695880,
Dru Simmons,Chowan,-1,,
Myles Bonner,Barton,-1,/swimmer/474809,
Elder Oliveira,Emmanuel,-1,,
Bartlomiej Swiderski,Barton,-1,,
Jan Kuljak,King,-1,/swimmer/839428,
Ethan Cortel-Fraser,Barton,-1,/swimmer/500997,
Jabari Ramsey,King,-1,/swimmer/346500,
HUNTER HAYES,Emmanuel,-1,/swimmer/330598,
Tommy Savage,Lees-McRae,-1,,
Efren Martinez,King,-1,/swimmer/463931,
Kyle Sheridan,Chowan,-1,/swimmer/794278,
Joshua Stidham,Barton,-1,,
Spencer Smith,Barton,-1,/swimmer/479837,
Tim Stollings,Findlay,-1,,
Colin Martin,Findlay,-1,/swimmer/547474,
Roan Kelleher,NDC,-1,/swimmer/676379,
Panagiotis Nikakis,Ashland,-1,,
Pedro Gaspar,Fairmont,-1,/swimmer/696550,
Tyler Virtue,Fairmont,-1,/swimmer/328078,
Joe Cummins,Ashland,-1,,
Ezra Ferguson,Malone,-1,NoMatch,
Jiwh Santos,Davis & Elkins,-1,,
Nathan Fubio,Fairmont,-1,/swimmer/1404054,
Matthew Mazey,Malone,-1,/swimmer/670623,
Cooper Hanson,NDC,-1,/swimmer/821901,
Josep Castan,Fairmont,-1,/swimmer/839425,
Caleb Cosentino,Malone,-1,,
Jake Bohland,WVWC,-1,,
Marc Bennett,WVWC,-1,/swimmer/422566,
Jonathan McIntosh,NDC,-1,,
Majester Abdul-Jalil,Fairmont,-1,/swimmer/356705,
Patrick Blayney,Malone,-1,,
Ej Wright,Davis & Elkins,-1,,
Santiago De Stefano Cavazos,WVWC,-1,,
Garrett Young,Malone,-1,/swimmer/591484,
Viggy Muley,Davis & Elkins,-1,,
Quincy / Q Page,Frostburg St.,-1,,
Beau Schoenegge,Malone,-1,/swimmer/435823,
Ian Grzincic,NDC,-1,/swimmer/488761,
Braydan Billman,Malone,-1,/swimmer/592088,
Brandon French,NDC,-1,NoMatch,
Adonis Thomas,NDC,-1,/swimmer/386027,
Ben Esposito,WVWC,-1,,
Mark Miller,Malone,-1,/swimmer/342311,
Trevor Gallardo,Fairmont,-1,/swimmer/875821,
Bernardo Rodrigues,Davis & Elkins,-1,,
Bailey McLarty,NDC,-1,/swimmer/566859,
Payne McCann,Davis & Elkins,-1,/swimmer/490320,
Cole Travis,Malone,-1,/swimmer/2528736,
Myles Henderson,Frostburg St.,-1,NoMatch,
Jackson Igo,WVWC,-1,/swimmer/654252,
Alessandro Trujillo,Davis & Elkins,-1,/swimmer/877737,
Gray Ramsey,Alderson Broadd.,-1,/swimmer/576516,
Chase Curry,Fairmont,-1,,
Franc Aleksi,Ashland,-1,,
Amar Sapcanin,Ashland,-1,/swimmer/508736,
Daniel Alvarez,NDC,-1,NoMatch,
Geoff Dixon,Davis & Elkins,-1,,
Ryan Clement,Davis & Elkins,-1,/swimmer/570076,
Joseph Turley,Tiffin,-1,/swimmer/564293,
Kyle Carson,Fairmont,-1,/swimmer/605403,
Ryan Powell,NDC,-1,NoMatch,
Evan Gyurke,NDC,-1,/swimmer/482568,
Nathan Harvey,Fairmont,-1,/swimmer/654254,
Jared Toaz,Findlay,-1,/swimmer/399363,
Paul Pavala,Findlay,-1,/swimmer/1184608,
Michael Miller,Fairmont,-1,/swimmer/183181,
Abe Townley,St. Cloud St.-M,-1,,
Oscar Saura Armengol,Grand Valley,-1,/swimmer/701082,
Luka Cvetko,Wayne State,-1,/swimmer/749516,
Franz Mueller,Wayne State,-1,,
Stewart Nowinski,Wayne State,-1,/swimmer/463125,
Roberto Camera,NMU,-1,/swimmer/688071,
Jack Rogers,Wayne State,-1,/swimmer/458171,
Ivan Amillo Escobedo,NMU,-1,,
Noah Barstad,Wayne State,-1,/swimmer/468766,
Kyle Amick,Saginaw Valley,-1,/swimmer/468703,
Owen Ganzer,Grand Valley,-1,/swimmer/392990,
Casey Dolen,Wayne State,-1,/swimmer/458923,
Evan Lindquist,Saginaw Valley,-1,/swimmer/463283,
David Turner,Grand Valley,-1,/swimmer/338156,
Roger Miret Sala,Grand Valley,-1,/swimmer/1184727,
Conor Graydon,NMU,-1,/swimmer/356400,
John Louria,Grand Valley,-1,/swimmer/468779,
Markus Kruse,Grand Valley,-1,/swimmer/692000,
Garrett Alleven,St. Cloud St.-M,-1,/swimmer/289972,
Jonathan Bloedow,Grand Valley,-1,/swimmer/400356,
Joey Clark,St. Cloud St.-M,-1,/swimmer/343273,
Parker Kabe,St. Cloud St.-M,-1,/swimmer/609113,
Joshua Mahaney,Wayne State,-1,,
Ryan Langdon,Saginaw Valley,-1,/swimmer/458231,
Felipe Lemos,NMU,-1,/swimmer/941821,
Sam Deitrich,St. Cloud St.-M,-1,,
Jesse Goodyear,Grand Valley,-1,/swimmer/707024,
Tyler Irving,Saginaw Valley,-1,/swimmer/400147,
Cade Vruggink,Grand Valley,-1,/swimmer/400087,
Zeke Ely,Saginaw Valley,-1,,
Daniel Mullen,Grand Valley,-1,/swimmer/400343,
Jayden Porter,St. Cloud St.-M,-1,NoMatch,
Levi Lewis,NMU,-1,/swimmer/273018,
Tyler Overmyer,Saginaw Valley,-1,/swimmer/406674,
Dodge Alzaid,Wayne State,-1,,
Reid Schoenherr,Wayne State,-1,/swimmer/463072,
Austin Cabel,Grand Valley,-1,/swimmer/486976,
Ondrej Zach,NMU,-1,,
Hans Anderson,Wayne State,-1,/swimmer/567900,
Matheus Laperriere,St. Cloud St.-M,-1,,
Jon Busse,NMU,-1,,
Matt Vassilakos,Wayne State,-1,,
Grant Combs,NMU,-1,/swimmer/364187,
Christopher Westgate,Wayne State,-1,/swimmer/428138,
Keegan Hawkins,Grand Valley,-1,/swimmer/487014,
Pedro Martins Rezende,Saginaw Valley,-1,,
Andres Hernandez,St. Cloud St.-M,-1,NoMatch,
Erikas Kapocius,NMU,-1,,
Chris Spencer,Wayne State,-1,/swimmer/319531,
Evan Dies,Grand Valley,-1,/swimmer/360238,
Gregg Lichinsky,McKendree,-1,,
Xander Skinner,McKendree,-1,,
Victor Antonon Rodriguez,Indy,-1,/swimmer/695229,
Caleb Carlson,Drury,-1,/swimmer/358270,
Caleb Law,McKendree,-1,/swimmer/446840,
Zach Linder,Lindenwood,-1,,
Patryk Winiatowski,Lindenwood,-1,/swimmer/742186,
I'likai Crompton-English,Indy,-1,,
Jan Zuchowicz,Indy,-1,/swimmer/695235,
Joao Silva,Indy,-1,/swimmer/2294037,
Diego Mas,Indy,-1,/swimmer/616795,
Dawid Nowodworski,Drury,-1,,
Aiden Clark,UMSL,-1,NoMatch,
Jeron Thompson,Indy,-1,/swimmer/510623,
Ruben Van Leeuwen,Lewis,-1,,
Taras Zherebetskyy,McKendree,-1,/swimmer/896005,
Kham Glass,Drury,-1,,
Evan Weakley,Indy,-1,/swimmer/480270,
Jon Osa,UMSL,-1,,
Caden Akal,Drury,-1,/swimmer/462391,
Kael Yorke,Indy,-1,/swimmer/1239777,
Gerald Brown,Lindenwood,-1,/swimmer/400938,
Ahmed Wahby,Drury,-1,/swimmer/429857,
Casey Bach,Jewell,-1,/swimmer/450467,
Ean Vandergraaf,Drury,-1,/swimmer/399704,
Connor Wiedemeier,Missouri S & T,-1,/swimmer/443516,
Austin Stevenson,UMSL,-1,NoMatch,
Eric Nunn,Drury,-1,,
Sebas Rottier,Indy,-1,,
Joshua Umrysh,Missouri S & T,-1,,
Nolan Fergus,Missouri S & T,-1,/swimmer/487117,
Jordan Anderson,Lindenwood,-1,/swimmer/239886,
DaVante Carey,McKendree,-1,,
Andras Tiszai,Indy,-1,/swimmer/508770,
Evan Guichard,Jewell,-1,/swimmer/740762,
Samuel Rudqvist,Drury,-1,/swimmer/678317,
Brock Star,Lewis,-1,/swimmer/338248,
Ethan Fox,Lewis,-1,/swimmer/422090,
Alec Davis,Missouri S & T,-1,/swimmer/541158,
Adam Vaske,Truman St.,-1,/swimmer/492563,
Jacob Pocivasek,Truman St.,-1,/swimmer/487851,
John Breen,Truman St.,-1,/swimmer/377640,
Cole Akal,Missouri S & T,-1,/swimmer/347086,
Graham Wells,Drury,-1,/swimmer/363179,
Vincent Jaworski,Lindenwood,-1,/swimmer/510965,
Mark Cavanaugh,Missouri S & T,-1,/swimmer/493646,
Jack McKenzie,Truman St.,-1,/swimmer/455064,
Daniel Brinck,Drury,-1,,
Guillem Masjuan Roca,UMSL,-1,/swimmer/1167056,
Tommy Nelson,Drury,-1,,
Adrian Wlodarz,Lewis,-1,/swimmer/750547,
Grant Lair,Truman St.,-1,/swimmer/393292,
Robert Ross,McKendree,-1,/swimmer/363977,
Anthony Williamson,Indy,-1,/swimmer/399746,
Erik Fosen,Lewis,-1,/swimmer/327169,
Drew Reinke,Indy,-1,/swimmer/484660,
Jax Mahlstadt,Truman St.,-1,,
Noah Fishel,McKendree,-1,/swimmer/484627,
Fabio Dalu,McKendree,-1,/swimmer/1167055,
Jack Riffel,Maryville,-1,/swimmer/461422,
Sam Dericco,Maryville,-1,,
Blake Tuder,Jewell,-1,/swimmer/363232,
Chas Nolte,Drury,-1,,
Melker Olsson,Lindenwood,-1,/swimmer/803318,
Ole Tharandt,Lindenwood,-1,/swimmer/958288,
Sebastian Wenk,Indy,-1,/swimmer/757301,
Alec Danko,Lewis,-1,/swimmer/944416,
Ian Heye,UMSL,-1,/swimmer/510933,
Carter Thoss,Lewis,-1,/swimmer/483293,
Michael Roach,Lewis,-1,/swimmer/471217,
Ryan Clark,UMSL,-1,NoMatch,
Sergio Santisteban Romero,UMSL,-1,,
Macoy Neinas,McKendree,-1,/swimmer/403874,
Christian Hedeen,Indy,-1,/swimmer/488891,
Derek Elam,Indy,-1,/swimmer/927457,
Garrett Schrock,McKendree,-1,/swimmer/399742,
Malcolm Hunter,UMSL,-1,/swimmer/400964,
Alex Burkhardt,Truman St.,-1,,
Andrew Rottinghaus,Indy,-1,/swimmer/406399,
Jackson Mugg,Lewis,-1,/swimmer/408755,
John Bodden,McKendree,-1,/swimmer/2352938,
Connor Neils,Truman St.,-1,/swimmer/401030,
Jacob Wheatman,Jewell,-1,/swimmer/694873,
Dawson Norton,UMSL,-1,/swimmer/517433,
Chris McNew,Drury,-1,/swimmer/413167,
Barrett Troup,McKendree,-1,/swimmer/376235,
Jacob Przylucki,Lewis,-1,/swimmer/834650,
Will Nash,Lewis,-1,,
Dylan McClain,Lindenwood,-1,/swimmer/424279,
Harrison Porter,Jewell,-1,/swimmer/406799,
Ben Souza,Indy,-1,,
Filip Bjorkholm,Lewis,-1,/swimmer/961383,
Moises Martinez Camarena,UMSL,-1,,
Leticia Vaselli,Indy,-1,/swimmer/660346,
Caleb Jahnke,Maryville,-1,/swimmer/465692,
Matt Bond,Indy,-1,,
Murphy Kinsella,UMSL,-1,/swimmer/487527,
Mike Aldaco,Maryville,-1,,
Austin Wolfe,Jewell,-1,/swimmer/363068,
Noah Javens,McKendree,-1,/swimmer/392005,
Dominik Karacic,Drury,-1,,
Keven Stahl,UMSL,-1,/swimmer/489810,
Scott Roberson,Drury,-1,/swimmer/611967,
John Heaphy,McKendree,-1,/swimmer/1368037,
Evan Root,Lindenwood,-1,/swimmer/398872,
Charlie Fraser-Allen,McKendree,-1,/swimmer/615063,
Alex Gelman,Lindenwood,-1,/swimmer/398918,
Connor Jokerst,Lindenwood,-1,/swimmer/462480,
Noah Jamison,Indy,-1,/swimmer/539406,
Stas Chalat,Indy,-1,,
Alexander Graham,Missouri S & T,-1,,
Eli Engledow,Jewell,-1,/swimmer/412463,
Tristen Bowen,Drury,-1,/swimmer/484392,
Gino Dodd,Maryville,-1,/swimmer/492638,
Andy Huffman,Missouri S & T,-1,,
Lucas Simao Lima,Drury,-1,,
Jan Hanzal,Lindenwood,-1,/swimmer/510495,
Rhys Taylor,Lewis,-1,/swimmer/901038,
Noah May,Truman St.,-1,/swimmer/487427,
Sebastian Silva,Lindenwood,-1,/swimmer/616798,
Luke Valley,Lindenwood,-1,/swimmer/398807,
Sam Weber,Missouri S & T,-1,NoMatch,
Nathan Bighetti,Drury,-1,,
Andrew Rodriguez,Drury,-1,/swimmer/344832,
Jay Mercer,Missouri S & T,-1,/swimmer/484338,
Daniel Matlock,Missouri S & T,-1,NoMatch,
Gabe Rivers,Roberts Wesleyan,-1,,
Jason Torchio,Staten Island,-1,/swimmer/613515,
Tom Smith,Staten Island,-1,,
Stephen Jones,Henderson St.,-1,NoMatch,
Tucker Schroer,Delta State,-1,/swimmer/463489,
Emanuel Fava,Delta State,-1,,
Tim Holt,Henderson St.,-1,/swimmer/1916722,
Ryan Brown,Henderson St.,-1,NoMatch,
Alex Miller,Delta State,-1,/swimmer/433790,
Will Mahone,Montevallo,-1,,
Joe Ragsdell,Ouachita,-1,,
Thom Naccarato,Montevallo,-1,,
Nathan Garick,Delta State,-1,/swimmer/520045,
Jason Seiner,Henderson St.,-1,/swimmer/419367,
Oscar Patten,Henderson St.,-1,/swimmer/887825,
Trent Reeder,Ouachita,-1,,
Timothy Morrow,Henderson St.,-1,/swimmer/131150,
Armando Flores,UTPB,-1,NoMatch,
Alex Wickens,UTPB,-1,,
Tanner Schroer,Delta State,-1,/swimmer/463516,
Carson Traylor,Delta State,-1,/swimmer/895322,
DD Blankenship,Delta State,-1,,
Ty Gibbs,Henderson St.,-1,,
Keith Mathews,Ouachita,-1,/swimmer/455265,
Parker Bell,Montevallo,-1,/swimmer/499641,
Connor Daigle,Montevallo,-1,/swimmer/2336516,
Savio Ragonesi,Delta State,-1,,
Marcus Hernandez,Henderson St.,-1,/swimmer/388516,
Brandon Bell,Montevallo,-1,/swimmer/570989,
Nolan Gerfers,Ouachita,-1,/swimmer/459971,
Rafael Flores,Henderson St.,-1,NoMatch,
Juan Hernandez,UTPB,-1,NoMatch,
Ben Kelly,Delta State,-1,/swimmer/384654,
Conner Shearer,Delta State,-1,/swimmer/274676,
Matthew Poulin,Delta State,-1,/swimmer/693380,
Logan Wetterling,Henderson St.,-1,/swimmer/553404,
Jade Ashley,Ouachita,-1,/swimmer/751382,
Nick Plumb,Delta State,-1,,
Triston Little,Henderson St.,-1,,
Jered Poland,Montevallo,-1,/swimmer/480478,
Alex Layman,Henderson St.,-1,,
Chase Foiles,Ouachita,-1,/swimmer/510930,
Sam Rix,Montevallo,-1,/swimmer/532893,
Jack Conner,Ouachita,-1,,
Joshua Sauer,Montevallo,-1,,
Jose Beltra,Henderson St.,-1,,
Joseph Anderson,Delta State,-1,/swimmer/445224,
Jesse Walker,Henderson St.,-1,NoMatch,
John Stewart,Delta State,-1,/swimmer/480533,
Trent Mobley,Montevallo,-1,/swimmer/436663,
Daryl Wells,UTPB,-1,/swimmer/602092,
Matthew Newman,UTPB,-1,/swimmer/540153,
Jacob Bibeau,UTPB,-1,/swimmer/455090,
Charlie Morris,Le Moyne,-1,NoMatch,
Chandler Tucker,Southern Conn,-1,/swimmer/261621,
Ryan Looney,Bentley,-1,/swimmer/616576,
Sammy Gibson,Pace,-1,,
Brian Klotsche,Adelphi,-1,/swimmer/397604,
Nolan Speidel,St. Michael's,-1,,
Jeffrey Varesio,Southern Conn,-1,/swimmer/1182401,
Alex Adams,Pace,-1,,
Sean McCleary,Le Moyne,-1,/swimmer/1023783,
Anthony Vizental,Bentley,-1,/swimmer/418841,
Asher Kocalis,Adelphi,-1,/swimmer/1208639,
Michael Motisi,Bentley,-1,/swimmer/520548,
Tanner Eisenhut,Bentley,-1,/swimmer/596944,
Iskender Baslakov,Fresno Pacific,-1,/swimmer/420876,
Kirill Baron,Fresno Pacific,-1,/swimmer/639409,
Albe Cortes,Concordia Irvine,-1,,
Andrew Benson,Biola University,-1,/swimmer/711932,
Timothy Townsend,Concordia Irvine,-1,,
James Gamette,Biola University,-1,/swimmer/376967,
Mathew Fuller,Simon Fraser,-1,/swimmer/648484,
Patrick Waggoner,Biola University,-1,/swimmer/419739,
Alexander Ness,Biola University,-1,,
Dylan Pon,Biola University,-1,/swimmer/671649,
Tanner Smith,Biola University,-1,/swimmer/500255,
Westin Dawe,Biola University,-1,/swimmer/447238,
Kyle Benjamin,Concordia Irvine,-1,/swimmer/363795,
Denisz Der,Fresno Pacific,-1,/swimmer/1181786,
Hunter Cole,Fresno Pacific,-1,/swimmer/646339,
Andrew Holmes,Biola University,-1,/swimmer/698222,
Joey Fitzsimmons,Concordia Irvine,-1,,
Gabriel Weber,Biola University,-1,/swimmer/402422,
Channah Yip,Simon Fraser,-1,/swimmer/1357220,
Luke Landis,Fresno Pacific,-1,/swimmer/601851,
Braeden Glor,Concordia Irvine,-1,/swimmer/1181785,
Dylan Sewell,Fresno Pacific,-1,/swimmer/418234,
Nathan Schwantes,Biola University,-1,/swimmer/498777,
Colton Schnars,Bloomsburg,-1,/swimmer/230397,
Luke Engel,Gannon,-1,/swimmer/401715,
Tyler Hall,West Chester,-1,/swimmer/792453,
Patrick Agnew,Bloomsburg,-1,,
Jacob Yant,Clarion,-1,/swimmer/563450,
Jace Fry,Bloomsburg,-1,/swimmer/377309,
Bear Kinney,Edinboro,-1,,
Connor Cary,Clarion,-1,/swimmer/453810,
Bobby Bolmanski,Gannon,-1,,
Luke Edmonds,Edinboro,-1,/swimmer/1305146,
Andrew Hale,SHIP,-1,NoMatch,
David Gallion,Gannon,-1,/swimmer/402974,
Justin Decheck,Gannon,-1,/swimmer/563504,
Matt Marvin,Bloomsburg,-1,,
Eli Zinn,SHIP,-1,,
Ryan Hartmann,IUP,-1,/swimmer/417281,
Brian Harrell,Bloomsburg,-1,/swimmer/818640,
Luke Scoboria,Bloomsburg,-1,/swimmer/414098,
Tucker Ball,Bloomsburg,-1,/swimmer/564412,
Blake Nesbitt,Bloomsburg,-1,/swimmer/612947,
Tylor Yakaitis,SHIP,-1,/swimmer/807994,
Alec Burger,SHIP,-1,/swimmer/609703,
Jimmy Connor,Clarion,-1,,
Corey Mock,Clarion,-1,/swimmer/510183,
Cameron Junk,Bloomsburg,-1,/swimmer/968582,
Nick Madey,Bloomsburg,-1,,
Micah Phillips,Clarion,-1,/swimmer/454743,
Vin Salvatore,SHIP,-1,,
Kevin Morgan,Edinboro,-1,/swimmer/451775,
Kyle Mowid,IUP,-1,/swimmer/463058,
Connor Empie,Bloomsburg,-1,/swimmer/615569,
Andrew Beyer,Gannon,-1,,
Richard Certuche,Edinboro,-1,/swimmer/371199,
Collin Pettit,West Chester,-1,/swimmer/460949,
David Bussard,SHIP,-1,/swimmer/522230,
Taylor Auger,IUP,-1,/swimmer/500465,
Bobby Shotts,Clarion,-1,/swimmer/647076,
Ty Rabenstein,Clarion,-1,,
Devon Lonergan,Clarion,-1,/swimmer/489150,
Sean Streyle,Clarion,-1,/swimmer/458540,
Alex Deemer,Gannon,-1,,
Paul Flowers,Clarion,-1,/swimmer/672074,
Michael Hannig,SHIP,-1,,
Logan Brockway,West Chester,-1,/swimmer/401480,
Gerardo Ruiz,Edinboro,-1,,
Jimmy Greek,Bloomsburg,-1,,
Luke Emmerling,IUP,-1,/swimmer/495042,
Caleb Dankle,Edinboro,-1,/swimmer/511846,
Zander Minano,Colorado Mesa,-1,/swimmer/357053,
Lane Austin,Colorado Mesa,-1,/swimmer/409094,
Felipe D'Orsi,Colorado Mesa,-1,,
George Durin,Colorado Mesa,-1,/swimmer/376461,
Bailey Usey,Colorado Mesa,-1,/swimmer/326417,
Harry Smith,Mines,-1,/swimmer/507421,
Treven Wertz,Colorado Mesa,-1,/swimmer/498620,
Jacob Nixon,Oklahoma Christi,-1,/swimmer/631876,
Elijah Tung,Oklahoma Christi,-1,/swimmer/1370416,
Cobi Wood,Mines,-1,/swimmer/458581,
Jake Simmons,Colorado Mesa,-1,/swimmer/446846,
Sam LaPrade,Mines,-1,,
Adam Hartwell,Colorado Mesa,-1,/swimmer/376837,
Nick Delany,Mines,-1,,
Andrew Harris,Oklahoma Christi,-1,/swimmer/574638,
Josh Lee,Mines,-1,NoMatch,
Reese McIlroy,Oklahoma Christi,-1,/swimmer/581300,
Kaiden Gonser,Oklahoma Baptist,-1,/swimmer/474597,
Jevonn Cobin,Oklahoma Baptist,-1,/swimmer/452371,
Charles Burroughs,Mines,-1,/swimmer/458576,
Filip Duric,Oklahoma Baptist,-1,,
Evan Heidenreich,Oklahoma Christi,-1,/swimmer/376250,
Zac Hawes,Oklahoma Christi,-1,,
Tucker Adams,Colorado Mesa,-1,/swimmer/357762,
Gilbert Benton,Adams St.,-1,/swimmer/648780,
Jackson Kaye,Oklahoma Christi,-1,/swimmer/454201,
Ethan Trotter,Adams St.,-1,/swimmer/948317,
Carl Jackson,Oklahoma Christi,-1,/swimmer/584249,
Noah Woollweever,Oklahoma Christi,-1,/swimmer/1165066,
Logan Ellis,Colorado Mesa,-1,/swimmer/469196,
Brandon Hundley,Oklahoma Christi,-1,/swimmer/390288,
Robert Clayton,Mines,-1,/swimmer/449777,
