,50 Y Free Time,50 S Free Time,50 L Free Time,100 Y Free Time,100 S Free Time,100 L Free Time,200 Y Free Time,200 S Free Time,200 L Free Time,500 Y Free Time,400 S Free Time,400 L Free Time,1000 Y Free Time,800 S Free Time,800 L Free Time,1650 Y Free Time,1500 S Free Time,1500 L Free Time,100 Y Back Time,100 S Back Time,100 L Back Time,200 Y Back Time,200 S Back Time,200 L Back Time,100 Y Breast Time,100 S Breast Time,100 L Breast Time,200 Y Breast Time,200 S Breast Time,200 L Breast Time,100 Y Fly Time,100 S Fly Time,100 L Fly Time,200 Y Fly Time,200 S Fly Time,200 L Fly Time,100 Y IM Time,100 S IM Time,200 Y IM Time,200 S IM Time,200 L IM Time,400 Y IM Time,400 S IM Time,400 L IM Time,50 Y Free Points,50 S Free Points,50 L Free Points,100 Y Free Points,100 S Free Points,100 L Free Points,200 Y Free Points,200 S Free Points,200 L Free Points,500 Y Free Points,400 S Free Points,400 L Free Points,1000 Y Free Points,800 S Free Points,800 L Free Points,1650 Y Free Points,1500 S Free Points,1500 L Free Points,100 Y Back Points,100 S Back Points,100 L Back Points,200 Y Back Points,200 S Back Points,200 L Back Points,100 Y Breast Points,100 S Breast Points,100 L Breast Points,200 Y Breast Points,200 S Breast Points,200 L Breast Points,100 Y Fly Points,100 S Fly Points,100 L Fly Points,200 Y Fly Points,200 S Fly Points,200 L Fly Points,100 Y IM Points,100 S IM Points,200 Y IM Points,200 S IM Points,200 L IM Points,400 Y IM Points,400 S IM Points,400 L IM Points
449726,24.35,,,53.12,,,2:03.03,,,6:21.07,,,,,,,,,1:02.98,,,2:17.26,,,1:07.23,,,2:25.37,,,,,1:05.97,,,,1:01.02,,2:08.10,,,4:44.92,,,32.43,,,32.14,,,62.33,,,100.00,,,,,,,,,74.03,,,77.21,,,42.17,,,41.57,,,,,30.91,,,,45.85,,33.06,,,49.40,,
2494978,,,35.07,,,1:13.80,2:20.56,,,6:06.84,,,,,,,,,1:17.85,,,2:42.21,,,1:17.26,,,3:06.35,,,1:10.49,,,2:54.07,,,1:17.96,,2:30.80,,,5:38.60,,,,,100.00,,,100.00,100.00,,,100.00,,,,,,,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,100.00,,,100.00,,
329586,25.80,,,55.61,,,1:59.14,,,5:20.31,,,11:01.12,,,,,,1:04.12,,,,,2:39.10,1:05.59,,,2:23.09,,,57.84,,,2:07.40,,,1:10.34,,2:09.02,,,4:35.14,,,54.00,,,48.43,,,43.39,,,50.27,,,62.64,,,,,,77.17,,,,,99.34,26.86,,,30.55,,,31.71,,,29.71,,,100.00,,31.48,,,32.31,,
1469790,,,27.68,,,1:00.56,,2:08.47,,,,4:36.72,,,9:44.44,,18:17.64,,,,,,,,,1:13.93,,,2:38.13,,,,1:12.23,,2:31.43,,,,,,2:32.86,,5:16.29,,,,28.15,,,30.29,,35.34,,,,34.19,,,42.87,,35.89,,,,,,,,,38.34,,,33.34,,,,71.51,,63.78,,,,,,47.24,,49.49,
1321417,25.35,,,57.86,,,2:14.32,,,,,,,,,,,,1:12.70,,,,,,1:07.55,,,2:27.01,,,1:07.50,,,,,,,,2:19.91,,,,,,49.29,,,70.47,,,100.00,,,,,,,,,,,,100.00,,,,,,44.20,,,46.38,,,100.00,,,,,,,,73.05,,,,,
829220,,,28.90,53.73,,,1:55.68,,,5:09.21,,,10:50.29,,,19:32.78,,,1:05.42,,,2:19.09,,,1:20.88,,,2:59.33,,,,,1:06.33,2:06.97,,,,,2:19.83,,,4:57.23,,,,,45.72,36.71,,,35.11,,,37.09,,,44.11,,,81.51,,,94.93,,,84.36,,,100.00,,,100.00,,,,,33.05,32.17,,,,,72.76,,,69.48,,
544386,25.83,,,56.30,,,2:10.73,,,5:49.71,,,,,,,,,1:04.33,,,,,,,,,,,,59.06,,,2:17.80,,,,,,,,,,,57.88,,,57.13,,,94.55,,,97.87,,,,,,,,,85.40,,,,,,,,,,,,44.84,,,68.68,,,,,,,,,,
753187,25.71,,,54.64,,,1:59.65,,,5:06.95,,,10:48.47,,,,,,1:04.29,,,2:27.21,,,,,1:27.23,2:50.10,,,58.09,,,2:06.25,,,1:06.13,,2:14.53,,,5:00.29,,,55.70,,,43.73,,,49.39,,,34.13,,,42.92,,,,,,85.05,,,100.00,,,,,100.00,100.00,,,37.87,,,29.95,,,85.38,,53.96,,,74.74,,
553363,,,28.67,,,1:00.04,,,2:09.02,5:03.42,,,,,9:24.98,,,,1:08.11,,,2:23.48,,,,,1:20.79,,,2:53.89,,,1:07.06,2:13.86,,,1:01.41,,,,2:32.74,4:47.46,,,,,42.29,,,26.99,,,25.63,29.58,,,,,29.16,,,,100.00,,,100.00,,,,,60.13,,,58.36,,,37.45,54.71,,,48.65,,,,46.90,53.41,,
940533,26.09,,,56.05,,,2:08.01,,,6:29.75,,,,,,,,,1:01.29,,,2:19.06,,,1:24.70,,,2:58.75,,,1:08.23,,,3:05.16,,,1:17.89,,2:21.44,,,5:37.96,,,62.66,,,55.06,,,82.72,,,100.00,,,,,,,,,60.47,,,84.24,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,78.76,,,100.00,,
1285599,24.97,,,54.41,,,2:02.49,,,5:33.98,,,,,,,,,1:04.18,,,2:23.21,,,1:10.42,,,2:31.59,,,,,1:05.15,2:09.65,,,1:10.10,,2:11.34,,,4:53.95,,,42.72,,,41.93,,,60.21,,,72.48,,,,,,,,,84.11,,,100.00,,,63.24,,,60.40,,,,,26.12,40.65,,,100.00,,43.33,,,63.97,,
1322229,24.65,,,53.98,,,1:55.02,,,5:09.83,,,10:48.72,,,,,,1:05.59,,,,,,1:08.93,,,,,2:48.29,1:07.49,,,,,,1:05.72,,2:20.25,,,,,,37.34,,,38.62,,,32.82,,,37.91,,,43.08,,,,,,96.45,,,,,,53.16,,,,,43.64,100.00,,,,,,81.97,,74.31,,,,,
651083,,,28.49,55.99,,,2:03.51,,,5:30.99,,,,,,,,,59.81,,,2:14.41,,,1:23.18,,,,,,1:02.57,,,,,,,,2:27.26,,,,,,,,39.65,54.57,,,64.22,,,67.92,,,,,,,,,49.20,,,66.46,,,100.00,,,,,,72.04,,,,,,,,100.00,,,,,
983613,,,28.44,54.01,,,1:58.25,,,5:17.19,,,,,,18:49.50,,,,1:16.03,,,,2:45.10,1:07.31,,,2:28.46,,,,,1:08.72,2:14.53,,,,1:15.30,,,2:32.29,4:40.09,,,,,38.92,38.85,,,44.24,,,47.90,,,,,,62.25,,,,100.00,,,,100.00,42.68,,,50.73,,,,,47.84,57.03,,,,100.00,,,45.61,41.98,,
818706,25.27,,,55.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.89,,,47.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465813,,,29.38,55.70,,,2:03.55,,,5:35.57,,,,,,,,,1:03.67,,,2:16.17,,,1:10.80,,,2:36.43,,,59.42,,,2:13.13,,,1:04.32,,2:12.80,,,4:40.08,,,,,53.05,52.19,,,64.38,,,74.94,,,,,,,,,79.78,,,73.05,,,65.88,,,76.16,,,47.49,,,52.20,,,70.65,,48.13,,,41.97,,
793531,,,27.73,52.78,,,1:54.02,,,5:06.61,,,10:31.83,,,17:39.41,,,1:02.47,,,2:11.09,,,1:20.17,,,,,,,,1:07.98,2:19.79,,,1:22.32,,2:15.75,,,,,,,,28.84,29.64,,,29.42,,,33.68,,,32.27,,,34.06,,,69.86,,,54.50,,,100.00,,,,,,,,43.15,76.05,,,100.00,,58.16,,,,,
192486,,,28.92,,,1:02.18,2:03.03,,,,,,,,,,,,1:08.79,,,,,,1:04.78,,,2:18.35,,,55.25,,,2:05.36,,,2:15.35,,2:09.02,,,4:49.27,,,,,54.88,,,49.35,57.80,,,,,,,,,,,,100.00,,,,,,22.25,,,18.10,,,14.93,,,23.63,,,100.00,,31.48,,,53.59,,
627982,26.33,,,57.25,,,2:09.82,,,5:51.94,,,,,,,,,1:10.08,,,,,3:09.59,1:26.51,,,,,3:49.16,1:03.41,,,,,,1:17.45,,2:30.83,,,,,,67.16,,,65.17,,,90.54,,,100.00,,,,,,,,,100.00,,,,,100.00,100.00,,,,,100.00,79.02,,,,,,100.00,,100.00,,,,,
1137747,25.65,,,57.37,,,,2:29.55,,,,,,,,,,,1:08.91,,,2:30.50,,,1:14.79,,,2:45.24,,,1:14.77,,,,,,,,2:26.60,,,5:18.95,,,54.62,,,66.21,,,,100.00,,,,,,,,,,,100.00,,,100.00,,,95.36,,,100.00,,,100.00,,,,,,,,98.93,,,100.00,,
1376798,,,31.04,55.82,,,1:56.36,,,5:09.69,,,,,9:35.71,,,18:03.08,,,1:17.79,2:24.04,,,1:46.82,,,,,,1:02.35,,,,,2:27.75,,1:35.77,,,2:40.33,4:49.47,,,,,80.31,53.17,,,37.48,,,37.72,,,,,36.60,,,30.81,,,100.00,100.00,,,100.00,,,,,,70.24,,,,,40.95,,100.00,,,69.75,56.63,,
1156503,25.73,,,55.16,,,2:06.36,,,,,,,,,,,,1:06.36,,,,,,1:09.03,,,2:29.58,,,1:07.28,,,,,,,,2:20.85,,,5:14.90,,,56.06,,,47.84,,,75.78,,,,,,,,,,,,100.00,,,,,,53.82,,,54.14,,,100.00,,,,,,,,76.54,,,100.00,,
404902,,,30.41,,,1:04.78,2:00.23,,,,,4:58.25,,,,,,,1:05.62,,,,,2:47.86,1:15.00,,,2:41.45,,,,,1:12.11,2:14.56,,,1:13.58,,2:19.12,,,4:56.43,,,,,69.61,,,59.25,51.56,,,,,67.75,,,,,,,96.71,,,,,100.00,97.00,,,93.57,,,,,70.66,57.13,,,100.00,,70.16,,,68.12,,
1454129,27.90,,,1:02.52,,,2:12.94,,,5:58.67,,,,,,,,,1:15.69,,,2:39.66,,,1:17.81,,,2:50.12,,,1:21.31,,,,,,1:17.27,,2:40.26,,,,,,98.69,,,100.00,,,100.00,,,100.00,,,,,,,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,,,,100.00,,100.00,,,,,
1451361,,,30.42,,,1:06.66,,,2:18.09,,,4:48.04,,9:47.20,,,18:26.64,,,,1:21.24,,,,,,,,,,,,,,,,,,,,,,,,,,69.77,,,73.43,,,53.81,,,51.21,,58.04,,,39.24,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,
368382,26.02,,,56.13,,,1:59.71,,,5:22.76,,,11:16.82,,,18:45.89,,,1:02.27,,,2:15.65,,,1:10.51,,,2:31.86,,,1:02.84,,,2:28.01,,,1:05.42,,2:12.91,,,4:46.73,,,61.36,,,55.72,,,49.62,,,55.77,,,62.35,,,60.71,,,68.24,,,71.08,,,63.86,,,61.25,,,74.26,,,100.00,,,79.50,,48.50,,,52.25,,
1344825,,,29.75,55.78,,,2:06.04,,,5:33.69,,,12:04.09,,,,,23:02.28,1:00.92,,,2:12.90,,,1:12.09,,,2:45.38,,,1:06.42,,,2:55.92,,,1:09.06,,2:18.85,,,5:08.17,,,,,58.87,52.85,,,74.46,,,72.04,,,98.58,,,,,100.00,57.60,,,60.95,,,75.06,,,100.00,,,100.00,,,100.00,,,100.00,,69.17,,,88.78,,
701948,26.03,,,55.27,,,1:58.11,,,5:16.27,,,,,,,,,,,1:15.59,,,,,,,,,,1:08.72,,,,,,,,2:28.17,,,,,,61.55,,,48.72,,,43.74,,,46.62,,,,,,,,,,,97.01,,,,,,,,,,100.00,,,,,,,,100.00,,,,,
526513,25.61,,,,,1:03.63,1:55.33,,,5:04.78,,,10:26.08,,,17:42.06,,,1:02.35,,,2:15.94,,,1:06.35,,,2:22.49,,,,,1:11.80,2:12.67,,,1:05.63,,2:07.75,,,4:36.05,,,53.90,,,,,50.97,33.89,,,31.32,,,28.72,,,35.06,,,68.89,,,72.18,,,36.70,,,33.38,,,,,68.48,50.64,,,81.23,,31.98,,,35.97,,
933697,25.33,,,54.56,,,,,2:23.12,5:35.75,,,11:55.50,,,19:35.39,,,1:01.43,,,2:08.80,,,1:06.14,,,2:23.11,,,1:02.91,,,2:11.92,,,1:02.23,,2:09.55,,,4:32.09,,,48.94,,,43.10,,,,,71.12,75.22,,,91.63,,,82.72,,,61.57,,,46.60,,,35.42,,,35.12,,,74.84,,,48.12,,,54.64,,37.59,,,30.24,,
1174785,,27.78,,,1:02.11,,,2:11.42,,,,4:43.18,,,9:36.34,,18:05.63,,,,1:10.22,,,2:28.43,,1:25.46,,,,3:09.52,,,1:09.05,,,2:27.23,,,,,2:28.44,,5:09.45,,,43.79,,,54.35,,,44.81,,,,43.73,,,37.05,,31.51,,,,58.13,,,48.24,,100.00,,,,100.00,,,49.97,,,39.48,,,,,34.92,,40.06,
19185,22.26,,,48.52,,,,,,,,,,,,,,,,,,,,,,,1:03.28,2:05.73,,,57.40,,,,,,,,1:57.79,,,,,,36.07,,,32.16,,,,,,,,,,,,,,,,,,,,,,,10.59,18.83,,,72.34,,,,,,,,30.89,,,,,
454100,25.41,,,,,1:01.53,1:55.65,,,5:12.88,,,,,,,,,55.80,,,2:00.85,,,1:09.72,,,2:28.09,,,55.71,,,2:03.89,,,1:01.89,,2:06.01,,,4:24.34,,,50.35,,,,,36.60,35.00,,,41.99,,,,,,,,,21.34,,,21.27,,,58.45,,,49.61,,,21.72,,,22.86,,,52.14,,26.70,,,19.51,,
623500,25.35,,,55.21,,,2:02.15,,,,,,,,,,,,58.68,,,2:14.45,,,1:05.42,,,2:26.03,,,59.41,,,2:17.20,,,1:02.74,,2:11.47,,,4:46.75,,,49.29,,,48.24,,,58.89,,,,,,,,,,,,40.95,,,66.61,,,31.08,,,43.50,,,47.41,,,66.50,,,58.45,,43.76,,,52.28,,
454150,25.48,,,55.83,,,2:00.27,,,5:39.99,,,,,,,,,1:01.18,,,2:14.48,,,,,,,,,58.29,,,2:10.93,,,,,2:19.57,,,5:00.53,,,52.40,,,53.63,,,49.62,,,79.30,,,,,,,,,59.34,,,65.20,,,,,,,,,39.52,,,45.58,,,,,70.80,,,72.67,,
1131202,25.68,,,55.58,,,,,2:24.90,,,,,,,,,,1:09.32,,,2:38.50,,,1:07.93,,,2:27.53,,,1:00.39,,,,,,,,2:18.43,,,5:20.14,,,55.16,,,51.22,,,,,77.55,,,,,,,,,,100.00,,,100.00,,,46.63,,,47.93,,,54.78,,,,,,,,67.65,,,100.00,,
527873,26.05,,,55.83,,,1:59.32,,,5:38.49,,,,,,,,,1:03.50,,,2:18.07,,,1:10.07,,,2:36.83,,,1:06.59,,,,,,1:17.40,,2:18.21,,,,,6:02.90,61.92,,,53.26,,,48.17,,,79.52,,,,,,,,,78.35,,,80.35,,,60.83,,,77.51,,,100.00,,,,,,100.00,,66.86,,,,,100.00
1160797,,,27.16,,,58.56,,2:03.44,,,,4:31.36,,9:25.00,,,18:05.41,,,,1:08.50,,2:21.54,,,,1:31.12,,,,,,1:06.48,,,2:45.33,,,,,2:28.49,,5:30.03,,,,21.12,,,17.90,,20.17,,,,26.59,,40.90,,,31.44,,,,46.87,,42.31,,,,100.00,,,,,,33.94,,,97.09,,,,,35.05,,69.69,
670972,23.41,,,52.76,,,1:57.86,,,5:55.20,,,,,,,,,55.99,,,2:04.00,,,1:06.39,,,2:25.03,,,54.58,,,2:02.77,,,1:03.73,,2:08.59,,,4:25.93,,,17.78,,,29.49,,,42.83,,,100.00,,,,,,,,,22.58,,,30.92,,,36.95,,,40.59,,,14.53,,,19.58,,,66.02,,34.58,,,21.66,,
2809413,23.67,,,51.29,,,1:52.82,,,5:00.82,,,,,9:36.69,18:22.28,,,56.49,,,2:01.18,,,1:02.04,,,2:16.59,,,,,1:02.40,2:01.86,,,1:07.86,,2:01.67,,,4:23.29,,,21.72,,,19.05,,,25.40,,,26.31,,,,,37.30,50.87,,,25.86,,,22.25,,,11.94,,,17.61,,,,,10.94,16.96,,,100.00,,14.15,,,18.11,,
635415,25.78,,,55.00,,,1:52.93,,,,,4:24.57,,,9:00.90,,,17:18.69,,,1:14.13,2:14.03,,,1:11.83,,,,,2:50.54,59.43,,,,,2:27.25,1:06.10,,2:11.97,,,,,5:06.74,56.97,,,46.57,,,25.77,,,,,17.40,,,13.46,,,15.50,,,85.87,65.06,,,73.18,,,,,49.44,47.56,,,,,39.53,85.13,,45.39,,,,,25.06
1218604,23.93,,,52.40,,,2:09.07,,,,,,,,,,,,,,,,,,,,,,,,59.68,,,,,,,,,,,,,,25.74,,,26.88,,,87.27,,,,,,,,,,,,,,,,,,,,,,,,49.42,,,,,,,,,,,,,
503874,23.81,,,53.17,,,2:04.36,,,5:52.09,,,14:02.39,,,23:08.84,,,57.63,,,,,2:32.94,1:15.67,,,2:48.22,,,1:00.48,,,,,,1:05.46,,2:14.30,,,4:51.90,,,23.87,,,32.51,,,67.62,,,100.00,,,100.00,,,100.00,,,33.57,,,,,62.08,100.00,,,100.00,,,55.47,,,,,,79.83,,53.18,,,60.58,,
547558,,,27.07,51.02,,,1:50.34,,,5:08.88,,,,,,,,,56.44,,,2:06.35,,,1:09.60,,,2:41.91,,,,,1:04.64,2:20.08,,,,,2:09.72,,,4:48.67,,,,,19.93,17.20,,,17.38,,,36.65,,,,,,,,,25.53,,,38.45,,,57.64,,,95.22,,,,,23.21,77.14,,,,,38.13,,,55.34,,
684645,,,26.81,,,58.34,,,2:09.81,,,4:52.35,,,,,,,,,1:03.90,,,2:20.39,1:11.21,,,,,3:07.03,,,1:03.38,,,2:46.45,,,2:06.03,,,4:50.44,,,,,16.54,,,16.59,,,27.93,,,58.05,,,,,,,,,19.41,,,25.59,68.76,,,,,96.80,,,16.20,,,100.00,,,26.76,,,58.20,,
684620,24.52,,,52.65,,,1:54.73,,,5:32.66,,,,,,,,,56.25,,,2:00.69,,,1:18.71,,,,,,1:01.02,,,2:31.33,,,1:04.70,,,,2:31.20,5:04.83,,,35.20,,,28.69,,,31.83,,,70.46,,,,,,,,,24.28,,,20.79,,,100.00,,,,,,59.64,,,100.00,,,73.67,,,,42.53,82.74,,
1494177,,,26.74,,,57.66,,,2:12.34,,,,,,,,,,,,1:03.25,,,2:19.65,,1:12.89,,,2:40.70,,,,1:03.52,,,2:31.85,,1:02.21,,,2:18.42,,,4:58.13,,,15.63,,,12.59,,,35.50,,,,,,,,,,,,15.83,,,23.63,,32.63,,,39.90,,,,16.97,,,52.93,,22.88,,,9.59,,,14.90
526359,24.15,,,,,59.69,1:54.28,,,5:11.52,,,,,,,,,59.95,,,2:21.27,,,1:34.45,,,2:42.36,,,,,1:01.88,2:00.37,,,1:08.29,,2:07.56,,,,,5:18.26,29.21,,,,,24.80,30.30,,,40.16,,,,,,,,,50.24,,,93.11,,,100.00,,,96.85,,,,,8.21,12.76,,,100.00,,31.40,,,,,39.57
542180,,,27.21,50.99,,,1:51.78,,,5:11.83,,,,,,,,,57.31,,,2:02.55,,,1:15.75,,,,,,,,1:04.38,2:06.18,,,,,,,2:33.38,4:42.08,,,,,21.78,16.99,,,21.99,,,40.58,,,,,,,,,31.38,,,26.41,,,100.00,,,,,,,,21.74,29.74,,,,,,,48.74,45.01,,
1332118,23.61,,,52.07,,,1:57.71,,,5:29.11,,,,,,,,,1:04.72,,,,,3:00.29,1:04.91,,,2:24.43,,,58.26,,,,,,1:13.27,,2:12.88,,,5:07.46,,,20.80,,,24.52,,,42.29,,,65.09,,,,,,,,,88.77,,,,,100.00,28.06,,,38.86,,,39.07,,,,,,100.00,,48.40,,,87.48,,
1189454,24.32,,,52.07,,,1:55.00,,,5:29.98,,,,,,,,,1:00.96,,,2:13.74,,,1:11.22,,,2:40.27,,,57.36,,,,,3:01.33,1:03.48,,2:08.56,,,4:40.67,,,31.94,,,24.52,,,32.75,,,66.39,,,,,,,,,57.91,,,64.00,,,68.83,,,89.38,,,32.77,,,,,100.00,64.09,,34.49,,,42.86,,
494331,23.82,,,53.39,,,2:00.64,,,5:50.77,,,,,,,,,1:01.73,,,2:17.85,,,1:15.17,,,,,3:23.41,1:09.87,,,,,3:37.43,1:06.80,,2:22.76,,,,,,24.03,,,34.15,,,53.11,,,99.67,,,,,,,,,63.93,,,79.50,,,98.33,,,,,100.00,100.00,,,,,100.00,91.04,,83.78,,,,,
547239,24.60,,,52.53,,,1:56.06,,,5:19.33,,,,,,,,,59.97,,,,,2:33.70,1:07.45,,,2:33.68,,,,,1:05.88,2:33.46,,,1:02.58,,2:03.63,,,,,5:10.36,36.51,,,27.82,,,36.43,,,50.89,,,,,,,,,50.39,,,,,64.49,43.57,,,67.08,,,,,30.38,100.00,,,57.25,,19.71,,,,,29.50
486279,,,28.11,51.96,,,1:50.23,,,4:57.71,,,10:43.99,,,,,18:45.62,56.11,,,2:03.93,,,1:24.83,,,,,,54.66,,,2:01.60,,,1:05.74,,,,2:39.74,,,5:41.94,,,34.17,23.74,,,17.03,,,22.46,,,39.99,,,,,46.72,23.36,,,30.70,,,100.00,,,,,,15.03,,,16.22,,,82.13,,,,67.89,,,72.86
505475,24.43,,,55.05,,,1:59.69,,,6:07.68,,,,,,,,,59.38,,,2:13.57,,,1:09.02,,,2:38.68,,,57.82,,,,,,,,2:13.83,,,,,,33.72,,,46.96,,,49.54,,,100.00,,,,,,,,,46.02,,,63.38,,,53.75,,,83.83,,,35.97,,,,,,,,51.58,,,,,
458473,24.59,,,52.84,,,1:55.99,,,,,,,,,,,,56.70,,,2:03.49,,,1:12.46,,,,,,56.17,,,2:07.83,,,,,2:07.60,,,4:29.91,,,36.35,,,30.08,,,36.19,,,,,,,,,,,,27.26,,,29.32,,,77.75,,,,,,24.74,,,34.86,,,,,31.52,,,27.16,,
1153503,24.05,,,53.39,,,2:01.27,,,,,,,,,,,,1:05.49,,,,,2:59.31,1:02.14,,,2:24.13,,,1:02.65,,,2:32.32,,,1:04.69,,2:14.01,,,,,,27.63,,,34.15,,,55.50,,,,,,,,,,,,95.55,,,,,100.00,12.48,,,38.01,,,72.70,,,100.00,,,73.59,,52.19,,,,,
778154,24.58,,,54.83,,,1:57.77,,,5:39.93,,,,,,21:42.82,,,1:08.91,,,2:27.15,,,1:06.45,,,2:28.48,,,,,1:06.95,,,2:51.95,1:05.67,,2:10.66,,,5:23.46,,,36.18,,,45.22,,,42.51,,,81.81,,,,,,100.00,,,100.00,,,100.00,,,37.32,,,50.79,,,,,36.78,,,100.00,81.56,,41.13,,,100.00,,
611373,24.79,,,54.52,,,1:56.69,,,5:25.43,,,,,10:38.13,19:22.81,,,57.01,,,2:05.77,,,1:16.83,,,2:44.01,,,59.33,,,,,2:50.03,1:08.03,,2:11.67,,,4:58.47,,,39.68,,,42.79,,,38.65,,,59.65,,,,,85.67,76.95,,,29.34,,,36.56,,,100.00,,,100.00,,,46.82,,,,,100.00,100.00,,44.41,,,71.60,,
1170487,,,28.10,53.26,,,1:56.49,,,6:04.62,,,,,,,,21:46.97,1:04.58,,,2:21.91,,,1:16.62,,,,,3:21.11,,,1:04.87,,,2:22.32,,,2:17.77,,,,,5:38.10,,,34.03,33.18,,,37.94,,,100.00,,,,,,,,100.00,87.56,,,95.74,,,100.00,,,,,100.00,,,24.52,,,26.08,,,65.28,,,,,67.13
801918,,,27.65,,,59.83,,,2:08.26,,,4:40.84,11:35.29,,,18:47.07,,,1:12.26,,,,,,1:08.79,,,2:33.27,,,1:02.96,,,2:25.12,,,,,2:19.09,,,5:10.23,,,,,27.74,,,25.67,,,23.44,,,40.22,75.93,,,61.22,,,100.00,,,,,,52.23,,,65.76,,,75.26,,,96.85,,,,,70.05,,,92.57,,
1337104,24.87,,,,,1:03.64,1:58.87,,,5:19.51,,,,,,19:02.45,,,1:03.04,,,2:20.12,,,,,1:36.32,,,,,,1:14.31,,,,1:08.24,,,,2:44.13,,,5:46.44,41.03,,,,,51.04,46.51,,,51.14,,,,,,67.86,,,74.53,,,88.46,,,,,100.00,,,,,,86.67,,,,100.00,,,,82.03,,,79.73
412783,,,28.44,,,1:00.78,1:52.82,,,5:02.75,,,10:49.49,,,17:52.48,,,1:06.75,,,2:18.16,,,,,1:23.40,2:35.01,,,,,1:16.45,2:46.95,,,,,,,2:33.48,,,5:38.24,,,38.92,,,31.70,25.40,,,28.73,,,43.59,,,39.04,,,100.00,,,80.70,,,,,76.06,71.43,,,,,100.00,100.00,,,,,,,49.03,,,67.34
1163386,,,28.02,,,1:00.05,,,2:06.86,,,4:23.67,,,9:07.90,,,17:32.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.90,,,27.05,,,19.47,,,16.22,,,17.89,,,20.12,,,,,,,,,,,,,,,,,,,,,,,,,,
485989,25.52,,,,,1:03.99,2:04.88,,,7:28.80,,,,,,,,,56.41,,,,,2:21.37,1:14.98,,,2:38.15,,,,,1:06.32,2:12.51,,,1:02.94,,2:11.83,,,4:39.54,,,52.29,,,,,53.53,69.71,,,100.00,,,,,,,,,25.33,,,,,28.22,96.84,,,82.00,,,,,32.99,50.10,,,59.96,,44.93,,,41.15,,
445178,,,29.22,,,1:02.81,,,2:10.88,,,4:31.41,10:25.18,,,,,18:02.22,,,1:20.26,2:24.43,,,1:14.82,,,,,3:03.84,1:07.98,,,,,,,1:31.98,2:16.70,,,4:48.79,,,,,50.58,,,45.24,,,31.10,,,26.66,28.17,,,,,30.50,,,100.00,100.00,,,95.59,,,,,86.95,100.00,,,,,,,100.00,61.48,,,55.53,,
581608,,,27.73,,,58.80,1:50.74,,,5:00.83,,,10:34.12,,,18:31.00,,,1:01.68,,,2:10.03,,,1:10.53,,,2:31.28,,,,,1:05.92,2:07.12,,,1:02.01,,2:05.86,,,4:27.06,,,,,28.84,,,19.34,18.65,,,26.32,,,33.70,,,54.46,,,63.54,,,50.81,,,64.00,,,59.42,,,,,30.61,32.64,,,53.02,,26.25,,,23.21,,
650198,,,27.42,,,59.37,,,2:05.58,,4:22.53,,,,9:11.93,,,18:00.78,,,1:11.31,,2:26.30,,,,,,2:44.05,,,,1:03.29,,,2:19.18,,,,,2:20.95,,4:54.44,,,,25.77,,,29.14,,,16.68,,21.66,,,,23.11,,,30.19,,,73.06,,57.02,,,,,,47.48,,,,20.93,,,23.32,,,,,18.09,,20.64,
748508,24.45,,,52.98,,,1:57.17,,,5:14.19,,,,,10:12.70,,,,,,1:08.98,2:13.41,,,1:04.89,,,2:21.80,,,1:00.91,,,2:17.98,,,1:00.06,,2:06.81,,,4:26.57,,,34.05,,,31.11,,,40.36,,,43.77,,,,,64.46,,,,,,49.96,62.80,,,27.94,,,31.47,,,58.78,,,69.34,,,39.12,,29.11,,,22.54,,
480334,,,29.23,,,1:00.28,,,2:08.47,,,4:28.32,,,9:13.96,17:07.03,,,,,1:20.21,,,,1:16.34,,,2:47.57,,,,,1:08.51,,,2:24.95,,,,,2:31.19,,,5:22.75,,,50.73,,,28.51,,,24.04,,,22.42,,,21.81,22.23,,,,,100.00,,,,100.00,,,100.00,,,,,46.50,,,33.14,,,,,42.50,,,45.52
1268652,26.49,,,56.27,,,1:59.64,,,5:35.07,,,,,,,,,,,,,,,1:09.26,,,2:34.76,,,,,,,,,,,2:21.17,,,,,,70.21,,,56.88,,,49.36,,,74.17,,,,,,,,,,,,,,,55.35,,,70.61,,,,,,,,,,,77.74,,,,,
1356163,,,,,,,,,2:12.19,,,,,,9:35.66,,,,,,,,,2:29.76,,,1:15.71,,,2:41.76,,,1:03.52,,,2:18.85,,,,,2:22.77,,,4:58.55,,,,,,,,,35.04,,,,,,36.57,,,,,,,,,52.24,,,31.96,,,27.67,,,16.97,,,17.15,,,,,20.15,,,15.39
