,50 Y Free Time,50 S Free Time,50 L Free Time,100 Y Free Time,100 S Free Time,100 L Free Time,200 Y Free Time,200 S Free Time,200 L Free Time,500 Y Free Time,400 S Free Time,400 L Free Time,1000 Y Free Time,800 S Free Time,800 L Free Time,1650 Y Free Time,1500 S Free Time,1500 L Free Time,100 Y Back Time,100 S Back Time,100 L Back Time,200 Y Back Time,200 S Back Time,200 L Back Time,100 Y Breast Time,100 S Breast Time,100 L Breast Time,200 Y Breast Time,200 S Breast Time,200 L Breast Time,100 Y Fly Time,100 S Fly Time,100 L Fly Time,200 Y Fly Time,200 S Fly Time,200 L Fly Time,100 Y IM Time,100 S IM Time,200 Y IM Time,200 S IM Time,200 L IM Time,400 Y IM Time,400 S IM Time,400 L IM Time,50 Y Free Points,50 S Free Points,50 L Free Points,100 Y Free Points,100 S Free Points,100 L Free Points,200 Y Free Points,200 S Free Points,200 L Free Points,500 Y Free Points,400 S Free Points,400 L Free Points,1000 Y Free Points,800 S Free Points,800 L Free Points,1650 Y Free Points,1500 S Free Points,1500 L Free Points,100 Y Back Points,100 S Back Points,100 L Back Points,200 Y Back Points,200 S Back Points,200 L Back Points,100 Y Breast Points,100 S Breast Points,100 L Breast Points,200 Y Breast Points,200 S Breast Points,200 L Breast Points,100 Y Fly Points,100 S Fly Points,100 L Fly Points,200 Y Fly Points,200 S Fly Points,200 L Fly Points,100 Y IM Points,100 S IM Points,200 Y IM Points,200 S IM Points,200 L IM Points,400 Y IM Points,400 S IM Points,400 L IM Points
265297,26.47,,,55.48,,,1:57.94,,,5:15.18,,,,,,,,,1:05.19,,,,,,1:14.15,,,,,,1:01.69,,,2:18.54,,,,,2:21.24,,,,,,69.83,,,48.85,,,40.95,,,42.97,,,,,,,,,91.58,,,,,,86.57,,,,,,63.06,,,68.74,,,,,73.98,,,,,
475285,25.56,,,55.87,,,1:59.41,,,5:25.31,,,11:21.37,,,18:57.25,,,,,1:17.23,2:24.06,,,1:14.65,,,2:36.05,,,1:03.97,,,2:27.20,,,1:13.41,,2:18.38,,,4:56.49,,,53.01,,,53.58,,,48.50,,,57.10,,,63.18,,,63.14,,,,,100.00,100.00,,,92.54,,,73.41,,,82.84,,,100.00,,,100.00,,63.68,,,68.23,,
271059,25.16,,,54.52,,,2:01.25,,,5:47.26,,,,,,,,,,,1:18.91,2:30.07,,,,,,,,,1:01.31,,,2:30.09,,,1:09.79,,2:27.45,,,,,,45.98,,,41.31,,,53.06,,,90.88,,,,,,,,,,,100.00,100.00,,,,,,,,,60.08,,,100.00,,,100.00,,97.81,,,,,
488192,27.54,,,,,,2:09.07,,,5:49.66,,,,,,,,,,,,2:31.55,,,,,,3:09.67,,,1:06.06,,,2:33.11,,,,,2:34.01,,,5:19.14,,,91.14,,,,,,84.43,,,94.85,,,,,,,,,,,,100.00,,,,,,100.00,,,99.99,,,100.00,,,,,100.00,,,100.00,,
501557,29.69,,,54.84,,,,,,,,,,,,,,,59.90,,,,,,,,,,,,59.49,,,,,,,,2:17.67,,,,,,100.00,,,43.79,,,,,,,,,,,,,,,48.85,,,,,,,,,,,,46.33,,,,,,,,61.19,,,,,
627574,25.95,,,57.52,,,2:01.40,,,5:24.01,,,11:21.92,,,19:23.89,,,,,1:15.35,,,2:43.55,1:09.36,,,2:34.07,,,1:18.91,,,,,,,,2:19.28,,,,,,60.07,,,67.50,,,56.00,,,55.24,,,63.57,,,74.80,,,,,100.00,,,100.00,54.63,,,66.93,,,100.00,,,,,,,,66.87,,,,,
563660,26.15,,,56.38,,,2:03.20,,,5:35.49,,,,,,,,,1:11.95,,,,,,1:29.86,,,,,,1:19.69,,,,,,1:17.06,,,,,,,,63.78,,,57.80,,,63.00,,,72.22,,,,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,,
398082,25.00,,,53.96,,,,,2:23.16,5:22.73,,,,,,,,,1:10.55,,,,,,1:08.35,,,,,2:55.10,1:04.67,,,2:53.33,,,1:12.35,,2:13.72,,,,,5:36.70,43.23,,,37.03,,,,,69.78,53.42,,,,,,,,,100.00,,,,,,46.34,,,,,63.59,87.70,,,100.00,,,100.00,,47.79,,,,,67.16
717693,26.21,,,57.50,,,2:00.28,,,5:49.28,,,,,,,,,1:02.87,,,2:29.71,,,,,,,,,1:03.16,,,,,,1:09.72,,,,,,,,64.90,,,67.33,,,51.75,,,94.22,,,,,,,,,72.34,,,100.00,,,,,,,,,76.02,,,,,,90.20,,,,,,,
1169808,27.93,,,1:24.05,,,,,,,,,,,,,,,1:39.77,,,,,,1:15.17,,,2:52.10,,,,,,,,,1:28.35,,,,,,,,99.33,,,100.00,,,,,,,,,,,,,,,100.00,,,,,,96.57,,,100.00,,,,,,,,,100.00,,,,,,,
1230632,26.76,,,57.45,,,2:11.66,,,,,,,,,,,,,,1:33.45,,,,1:07.30,,,2:32.91,,,,,1:32.82,,,,,,2:18.73,,,,,,75.44,,,65.17,,,95.69,,,,,,,,,,,,,,100.00,,,,39.75,,,61.72,,,,,100.00,,,,,,64.92,,,,,
843403,28.33,,,58.29,,,,,,,,,,,,,,,1:03.58,,,,,,,,,,,,1:04.24,,,,,,,,2:32.49,,,,,,100.00,,,74.28,,,,,,,,,,,,,,,78.21,,,,,,,,,,,,85.15,,,,,,,,100.00,,,,,
629662,26.94,,,57.49,,,,,,,,,,,,,,,,,,,,,1:14.63,,,,,,1:13.12,,,,,,,,,,,,,,78.98,,,67.24,,,,,,,,,,,,,,,,,,,,,92.38,,,,,,100.00,,,,,,,,,,,,,
452812,,,29.97,55.39,,,,,2:12.86,5:06.95,,,10:34.01,,,18:08.70,,,59.46,,,2:05.66,,,1:15.65,,,2:37.44,,,1:03.01,,,2:19.77,,,1:52.03,,2:11.12,,,4:38.89,,,,,63.92,49.68,,,,,37.98,32.14,,,31.66,,,43.25,,,45.95,,,36.21,,,100.00,,,78.06,,,74.77,,,75.98,,,100.00,,39.39,,,40.18,,
620175,27.51,,,1:03.01,,,2:16.19,,,6:20.25,,,,,,,,,,,,,,,1:16.04,,,2:50.28,,,,,,,,,,,2:36.95,,,,,,90.52,,,100.00,,,100.00,,,100.00,,,,,,,,,,,,,,,100.00,,,100.00,,,,,,,,,,,100.00,,,,,
509953,,,27.76,,,1:00.21,1:56.70,,,,,5:28.23,,,,,,,56.40,,,2:07.08,,,1:06.51,,,2:30.57,,,,,1:04.64,2:09.85,,,,,2:08.22,,,,,5:31.63,,,30.32,,,27.58,36.58,,,,,100.00,,,,,,,24.42,,,39.52,,,34.92,,,54.46,,,,,27.93,39.11,,,,,30.41,,,,,59.77
466266,25.49,,,56.52,,,2:03.17,,,5:41.97,,,11:38.62,,,,,21:43.24,1:05.84,,,2:20.63,,,1:13.87,,,2:42.23,,,1:00.15,,,2:16.77,,,,,2:20.98,,,5:13.13,,,51.76,,,57.32,,,60.40,,,82.34,,,70.74,,,,,100.00,97.34,,,88.72,,,84.48,,,92.94,,,51.22,,,62.39,,,,,73.02,,,96.72,,
758909,27.71,,,59.84,,,2:13.79,,,6:24.28,,,,,,,,,1:06.31,,,,,,1:13.24,,,2:46.08,,,,,,,,,,,2:27.07,,,,,,94.68,,,88.48,,,100.00,,,100.00,,,,,,,,,100.00,,,,,,81.89,,,100.00,,,,,,,,,,,96.29,,,,,
1188212,27.98,,,57.90,,,2:09.93,,,,,,,,,,,,1:13.39,,,,,,,,,,,,1:01.21,,,,,,,,2:17.85,,,,,,100.00,,,70.83,,,91.02,,,,,,,,,,,,100.00,,,,,,,,,,,,60.30,,,,,,,,61.82,,,,,
823786,,29.87,,,,,,,,,,,,,,,,,,,,,,,1:12.59,,,,,,,,,,,,,,,2:45.99,,,,,,78.50,,,,,,,,,,,,,,,,,,,,,,,77.11,,,,,,,,,,,,,,,100.00,,,,
505181,,,,,1:17.71,,,,,,,,,,,,,,,,,,,,1:11.27,,,2:35.25,,,,1:27.46,,,,,,,,,2:55.05,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,62.47,,,66.46,,,,100.00,,,,,,,,,100.00,,,
378118,27.78,,,1:00.02,,,2:05.12,,,5:27.82,,,11:08.25,,,18:20.89,,,1:12.33,,,2:32.70,,,1:12.04,,,2:33.46,,,,,1:09.07,2:18.10,,,,,2:16.88,,,,,5:30.52,96.15,,,88.20,,,68.10,,,60.75,,,49.55,,,46.50,,,100.00,,,100.00,,,71.18,,,63.46,,,,,55.86,67.14,,,,,58.45,,,,,58.18
342424,25.13,,,54.11,,,1:57.28,,,5:05.58,,,,,,,,,1:00.58,,,2:12.41,,,1:05.57,,,2:22.13,,,,,,,,,1:05.18,,2:04.23,,,4:31.71,,,42.39,,,36.82,,,36.83,,,30.61,,,,,,,,,49.58,,,54.88,,,26.74,,,27.96,,,,,,,,,73.10,,17.48,,,27.46,,
339732,24.82,,,54.84,,,2:18.72,,,,,,,,,,,,,,,,,,1:06.71,,,2:27.79,,,1:07.98,,,,,,1:08.97,,2:09.83,,,4:46.99,,,37.22,,,42.39,,,100.00,,,,,,,,,,,,,,,,,,33.41,,,43.74,,,100.00,,,,,,100.00,,33.96,,,50.02,,
431962,25.65,,,55.52,,,2:01.60,,,5:17.04,,,11:07.19,,,,,,,,1:27.31,,,2:50.42,1:12.42,,,2:33.51,,,1:05.17,,,,,2:52.34,1:05.85,,2:14.34,,,4:08.17,,,54.62,,,50.73,,,56.77,,,45.50,,,53.26,,,,,,,,100.00,,,100.00,75.88,,,65.13,,,93.27,,,,,100.00,60.41,,49.84,,,1.00,,
152655,24.45,,,52.73,,,1:53.47,,,5:07.12,,,,,,,,,1:05.31,,,2:21.48,,,,,1:21.91,2:35.41,,,1:03.02,,,,,,,,2:14.32,,,,,,31.22,,,26.69,,,24.01,,,32.58,,,,,,,,,87.17,,,88.72,,,,,77.41,66.97,,,70.07,,,,,,,,48.23,,,,,
591320,,,,1:07.84,,,2:17.94,,,,,,,,,,,,,,,,,,1:13.21,,,2:51.79,,,1:09.84,,,,,,,,2:29.45,,,,,,,,,100.00,,,100.00,,,,,,,,,,,,,,,,,,81.66,,,100.00,,,100.00,,,,,,,,100.00,,,,,
466107,25.81,,,56.00,,,2:01.05,,,5:19.84,,,11:43.15,,,19:25.02,,,59.77,,,2:07.97,,,1:16.15,,,,,3:19.52,1:00.65,,,2:24.00,,,,,2:14.92,,,4:45.93,,,57.51,,,54.65,,,54.66,,,49.36,,,79.23,,,75.31,,,48.22,,,43.80,,,100.00,,,,,100.00,55.97,,,92.35,,,,,51.78,,,50.99,,
793801,,,,,,,2:09.56,,,5:45.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.40,,,87.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412264,,,27.39,,,59.77,1:57.67,,,5:15.71,,,10:52.14,,,18:17.93,,,,,1:07.60,2:19.02,,,,,,,,,,,1:04.90,2:17.58,,,,,,,2:31.76,4:47.54,,,,,25.22,,,24.83,39.99,,,43.69,,,39.07,,,45.33,,,,,47.21,82.35,,,,,,,,,,,29.47,65.27,,,,,,,46.92,52.55,,
417320,26.63,,,55.30,,,1:57.94,,,5:19.04,,,,,9:54.46,18:22.99,,,58.95,,,2:05.01,,,,,,,,,,,,,,,,,2:22.09,,,,,,72.91,,,48.96,,,43.12,,,48.25,,,,,53.57,48.92,,,42.25,,,34.12,,,,,,,,,,,,,,,,,77.12,,,,,
690536,25.53,,,54.14,,,1:56.79,,,,,4:54.14,11:23.91,,,,,,1:11.30,,,2:26.91,,,1:07.52,,,2:31.60,,,1:11.87,,,2:39.09,,,,,2:21.79,,,5:02.37,,,52.47,,,39.84,,,39.00,,,,,60.90,65.00,,,,,,100.00,,,100.00,,,42.73,,,59.08,,,100.00,,,100.00,,,,,76.00,,,78.37,,
817546,,,,,,,,,,5:55.27,,,,,,,,,,,,,,,,,,,,,1:05.12,,,2:19.12,,,,,2:18.42,,,4:53.03,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,91.62,,,70.85,,,,,63.82,,,61.40,,
432495,27.35,,,58.14,,,2:03.50,,,5:20.55,,,,,10:49.89,18:45.64,,,1:08.20,,,2:23.24,,,1:07.17,,,2:28.82,,,1:00.86,,,2:15.93,,,1:07.51,,2:12.67,,,4:44.59,,,87.23,,,72.95,,,64.18,,,50.35,,,,,100.00,58.23,,,100.00,,,100.00,,,40.54,,,50.54,,,57.59,,,61.95,,,72.78,,44.36,,,48.89,,
623504,26.27,,,1:01.93,,,2:21.68,,,,,,,,,,,,1:01.18,,,2:13.76,,,,,,,,,1:18.56,,,,,,,,2:20.63,,,,,,66.03,,,100.00,,,100.00,,,,,,,,,,,,58.53,,,62.53,,,,,,,,,100.00,,,,,,,,71.74,,,,,
1127038,,,31.27,59.29,,,2:08.57,,,5:44.16,,,,,,,,,,,1:18.43,2:23.22,,,,,1:21.59,2:31.78,,,1:08.49,,,2:29.55,,,1:10.56,,2:20.92,,,5:00.59,,,,,86.05,83.35,,,85.12,,,85.84,,,,,,,,,,,100.00,100.00,,,,,68.36,59.64,,,100.00,,,100.00,,,97.12,,72.80,,,75.26,,
335632,24.81,,,53.64,,,2:07.23,,,,,,,,,,,,59.29,,,,,,1:10.48,,,2:34.36,,,1:03.07,,,,,,,,2:12.35,,,,,,37.06,,,33.31,,,74.41,,,,,,,,,,,,40.29,,,,,,57.16,,,63.63,,,70.47,,,,,,,,41.85,,,,,
450116,,,27.46,,,59.64,,,2:11.60,,,,,,,,,,,,1:06.87,,,2:24.31,,,,,,,1:04.30,,,,,,,,,,,,,,,,26.32,,,30.90,,,34.12,,,,,,,,,,,,42.88,,,42.51,,,,,,,85.67,,,,,,,,,,,,,
1306930,,SCR,,,59.51,,,2:09.76,,,,,,,,,,,,,,,,,,1:21.80,,,,,,,,,,,,1:07.61,,2:27.73,,,,,,30.00,,,37.17,,,39.64,,,,,,,,,,,,,,,,,,85.04,,,,,,,,,,,,45.74,,48.60,,,,
474370,25.44,,,53.90,,,,,2:17.62,5:40.31,,,,,,,,,,,,,,,1:11.06,,,2:40.30,,,1:11.14,,,,,,,,2:24.88,,,,,,50.88,,,38.00,,,,,53.24,79.71,,,,,,,,,,,,,,,66.21,,,87.88,,,100.00,,,,,,,,87.70,,,,,
1340531,21.46,,,46.13,,,1:42.04,,,4:36.21,,,9:43.46,,,16:11.69,,,50.72,,,1:50.41,,,57.78,,,2:04.19,,,51.25,,,,,2:06.52,52.06,,1:49.32,,,3:55.15,,,27.49,,,19.24,,,20.60,,,17.50,,,19.88,,,19.43,,,22.34,,,18.11,,,24.21,,,18.75,,,28.62,,,,,20.42,34.51,,8.53,,,5.51,,
372388,24.92,,,53.94,,,2:02.35,,,5:36.80,,,,,,,,,1:02.27,,,2:16.84,,,1:15.10,,,,,,59.15,,,,,,,,2:12.94,,,4:55.82,,,41.87,,,36.88,,,57.24,,,74.24,,,,,,,,,67.10,,,73.95,,,93.80,,,,,,43.85,,,,,,,,45.24,,,66.02,,
450029,24.87,,,55.23,,,,,2:19.13,5:55.25,,,,,,,,,1:10.51,,,,2:59.11,,1:05.95,,,2:26.78,,,,,1:11.70,,2:46.80,,,,2:25.51,,,,6:12.53,,41.03,,,48.40,,,,,58.30,100.00,,,,,,,,,100.00,,,,100.00,,33.07,,,44.47,,,,,75.37,,100.00,,,,90.14,,,,100.00,
419874,,,28.05,52.30,,,1:54.32,,,,,,,,,,,,1:00.25,,,,,,,,,,,,,,1:11.43,,,,,,2:18.10,,,,,,,,34.57,26.16,,,30.43,,,,,,,,,,,,51.80,,,,,,,,,,,,,,73.41,,,,,,62.69,,,,,
374639,,,28.21,52.62,,,1:54.34,,,5:05.64,,,11:08.25,,,18:37.29,,,58.58,,,2:04.33,,,1:20.42,,,2:53.92,,,1:01.11,,,2:19.60,,,,,2:12.51,,,4:51.78,,,,,36.87,28.47,,,30.50,,,30.47,,,53.99,,,54.75,,,39.60,,,31.96,,,100.00,,,100.00,,,59.52,,,75.34,,,,,43.84,,,60.38,,
509985,24.28,,,52.65,,,1:58.89,,,,,,,,,,,,,,,,,,,,,,,,1:07.42,,,,,,,,,,,,,,31.29,,,27.36,,,44.36,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,
423130,24.61,,,53.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.68,,,36.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405428,25.33,,,55.61,,,,,,5:28.64,,,,,,,,,59.60,,,2:06.89,,,,,,2:53.28,,,,,,,,,,,,,2:36.46,,,,48.94,,,49.89,,,,,,61.95,,,,,,,,,46.64,,,38.90,,,,,,100.00,,,,,,,,,,,,,60.90,,,
422745,,,28.40,53.87,,,1:54.46,,,5:16.50,,,11:30.12,,,,,19:54.23,59.09,,,2:07.52,,,,,1:30.71,2:45.08,,,1:00.42,,,2:19.22,,,,,2:15.71,,,4:50.56,,,,,39.47,36.35,,,28.92,,,44.76,,,64.62,,,,,80.33,42.93,,,40.97,,,,,100.00,100.00,,,53.25,,,71.22,,,,,54.44,,,57.38,,
459762,24.69,,,53.97,,,1:57.03,,,5:27.75,,,,,,,,,1:03.00,,,2:18.87,,,1:22.59,,,2:58.00,,,59.71,,,2:20.62,,,1:05.81,,2:16.81,,,5:00.43,,,38.01,,,38.54,,,39.86,,,60.64,,,,,,,,,73.41,,,83.49,,,100.00,,,100.00,,,48.88,,,79.19,,,60.12,,58.21,,,74.98,,
385292,,,29.67,55.64,,,,,2:17.35,5:35.55,,,,,,,,,57.91,,,2:04.14,,,,,,,,,1:06.31,,,,,,,,,,2:40.98,,,,,,58.89,50.13,,,,,50.05,72.31,,,,,,,,,34.60,,,30.13,,,,,,,,,100.00,,,,,,,,,,75.16,,,
459993,,,28.49,54.43,,,2:01.47,,,,,,,,,,,,,,,2:23.22,,,1:24.53,,,,,,59.70,,,,,,,,2:24.53,,,,,,,,40.96,42.09,,,56.27,,,,,,,,,,,,,,,100.00,,,100.00,,,,,,48.80,,,,,,,,86.35,,,,,
1571027,31.06,,,1:10.31,,,2:47.80,,,,,,,,,,,,1:21.72,,,,,,1:33.04,,,,,,,,,,,,1:30.01,,,,,,,,100.00,,,100.00,,,100.00,,,,,,,,,,,,100.00,,,,,,100.00,,,,,,,,,,,,100.00,,,,,,,
474324,25.69,,,55.87,,,1:59.28,,,,,4:56.52,,,,,,,,,,,,,,,,,,,1:05.06,,,,,,1:12.36,,,,,,,,55.34,,,53.58,,,48.02,,,,,64.81,,,,,,,,,,,,,,,,,,,92.29,,,,,,100.00,,,,,,,
485752,,,29.74,57.48,,,2:02.85,,,5:34.25,,,,,,,,,,,,,,,,,,,,,1:07.64,,,,,,,,2:33.44,,,,,,,,60.20,67.16,,,61.62,,,70.33,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,100.00,,,,,
484327,,,28.83,54.36,,,,,2:17.18,5:30.14,,,11:32.61,,,19:22.23,,,1:02.03,,,2:21.00,,,1:06.77,,,2:26.70,,,1:00.69,,,2:25.93,,,1:09.68,,2:10.18,,,4:49.24,,,,,45.86,40.08,,,,,49.50,64.16,,,66.40,,,72.20,,,65.19,,,90.21,,,36.50,,,42.93,,,55.30,,,97.04,,,100.00,,36.44,,,55.25,,
459261,27.06,,,57.36,,,1:59.50,,,,,4:40.15,10:44.42,,,,,18:02.77,1:04.73,,,,,2:42.58,,,1:29.69,,,3:05.08,,,1:08.71,,,2:32.71,1:15.42,,,,2:34.20,,,5:20.59,81.37,,,66.12,,,48.83,,,,,39.15,38.20,,,,,30.90,88.00,,,,,100.00,,,100.00,,,94.79,,,54.45,,,62.57,100.00,,,,54.31,,,45.36
565952,,,30.72,57.18,,,2:15.25,,,,,5:21.75,,,11:42.83,,,,1:06.53,,,2:33.12,,,1:41.01,,,,,,1:11.04,,,,,,,,,,2:45.52,,,6:10.30,,,76.46,64.57,,,100.00,,,,,100.00,,,100.00,,,,100.00,,,100.00,,,100.00,,,,,,100.00,,,,,,,,,,90.61,,,100.00
405384,,,29.43,,,1:01.66,,,2:18.97,5:15.86,,,,,,18:40.85,,,1:04.85,,,2:17.32,,,1:11.34,,,2:33.42,,,,,1:05.78,2:07.45,,,,,2:10.97,,,,,5:14.76,,,55.09,,,36.95,,,55.39,43.89,,,,,,54.56,,,88.62,,,75.78,,,66.27,,,63.34,,,,,34.77,31.59,,,,,38.92,,,,,36.75
213900,26.64,,,53.17,,,1:58.37,,,,,,,,,,,,1:09.06,,,,,,1:22.61,,,,,,1:03.29,,,,,,1:09.82,,2:15.75,,,,,,69.44,,,29.87,,,40.65,,,,,,,,,,,,100.00,,,,,,100.00,,,,,,72.25,,,,,,100.00,,52.99,,,,,
958256,,,,1:06.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475006,26.91,,,56.51,,,2:02.87,,,,,,,,,,,,1:05.65,,,2:23.55,,,1:23.78,,,3:15.99,,,1:06.26,,,,,,1:09.08,,2:23.41,,,,,,78.39,,,58.89,,,61.70,,,,,,,,,,,,96.09,,,100.00,,,100.00,,,100.00,,,100.00,,,,,,85.04,,82.07,,,,,
505261,26.41,,,55.47,,,1:54.87,,,5:11.12,,,10:50.12,,,18:06.00,,,1:05.06,,,2:16.39,,,1:11.90,,,,,,1:04.44,,,,,,,,2:14.89,,,4:46.05,,,68.68,,,50.33,,,32.31,,,37.55,,,41.87,,,42.19,,,90.88,,,73.88,,,72.14,,,,,,86.88,,,,,,,,51.68,,,51.18,,
647809,26.16,,,55.73,,,,,2:17.39,,,4:53.03,,,10:36.42,18:50.98,,,,,,,,,1:09.50,,,2:28.73,,,,,1:18.08,,,,1:12.72,,,,2:37.55,,,,63.97,,,52.44,,,,,52.48,,,59.09,,,88.21,60.47,,,,,,,,,55.57,,,50.27,,,,,100.00,,,,100.00,,,,64.52,,,
683522,,,30.18,,,1:04.51,,,2:13.80,,,4:36.62,10:22.08,,,,,17:51.13,1:06.55,,,,,2:56.19,1:18.52,,,2:40.21,,,1:10.86,,,,,3:07.29,,,,,2:41.56,,,5:24.45,,,67.37,,,65.39,,,40.91,,,33.99,24.42,,,,,26.76,100.00,,,,,100.00,100.00,,,87.57,,,100.00,,,,,100.00,,,,,77.33,,,50.64
1189649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155865,,,,,,,,,,,,,,,,,,,,,,,,,1:12.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.39,,,,,,,,,,,,,,,,,,,
474012,25.35,,,55.50,,,1:56.91,,,5:09.95,,,,,9:55.78,,,18:54.22,,,1:17.27,,,,1:13.24,,,,,,,,1:17.37,,,,,,2:19.04,,,,,,49.29,,,50.57,,,39.43,,,36.02,,,,,54.59,,,50.31,,,100.00,,,,81.89,,,,,,,,100.00,,,,,,66.02,,,,,
505288,,,31.69,57.02,,,2:01.57,,,5:23.40,,,,,,,,,,,1:20.58,,,2:46.02,1:09.15,,,,,2:52.69,,,1:13.76,,,,,,2:14.35,,,,,5:30.96,,,93.61,63.20,,,56.65,,,54.37,,,,,,,,,,,100.00,,,100.00,53.24,,,,,58.42,,,90.84,,,,,,49.88,,,,,59.83
335327,26.12,,,57.07,,,2:09.23,,,,,,11:06.36,,,,,,1:07.21,,,2:16.92,,,1:10.41,,,2:32.66,,,59.43,,,2:14.20,,,,,2:16.51,,,4:52.63,,,59.77,,,60.35,,,82.72,,,,,,66.52,,,,,,100.00,,,71.15,,,56.69,,,58.32,,,42.79,,,51.44,,,,,55.55,,,58.97,,
375770,23.96,,,52.77,,,1:55.58,,,,,4:47.45,,,,,,,56.63,,,2:02.53,,,1:08.35,,,2:24.87,,,1:02.60,,,,,,1:03.58,,2:06.36,,,4:33.25,,,26.21,,,29.57,,,34.76,,,,,50.23,,,,,,,26.22,,,26.35,,,48.02,,,38.94,,,71.40,,,,,,44.49,,24.86,,,31.90,,
859729,27.55,,,56.50,,,1:59.97,,,5:18.67,,,10:51.10,,,18:19.72,,,1:02.38,,,2:14.18,,,1:15.93,,,,,,,,,,,,,,2:22.02,,,4:57.91,,,91.35,,,58.80,,,50.59,,,47.74,,,42.51,,,47.61,,,68.37,,,65.62,,,100.00,,,,,,,,,,,,,,76.86,,,70.64,,
405489,,,31.45,58.73,,,,,2:28.91,5:43.14,,,,,,,,,1:09.11,,,2:24.92,,,1:21.01,,,2:43.47,,,1:06.58,,,2:33.27,,,,,2:20.40,,,5:02.15,,,,,89.05,76.39,,,,,90.94,84.20,,,,,,,,,100.00,,,100.00,,,100.00,,,97.37,,,100.00,,,100.00,,,,,70.91,,,76.84,,
1157141,,,31.02,,,1:05.55,,,2:21.14,,,4:56.61,,,10:17.07,,,,,,1:16.70,2:27.44,,,1:10.14,,,2:33.49,,,,,1:22.79,2:38.64,,,,,,,2:39.03,5:03.09,,,,,81.44,,,64.34,,,62.73,,,72.81,,,71.95,,,,,,100.00,100.00,,,58.07,,,63.56,,,,,100.00,100.00,,,,,,,68.91,78.49,,
353561,,,31.80,58.23,,,2:06.05,,,5:39.84,,,11:30.88,,,19:09.11,,,1:10.19,,,,,2:56.26,1:21.32,,,2:55.74,,,1:01.98,,,2:16.66,,,1:12.26,,2:20.23,,,,,5:56.89,,,95.62,73.75,,,74.50,,,78.97,,,70.06,,,68.27,,,100.00,,,,,100.00,100.00,,,100.00,,,66.39,,,64.55,,,100.00,,70.29,,,,,100.00
353970,,,30.91,,,1:04.63,,,2:16.70,,,4:40.67,11:36.57,,,,,,1:04.32,,,2:22.06,,,1:34.92,,,2:59.73,,,,,1:07.66,2:12.41,,,1:14.95,,2:19.00,,,4:53.02,,,,,79.52,,,57.56,,,47.95,,,46.57,69.25,,,,,,84.05,,,94.51,,,100.00,,,100.00,,,,,46.57,47.44,,,100.00,,65.88,,,61.38,,
424226,25.61,,,55.20,,,,,2:11.96,,,4:37.48,10:37.93,,,18:39.05,,,57.13,,,2:02.40,,,1:16.41,,,2:47.43,,,57.74,,,2:08.88,,,,,2:10.45,,,4:37.84,,,53.90,,,48.16,,,,,35.22,,,35.24,34.09,,,55.48,,,29.56,,,25.95,,,100.00,,,100.00,,,34.72,,,38.18,,,,,37.28,,,38.61,,
390664,27.52,,,57.92,,,2:04.29,,,5:29.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.73,,,69.23,,,64.79,,,63.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483321,,,31.12,58.91,,,1:59.92,,,5:19.69,,,10:56.96,,,18:34.33,,,,1:10.19,,2:09.46,,,1:23.57,,,2:57.83,,,1:05.07,,,,,2:44.62,1:24.46,,2:19.13,,,5:02.75,,,,,83.19,78.00,,,48.12,,,49.15,,,42.15,,,51.90,,,,74.97,,47.45,,,100.00,,,100.00,,,91.18,,,,,94.83,100.00,,66.34,,,77.89,,
443465,,,29.15,54.79,,,1:57.52,,,5:18.47,,,11:14.96,,,18:45.00,,,,,,2:16.98,,,1:09.55,,,2:26.34,,,,,1:17.59,,,,,,,,2:29.52,4:37.35,,,,,50.91,44.90,,,41.61,,,47.46,,,58.64,,,57.96,,,,,,76.14,,,55.90,,,43.19,,,,,100.00,,,,,,,,40.77,37.89,,
