Name,School,Power,Link,Hometown
Jordane Payne,Howard,46.38,/swimmer/510654,JAM
Benedek Lendvai,St. Francis,100.0,/swimmer/1046306,"Budapest, HUN"
Tim Bonner,Mt St Mary's,-1.0,,
Luke Davis,Mt St Mary's,-1.0,,
Samu Csordas,St. Francis,100.0,/swimmer/1184670,"Budapest, HUN"
Mark Boiko,Mt St Mary's,64.17,/swimmer/593425,"Denville, NJ"
Brendan Flanagan,Mt St Mary's,78.04,/swimmer/610755,"Wilmington, DE"
Chris Kerrigan,Bryant U (M),-1.0,,
Caleb Padgett,Mt St Mary's,55.61,/swimmer/565506,"Carlisle, PA"
Albion Veliu,St. Francis,100.0,/swimmer/1184666,"Pristina, ALB"
Miles Simon,Howard,25.29,/swimmer/579649,"Atlanta, GA"
Matthew Mays,Bryant U (M),15.34,/swimmer/427999,"Frederiksted, ISV"
Binald MAHMUTI,St. Francis,-1.0,,
Daniel Olsson-Shirazi,St. Francis,26.14,/swimmer/422712,"Malmo, SWE"
Ethan Pham,Mt St Mary's,-1.0,,
Asher Stukelman,Bryant U (M),26.19,/swimmer/422539,"New York, NY"
Jake Williams,Bryant U (M),-1.0,,
Tyler Stringfellow,Bryant U (M),15.22,/swimmer/427199,"Wrentham, MA"
JOEL WILKINSON,Howard,100.0,/swimmer/1188075,"Kingston, FL"
Pedro Gueiros,East Carolina,100.0,/swimmer/1072326,"Sao Paulo, BRA"
James Ward,East Carolina,-1.0,,
Riley Hill,SMU,-1.0,,
Dom Polling,Cincinnati,-1.0,,
Charlie Kaye,SMU,-1.0,,
Murat Sagdullaev,Cincinnati,13.56,/swimmer/692132,"Almalyk, UZB"
Justin Baker,SMU,11.99,/swimmer/656800,"Ajax, ON"
Ryan Aroesty,SMU,21.45,/swimmer/358878,"Long Beach, NY"
Jack Easton,SMU,100.0,/swimmer/1804176,"Sumter, SC"
Cole Fleming,SMU,25.22,/swimmer/445464,"Fresno, CA"
Michael Balcerak,Cincinnati,4.91,/swimmer/393126,"Arlington Heights, IL"
Connor Gamble,SMU,26.77,/swimmer/616661,"Dallas, TX"
Adam Mahler,East Carolina,11.43,/swimmer/417330,"Nuangola , PA"
Joseph Carson,SMU,18.43,/swimmer/456564,"McKinney, TX"
Caleb Rhodenbaugh,SMU,21.84,/swimmer/740609,"Columbia, MO"
Wyatt Cronk,SMU,13.02,/swimmer/353416,"San Antonio, TX"
Cameron Katzman,SMU,-1.0,,
Kevin Leibold,Cincinnati,10.1,/swimmer/459042,"Kettering, OH"
Petar Bozhilov,SMU,7.35,/swimmer/355534,"SOFIA, BUL"
Noah Smith,Cincinnati,9.72,/swimmer/640839,"Ocala, FL"
Colin Feehery,SMU,15.64,/swimmer/453344,"Flower Mound, TX"
Marek Osina,East Carolina,1.36,/swimmer/450844,"Kroměříž , CZE"
Brayden Rudd,SMU,-1.0,,
Kolos Nagy,SMU,19.49,/swimmer/464808,"Lubbock, TX"
Wyatt Welch,SMU,-1.0,,
Tyler Barfield,SMU,27.11,/swimmer/447265,"Phoenix , AZ"
Jackson Skigen,SMU,13.21,/swimmer/424709,"Jacksonville, FL"
Lyubomir Epitropov,East Carolina,1.93,/swimmer/508719,"Veliko Turnovo, BUL"
Connor Dalbo,SMU,-1.0,,
Dalton Lillibridge,Cincinnati,11.57,/swimmer/386029,"MARSHALLTOWN, IA"
AJ Mainord,SMU,-1.0,,
Spencer Sehlhorst,Cincinnati,12.93,/swimmer/436609,"Lynn Haven, FL"
Marin Ercegovic,Arizona,-1.0,,
Jack Dolan,Arizona St,1.4,/swimmer/398940,"Wildwood, MO"
Nikola Miljenic,Southern Cali,100.0,/swimmer/450632,"Zagreb, CRO"
Evan Carlson,Arizona St,3.93,/swimmer/419152,"Portland, OR"
Cody Bybee,Arizona St,1.0,/swimmer/358312,"Dayton, OH"
Carter Swift,Arizona St,7.9,/swimmer/401459,"Auckland, NZL"
Cooper Deryk,Utah,6.55,/swimmer/893347,"Truckee, CA"
Tai Combs,Arizona,16.41,/swimmer/419834,"Queen Creek, AZ"
Mason Gonzalez,Stanford,1.31,/swimmer/357009,"Allison Park, PA"
Marcos Rico Peng,California,11.1,/swimmer/1229575,"Madrid, PA"
Ethan Luc,Arizona St,3.27,/swimmer/393114,"Portland, OR"
Neel Roy,Stanford,6.71,/swimmer/649341,"Mumbai, IND"
Finn O'Haimhirgin,Utah,-1.0,,
Santiago Contreras,Utah,100.0,/swimmer/640705,"West Jordan, UT"
Hunter Ingram,Arizona,6.4,/swimmer/428308,"Santa Ana, CA"
Will Tarvestad,Stanford,-1.0,,
Brooks Taner,Arizona,8.82,/swimmer/650773,"Half Moon Bay, CA"
Colin Gwiazdowski,Arizona,9.08,/swimmer/401777,"Shoemakersville, PA"
Jan Collazo Torres,Southern Cali,7.0,/swimmer/532944,"Oviedo, FL"
Jack Kirby,Southern Cali,9.1,/swimmer/474767,"Bridgetown, BAR"
Ryan Peterson,Southern Cali,10.87,/swimmer/449710,"Denver, CO"
Alexei Sancov,Southern Cali,1.0,/swimmer/420573,"Concord, CA"
Jordan Dunn,Arizona St,1.82,/swimmer/412399,"Kennesaw, GA"
Wyatt Matson,Arizona,22.27,/swimmer/447224,"Oro Valley, AZ"
Elijah Warren,Arizona St,5.78,/swimmer/300309,"Parker, CO"
Jp Hynes,Utah,-1.0,,
Ariel Spektor,Southern Cali,1.61,/swimmer/422580,"Jacksonville, FL"
Grant Shoults,Stanford,1.17,/swimmer/282906,"Laguna Hills, CA"
Kyle Millis,California,4.67,/swimmer/413394,"Issaquah, WA"
Jack Anderson,Arizona,16.21,/swimmer/501648,"Auckland, NZL"
Paul Retterer,Southern Cali,14.51,/swimmer/503920,"Red Bank, NJ"
Sebastian Somerset,California,11.24,/swimmer/570428,"Salisbury, GBR"
Reece Whitley,California,1.1,/swimmer/265327,"Lafayette Hill, PA"
Ty Coen,Arizona,-1.0,,
Ty Wells,Arizona,-1.0,,
Michael Petrides,California,2.66,/swimmer/347787,"Honolulu, HI"
Noah Carlson,Utah,19.53,/swimmer/422759,"Honolulu, HI"
Lex Hernandez-Nietling,Utah,-1.0,,
Julian Hill,Arizona St,1.96,/swimmer/309991,"Gainesville, FL"
Tyler Klawiter,Utah,6.12,/swimmer/399036,"Spring, TX"
Bryce Mefford,California,1.0,/swimmer/351225,"El Dorado Hills, CA"
Liam Bresette,Arizona St,-1.0,,
Andrew Gray,Arizona St,11.92,/swimmer/505413,"Minneapolis, MN"
Daniel Namir,Arizona,100.0,/swimmer/561283,"Netanya, ISR"
Aldan Johnston,Arizona,2.74,/swimmer/401903,"Floyds Knobs, IN"
Daniel Carr,California,1.0,/swimmer/289282,"Colorado Springs, CO"
Alex Liang,Stanford,1.07,/swimmer/343992,"Palo Alto, CA"
Trent Martinez,Southern Cali,-1.0,,
Dominic Margarino,Southern Cali,8.36,/swimmer/541826,"Burbank , CA"
Hugo Gonzalez de Oliviera,California,-1.0,,
Chris Jhong,California,-1.0,,
Colby Mefford,California,3.54,/swimmer/418780,"Folsom, CA"
Ben Waterman,Utah,-1.0,,
Jason Louser,California,1.61,/swimmer/394499,"Shoreham, NY"
Andrew Matejka,Stanford,5.11,/swimmer/393075,"Wellesley, MA"
Sean Grieshop,California,1.09,/swimmer/291653,"Cedar Park, TX"
Preston Niayesh,California,16.16,/swimmer/443811,"Visalia, CA"
Jacques Laeuffer,California,1.73,/swimmer/962828,SUI
Nathan Ramey,Utah,14.96,/swimmer/455909,"Poulsbo, WA"
Trenton Julian,California,1.16,/swimmer/349753,"Glendale, CA"
Brooks Fail,Arizona,1.09,/swimmer/291848,"Tucson, AZ"
Victor Johansson,Southern Cali,1.18,/swimmer/450591,"Nässjö, SWE"
Ivan Puskovitch,Southern Cali,4.32,/swimmer/408353,"West Chester, PA"
Jack Little,Arizona St,8.64,/swimmer/344482,"Jonesboro, AR"
Jakob Icimsoy,Arizona St,3.88,/swimmer/401354,"Tempe, AZ"
David Mertz,Southern Cali,9.34,/swimmer/418411,"Santa Rosa, CA"
Noah Scheuermann,Arizona St,12.78,/swimmer/398931,"Lake St. Louis, MO"
Alex Colson,Arizona St,-1.0,,
Jackson Cunningham,Utah,2.14,/swimmer/403876,"meridian, ID"
Bobby Pearce,Arizona St,-1.0,,
Alex Boratto,Stanford,-1.0,,
Shane Blinkman,Stanford,1.91,/swimmer/358239,"Hudson, WI"
Jack Murphy,Arizona,11.71,/swimmer/349103,"Santa rosa, CA"
Jaek Horner,Utah,-1.0,,
Jon Cook,Stanford,-1.0,,
Daniel Roy,Stanford,1.15,/swimmer/289390,"Spokane, WA"
Andrew Britton,Utah,-1.0,,
Ryan Foote,Arizona,8.07,/swimmer/460994,"Spokane, WA"
Harrison Wayner,Utah,13.12,/swimmer/416535,"Savannah, GA"
Matt Lane,Arizona St,-1.0,,
Jackson Odgers,Southern Cali,13.81,/swimmer/452412,"Aliso Viejo, CA"
Will Davis,Florida,-1.0,,
Brooks Curry,LSU,5.26,/swimmer/553509,"Dunwoody, GA"
Dillon Downing,Georgia,3.03,/swimmer/731479,"Alpharetta, GA"
Jonathan Berneburg,Alabama,2.29,/swimmer/508689,"Saarbrücken , GER"
AJ Ross,South Carolina,-1.0,,
Eric Friese,Florida,-1.0,,
Matthew Yish,Auburn,1.48,/swimmer/294499,"Byfield, MA"
Danny Kovac,Missouri,-1.0,,
Nik Eberly,Auburn,9.54,/swimmer/468728,"Dexter, MI"
Isaac Davis,Florida,3.96,/swimmer/576098,"McDonough, GA"
Clayton Bobo,Texas A&M,-1.0,,
Kevin Hammer,Missouri,16.83,/swimmer/550718,"Austin, TX"
Jack Armstrong,Auburn,2.79,/swimmer/467104,"Manvel, TX"
Nolan Briggs,Tennessee,7.53,/swimmer/400341,"Byron center, MI"
Dylan Delaney,South Carolina,5.33,/swimmer/409757,"Cardiff by the Sea, CA"
Koko Bratanov,Texas A&M,-1.0,,
Guy Gropper,South Carolina,-1.0,,
Alex Moore,Missouri,-1.0,,
Kyle Leach,Missouri,1.71,/swimmer/344675,"Colorado Springs, CO"
Mark Shperkin,South Carolina,12.48,/swimmer/508582,"jerusalem, ISR"
Seth Bailey,Tennessee,-1.0,,
Phil Costin,South Carolina,-1.0,,
Scott Scanlon,Tennessee,19.31,/swimmer/473166,"Lexington, KY"
Jack Jannasch,LSU,10.16,/swimmer/391230,"Frisco, TX"
Ben Patton,Missouri,100.0,/swimmer/688562,"Albany, GA"
Aidan Stoffle,Auburn,4.64,/swimmer/465325,"Lilburn, GA"
Cole Bruns,Auburn,-1.0,,
Max Hawton,Kentucky,-1.0,,
Jack Zhu,Alabama,16.49,/swimmer/671035,"Canton, MS"
Michael Houlie,Tennessee,4.38,/swimmer/672380,"Cape Town, RSA"
Cam Auerbach,Alabama,-1.0,,
Riley Scruggs,Georgia,-1.0,,
Youssef Said,Georgia,100.0,/swimmer/695498,"Cairo, EGY"
Luke Massey,Tennessee,15.63,/swimmer/346699,"Chattanooga, TN"
Peter Simmons,Texas A&M,4.76,/swimmer/343725,"College Station, TX"
Zach Hils,Georgia,-1.0,,
Luke Brice,Tennessee,19.32,/swimmer/384617,"Knoxville, TN"
Ananda Lim,Georgia,4.56,/swimmer/450434,"Marietta, GA"
Joel Giraudeau,Tennessee,11.68,/swimmer/488543,"Roanoke, VA"
Christian Sztolcman,Auburn,3.9,/swimmer/397663,"Maspeth, NY"
Jarel Dillard,Tennessee,9.57,/swimmer/384901,"Hendersonville, TN"
Riley Vanmeter,Alabama,13.51,/swimmer/468574,"Holland, MI"
Tamas Novoszath,South Carolina,2.58,/swimmer/377328,"Szeged, HUN"
Derek Maas,Alabama,1.78,/swimmer/461726,"Holland, MI"
Ty Babinec,Auburn,-1.0,,
Will Goodwin,Missouri,-1.0,,
Alex Wade,South Carolina,-1.0,,
Luke Davis,Missouri,9.92,/swimmer/424214,"Edmond, OK"
Thomas Strother,Georgia,-1.0,,
Davis Edwards,Auburn,13.69,/swimmer/403156,"New Orleans, LA"
Luke Stuart,Texas A&M,60.25,/swimmer/484733,"Waldron, IN"
Jack Dubois,Missouri,94.07,/swimmer/1622982,"Wake Forest, NC"
Kieran Smith,Florida,1.02,/swimmer/405619,"Ridgefield, CT"
Harry Homans,Georgia,-1.0,,
Jack Dahlgren,Missouri,1.15,/swimmer/364931,"Victoria, MN"
Michael Petro,LSU,-1.0,,
Jorge Depassier,Florida,9.17,/swimmer/365126,"WESTON, FL"
Alfonso Mestre,Florida,10.38,/swimmer/610434,"Caracas, VEN"
Dillon Hillis,Florida,1.7,/swimmer/348404,"New York, NY"
Andrew Abruzzo,Georgia,1.09,/swimmer/348159,"Plymouth Meeting, PA"
Liam Bell,Alabama,1.76,/swimmer/421825,"Atlanta, GA"
Jace Brown,Texas A&M,7.95,/swimmer/410048,"Mesquite, TX"
Jakob Clark,Kentucky,9.44,/swimmer/459813,"Allen, TX"
Coleman Kramer,South Carolina,6.59,/swimmer/310301,"Vero Beach, FL"
Lleyton Smith,Auburn,9.98,/swimmer/465194,"Cumming, GA"
Andres Puente Bustamante,Texas A&M,9.58,/swimmer/517388,"mexico, MEX"
Brennan Gravley,Florida,2.39,/swimmer/357503,"Las Vegas, NV"
William Coakley,Texas A&M,9.03,/swimmer/459361,"Katy, TX"
Ethan Gogulski,Texas A&M,7.13,/swimmer/510219,"Cedar Park, TX"
Dylan Brisco,Florida,22.29,/swimmer/344215,"West Palm Beach, FL"
Ian Grum,Georgia,2.45,/swimmer/449643,"Atlanta, GA"
Mark Schnippenkoetter,Texas A&M,-1.0,,
Nicholas Hernandez-Tome,Alabama,-1.0,,
Trey Freeman,Florida,-1.0,,
Daniel Blake,Kentucky,7.69,/swimmer/418659,"CAMPBELL, CA"
Aryan Makhija,Auburn,1.77,/swimmer/757463,"Auburn, RSA"
Isak Vikstrom,LSU,3.84,/swimmer/842370,"Helsingborg, SWE"
Spencer Rowe,Auburn,1.83,/swimmer/347446,"Gainesville, VA"
Grady Wheeler,Auburn,8.59,/swimmer/515072,"Cincinnati, OH"
Spencer Tussing,Tennessee,10.98,/swimmer/482638,"GROVE CITY, OH"
Matt Menke,Alabama,9.07,/swimmer/473180,"Lexington, KY"
Mason Wilby,Kentucky,1.21,/swimmer/365119,"Gainesville, FL"
Dane Florea,Missouri,1.3,/swimmer/423469,"Columbia, MO"
Miguel Cancel,Florida,1.66,/swimmer/365056,"Miami, FL"
John Michael Gordon,Kentucky,-1.0,,
Bobby Finke,Florida,-1.0,,
Nicholas Perera,Alabama,1.82,/swimmer/358297,"Cincinnati, OH"
Jordan Yip,South Carolina,29.76,/swimmer/928548,MAL
Julian Norman,LSU,16.06,/swimmer/403378,"Clarksville, TN"
Tyler Watson,Florida,7.54,/swimmer/425106,"Jacksonville, FL"
Seth Maschmeier,Auburn,23.96,/swimmer/553458,"Atlanta, GA"
Advait Page,Florida,-1.0,,
Charlie Logan,Georgia,13.44,/swimmer/463667,"Watkinsville, GA"
Nick Smith,Kentucky,4.16,/swimmer/330627,"Park Hills, KY"
Kevin Vargas,Florida,3.91,/swimmer/500363,"Walnut, CA"
Jacob Schababerle,Texas A&M,-1.0,,
Keegan Walsh,Georgia,9.72,/swimmer/399084,"Lawrenceville, GA"
David Boylan,LSU,-1.0,,
Cole Brown,Alabama,11.43,/swimmer/401901,"Louisville, KY"
Chase Allison,South Carolina,13.88,/swimmer/405040,"Huntersville, NC"
Kyle Barker,Kentucky,2.51,/swimmer/380974,"Aldie, VA"
Timmy Ellett,Kentucky,-1.0,,
Brett Champlin,Tennessee,7.99,/swimmer/400838,"Hillsboro, OR"
Drew Grespin,South Carolina,-1.0,,
Henry Miller,Kentucky,17.39,/swimmer/456936,"Madison, WI"
Kayky Marquart Mota,Tennessee,100.0,/swimmer/816558,"São Paulo, BRA"
Jimmy Hayburn,Loyola (MD),-1.0,,
Callen Aulizia,U.S. Navy,-1.0,,
Leo Kuyl,Bucknell,15.92,/swimmer/402897,"New Paltz, NY"
Glenn Lasco,Lehigh,7.51,/swimmer/404920,"Linwood, NJ"
Brendan Sullivan,U.S. Navy,-1.0,,
Tanner Falls,Army,12.21,/swimmer/447170,"Scottsdale, AZ"
Matthew Fadel,U.S. Navy,15.07,/swimmer/491516,"Columbia, SC"
Dawson Waage,U.S. Navy,18.01,/swimmer/374762,"Valencia, CA"
Nicholas Isenhower,Army,-1.0,,
Warren Turner,U.S. Navy,21.38,/swimmer/403334,"Bartlett, TN"
Eli Williams,U.S. Navy,-1.0,,
Ben Selnick,U.S. Navy,-1.0,,
Will Rankin,Army,-1.0,,
Jacob Lindner,Boston U,23.66,/swimmer/466072,"North Potomac, MD"
Brian Hess,Loyola (MD),23.65,/swimmer/148222,"Brunswick, ME"
Jack Carignan,Boston U,23.21,/swimmer/403161,"Kensington, NH"
Walker Wilson,Lehigh,18.04,/swimmer/290537,"Richmond, VA"
Jonathan Brooks,Loyola (MD),-1.0,,
Aaron Tupper,Lafayette,28.44,/swimmer/515080,"Lincoln University, PA"
Sung Lee,Loyola (MD),8.4,/swimmer/327655,"Honolulu, HI"
Jack Rose,Bucknell,24.41,/swimmer/389668,"Rockville, MD"
Stephen Johnson,Boston U,24.89,/swimmer/342679,"Schuylkill Haven, PA"
Paul Kinsella,U.S. Navy,8.6,/swimmer/465980,"Arlington, VA"
Sam Sweeney,Bucknell,35.33,/swimmer/393108,"Katonah, NY"
Hunter Trambaugh,Boston U,26.17,/swimmer/389023,"Humble, TX"
Casey Brown,Loyola (MD),-1.0,,
Caleb Eberly,Lehigh,22.74,/swimmer/453953,"West Lawn, PA"
Andreas Mason,Boston U,24.1,/swimmer/459224,"Houston, TX"
Jacob Powell,Army,8.26,/swimmer/419489,"Spring, TX"
Ben Fox,Holy Cross,-1.0,,
Nick Haddad,Bucknell,-1.0,,
Jon Quick,American,-1.0,,
Ethan Thomas,Boston U,25.61,/swimmer/375830,"Ponte Vedra Beach, FL"
John Nguyen,Loyola (MD),-1.0,,
Derek Knight,Bucknell,31.94,/swimmer/397560,"Port Washington, NY"
Carter Weiland,Bucknell,12.25,/swimmer/395224,"Bridgewater, NJ"
Andrew White,Boston U,18.46,/swimmer/411902,"Manhattan Beach, CA"
Jared Copeland,Loyola (MD),-1.0,,
Christian Stef,Bucknell,16.7,/swimmer/376946,"Corona, CA"
David Sears,Loyola (MD),-1.0,,
Sean Keenan,Army,27.13,/swimmer/636767,"Lafayette Hill, PA"
Jack Van Meter,Colgate,31.32,/swimmer/431203,"Mendota Heights, MN"
Segundo Rienhardt,Colgate,42.17,/swimmer/612867,"Greenwich, CT"
Sean Keller,Loyola (MD),39.59,/swimmer/587063,"Bethesda, MD"
Ryan Clark,Boston U,26.6,/swimmer/295739,"New Buffalo, MI"
Jamison Crow,Lafayette,39.95,/swimmer/466195,"Laytonsville, MD"
Janik Wing,Lehigh,24.94,/swimmer/493844,"Center Valley, PA"
Mikey Brennan,Holy Cross,-1.0,,
Dan Cashell,U.S. Navy,-1.0,,
Langston Carter,American,39.93,/swimmer/479106,"Woodbridge, VA"
Conor Rutigliano,Loyola (MD),23.7,/swimmer/394657,"melville, NY"
Ryaan Hatoum,Bucknell,21.62,/swimmer/310368,"Tampa, FL"
Oliver Smith,U.S. Navy,-1.0,,
Peter Warshaw,Loyola (MD),38.65,/swimmer/402709,"Middletown, NJ"
Matthew Shea,Holy Cross,-1.0,,
Kyle Silbert,American,55.39,/swimmer/570483,"Bridgewater, NJ"
Justin Lloyd,Lafayette,21.66,/swimmer/413929,"Chapel Hill, NC"
Matthew Grieco,Holy Cross,-1.0,,
Alec Baker,Bucknell,20.22,/swimmer/456797,"Lafayette, CA"
Adam Kawut,American,33.76,/swimmer/402667,"Ocean, NJ"
Sam Miller,Bucknell,-1.0,,
Brenden Meagher,Boston U,20.95,/swimmer/346749,"Medford, NJ"
Kyle Cannon,Loyola (MD),-1.0,,
Matt Voight,Loyola (MD),-1.0,,
Dean Spicer,Loyola (MD),25.84,/swimmer/402955,"Cohasset, MA"
Sawyer Moseley,American,52.8,/swimmer/1186042,"High Point, NC"
Noah Zeigler,Colgate,30.72,/swimmer/458380,"Bloomfield Hills, MI"
Andrew Lydon,Holy Cross,58.67,/swimmer/609926,"Old Greenwich, CT"
Justin Song,Colgate,21.18,/swimmer/495174,"Demarest , NJ"
Tommy Noone,Loyola (MD),-1.0,,
Dylan Phee,Lafayette,43.52,/swimmer/702907,"Greely, ON"
Nick Sabella,Lafayette,-1.0,,
Ethan Sampson,Loyola (MD),62.6,/swimmer/419396,"Eugene, OR"
Colin Seybold,Loyola (MD),56.12,/swimmer/634743,"Voorhees, NJ"
Sean Dwyer,Army,11.97,/swimmer/599740,"Savage, MN"
Zack O'Haver,U.S. Navy,-1.0,,
Sean Quinn,Bucknell,12.45,/swimmer/413154,"Raleigh, NC"
Sarsen Whatmore,Boston U,13.55,/swimmer/310490,"Sarasota, FL"
Max Verheyen,Loyola (MD),-1.0,,
Reid Hussey,Loyola (MD),12.42,/swimmer/433413,"Severna Park, MD"
Caleb Mauldin,U.S. Navy,6.64,/swimmer/413859,"Chesapeake, VA"
Luke Johnson,U.S. Navy,-1.0,,
Nick Lynam,Lehigh,-1.0,,
Josh Walker,Loyola (MD),-1.0,,
Ben Brewer,Boston U,37.07,/swimmer/2038135,"Aurora, CO"
Dylan Champagne,Loyola (MD),24.05,/swimmer/408961,"Brookhaven, NY"
Sean Reilly,Lafayette,32.83,/swimmer/404715,"Burke, VA"
Brett Legambi,Loyola (MD),37.76,/swimmer/358910,"BALTIMORE, MD"
Dylan Maziarz,Loyola (MD),37.66,/swimmer/478430,"Mount Laurel, NJ"
Michael Krigeris,U.S. Navy,10.43,/swimmer/423429,"West Windsor, NJ"
Kevin Lin,Army,7.5,/swimmer/358959,"Ijamsville, MD"
Garrett Kiesel,Bucknell,27.96,/swimmer/613512,"Chappaqua, NY"
Tommy Scrivanich,Boston U,-1.0,,
Andrew Sukach,Lehigh,24.13,/swimmer/478387,"Lawrenceville, NJ"
Ethan Keyes,Lafayette,45.16,/swimmer/490906,"Norwalk, CT"
Jay Jay Wong,Lafayette,-1.0,,
Zach Duthie,Colgate,-1.0,,
Jack Venker,Army,12.55,/swimmer/398994,"Cypress, TX"
Matt Cummings,Lafayette,42.53,/swimmer/502707,"Butler, PA"
Derek Nguyen,U.S. Navy,-1.0,,
Mike Jeschke,U.S. Navy,-1.0,,
Nathan Roodzant,U.S. Navy,28.51,/swimmer/499735,"Bakersfield, CA"
Ethan Tack,U.S. Navy,12.05,/swimmer/329208,"Dix Hills, NY"
Connor Sept,Lehigh,18.05,/swimmer/356491,"Chapel Hill, NC"
Evan Zhang,Army,7.56,/swimmer/329422,"Flushing, NY"
Patrick Lacore,U.S. Navy,5.84,/swimmer/394068,"Norfolk, VA"
James Lee,U.S. Navy,-1.0,,
Nate Wilson,Army,100.0,/swimmer/117612,"Wayland, MI"
Jackson Schultz,U.S. Navy,-1.0,,
Patrick Merse,U.S. Navy,18.35,/swimmer/488052,"Florence, KY"
Kyle Falkstrom,Boston U,24.18,/swimmer/487521,"Grayslake, IL"
Jake Stafford,Lehigh,-1.0,,
Zachary kopp,South Dakota,100.0,/swimmer/436991,"Port Orange, FL"
Patrick Groters,Denver,3.17,/swimmer/344263,"Santa Cruz, FL"
Charlie Bean,South Dakota,-1.0,,
Henry Skinner,South Dakota St,21.06,/swimmer/489805,"PRIOR LAKE, MN"
Spencer Adrian,Denver,20.71,/swimmer/419403,"Portland, OR"
Brady Torborg,South Dakota,18.96,/swimmer/407767,"Lakeville, MN"
Darragh Mahns,Denver,16.72,/swimmer/422041,"Missoula, MT"
Forrest Baumgartner,Eastern Ill,20.35,/swimmer/391353,"Argos, IN"
Jacob Won,South Dakota,12.91,/swimmer/388745,"Katy, TX"
Alex Kraft,South Dakota St,-1.0,,
Henry Simpson,South Dakota,30.29,/swimmer/403504,"Mankato, MN"
Reece Stikeleather,South Dakota St,25.9,/swimmer/462510,"Lee's Summit, MO"
Caden Delay,South Dakota,39.77,/swimmer/539431,"Platte City, MO"
Jared Miller,South Dakota St,19.53,/swimmer/357141,"Baker City, OR"
Parker Brown,South Dakota St,26.18,/swimmer/558182,"Maple Grove, MN"
Mack Sathre,South Dakota,29.4,/swimmer/493288,"Sartell, MN"
Gavin Wheeler,South Dakota St,25.41,/swimmer/416529,"Atlanta, GA"
Stephen Johnson,South Dakota,18.62,/swimmer/398772,"Lawrence, KS"
Chad Anderson,South Dakota St,48.61,/swimmer/540082,"Lawrence, KS"
Ian Johnson,Western Ill,30.66,/swimmer/392665,"East Moline, IL"
Griffin Wolner,South Dakota,18.24,/swimmer/407809,"Winona, MN"
Caleb Harthoorn,South Dakota St,31.73,/swimmer/485803,"Norfolk, NE"
Jake Mitchell,Denver,25.39,/swimmer/467284,"Katy, TX"
Naested Smit,South Dakota St,49.35,/swimmer/511558,"Lusaka, ZAM"
Sam Johnson,St. Thomas,-1.0,,
Adam Boerner,St. Thomas,-1.0,,
Tyler Cunningham,Western Ill,28.03,/swimmer/457001,"Prairie Village , KS"
Max White,South Dakota St,34.54,/swimmer/484899,"Kokomo, IN"
Alex Adams,Eastern Ill,-1.0,,
Cory Jacocks,South Dakota,27.82,/swimmer/485015,"Fishers, IN"
Riley Babson,Denver,12.64,/swimmer/616786,"Vail, AZ"
Damon Venner,South Dakota St,21.99,/swimmer/540091,"Sioux Falls, SD"
Jake Leichner,South Dakota,-1.0,,
Joel Talley,Eastern Ill,36.58,/swimmer/398933,"Troy, MO"
Quenton Steffen,South Dakota St,-1.0,,
Lincoln Greseth,Western Ill,51.46,/swimmer/462158,"Louisville, KY"
Ian Shultz,Denver,20.57,/swimmer/522770,"Salem, OR"
Jarod Farrow,Eastern Ill,44.88,/swimmer/509896,"naples, FL"
David Mihalic,Denver,6.13,/swimmer/508651,"Ljubljana, SLO"
Alexander Blom,Denver,-1.0,,
Mazen Shoukry,Grand Canyon,11.13,/swimmer/508398,"Alexandria , EGY"
Grant Sloan,Wyoming (M),10.03,/swimmer/363065,"Kearney, MO"
Florent Janin,Grand Canyon,-1.0,,
Richard Szilagyi,UNLV (M),-1.0,,
Corey Shepard,Air Force (M),6.74,/swimmer/382904,"Manassas, VA"
Bryan Chavez,UNLV (M),-1.0,,
Samuel McKenzie,Grand Canyon,8.38,/swimmer/523344,"Nelson, NZL"
Andrew Limpert,Air Force (M),7.47,/swimmer/357915,"Mansfield, TX"
Omar Elsayd,Grand Canyon,10.63,/swimmer/672233,"Cairo, EGY"
Ogi Maric,UNLV (M),-1.0,,
Michal Cukanow,UNLV (M),-1.0,,
Casey McEuen,UNLV (M),7.93,/swimmer/819356,"lebanon, OR"
Wen Zhang,Air Force (M),8.41,/swimmer/326074,"Dothan, AL"
Steven Butler,UNLV (M),17.58,/swimmer/466261,"Manassas, VA"
Sam Willstrop,UNLV (M),-1.0,,
Christopher Mykkanen,UNLV (M),8.74,/swimmer/417556,"Irvine, CA"
Sean Foster,Cal Baptist,-1.0,,
Amir Haviv,Grand Canyon,100.0,/swimmer/958289,"Rishon Leziyyon, ISR"
Elijah Clements,Grand Canyon,28.46,/swimmer/419169,"Albany, OR"
Tyler Goodspeed,Seattle U (M),-1.0,,
Dylan Nasser,Grand Canyon,16.14,/swimmer/351725,"Highlands Ranch, CO"
Emmett Moore,Seattle U (M),34.49,/swimmer/461054,"Anacortes, WA"
Kainan Coerin De Jesus,Grand Canyon,-1.0,,
Jake Goguen,Seattle U (M),-1.0,,
Griffin McKean,Grand Canyon,18.9,/swimmer/419191,"Bend, OR"
William Corona,Seattle U (M),-1.0,,
Oskar Iwarsson,Wyoming (M),22.17,/swimmer/815699,"Sollentuna, SWE"
Connor Barringer,Seattle U (M),23.63,/swimmer/418768,"Pacific Grove, CA"
Gabe Bartolomei,Air Force (M),-1.0,,
