ID,50 Y Free Time,50 S Free Time,50 L Free Time,100 Y Free Time,100 S Free Time,100 L Free Time,200 Y Free Time,200 S Free Time,200 L Free Time,500 Y Free Time,400 S Free Time,400 L Free Time,1000 Y Free Time,800 S Free Time,800 L Free Time,1650 Y Free Time,1500 S Free Time,1500 L Free Time,100 Y Back Time,100 S Back Time,100 L Back Time,200 Y Back Time,200 S Back Time,200 L Back Time,100 Y Breast Time,100 S Breast Time,100 L Breast Time,200 Y Breast Time,200 S Breast Time,200 L Breast Time,100 Y Fly Time,100 S Fly Time,100 L Fly Time,200 Y Fly Time,200 S Fly Time,200 L Fly Time,100 Y IM Time,100 S IM Time,200 Y IM Time,200 S IM Time,200 L IM Time,400 Y IM Time,400 S IM Time,400 L IM Time,50 Y Free Points,50 S Free Points,50 L Free Points,100 Y Free Points,100 S Free Points,100 L Free Points,200 Y Free Points,200 S Free Points,200 L Free Points,500 Y Free Points,400 S Free Points,400 L Free Points,1000 Y Free Points,800 S Free Points,800 L Free Points,1650 Y Free Points,1500 S Free Points,1500 L Free Points,100 Y Back Points,100 S Back Points,100 L Back Points,200 Y Back Points,200 S Back Points,200 L Back Points,100 Y Breast Points,100 S Breast Points,100 L Breast Points,200 Y Breast Points,200 S Breast Points,200 L Breast Points,100 Y Fly Points,100 S Fly Points,100 L Fly Points,200 Y Fly Points,200 S Fly Points,200 L Fly Points,100 Y IM Points,100 S IM Points,200 Y IM Points,200 S IM Points,200 L IM Points,400 Y IM Points,400 S IM Points,400 L IM Points
326164,,,28.38,,,1:00.48,1:56.68,,,5:28.73,,,,,,,,,55.33,,,2:02.56,,,1:15.33,,,2:43.77,,,56.40,,,2:06.17,,,1:06.83,,2:08.53,,,4:34.87,,,,,39.34,,,36.46,38.61,,,62.08,,,,,,,,,17.79,,,26.44,,,97.82,,,100.0,,,25.62,,,29.71,,,67.64,,31.35,,,34.25,,
679475,27.28,,,,,1:07.07,2:00.00,,,5:18.79,,,11:35.11,,,18:28.24,,,,,1:20.31,,,2:46.03,,,1:29.40,,,3:04.44,1:06.60,,,2:24.42,,,,,2:15.25,,,4:55.21,,,85.81,,,,,76.63,50.7,,,50.13,,,75.79,,,53.32,,,,,100.0,,,100.0,,,100.0,,,88.78,100.0,,,94.03,,,,,56.43,,,66.07,,
447702,24.77,,,55.00,,,2:03.25,,,,,,,,,,,,1:02.65,,,,,2:41.32,,,,,,3:22.79,1:02.26,,,,,,1:04.43,,,,,,,,39.34,,,46.57,,,63.19,,,,,,,,,,,,70.55,,,,,98.67,,,,,,100.0,68.64,,,,,,50.32,,,,,,,
521002,,,25.92,47.51,,,1:42.49,,,,,4:13.68,9:50.38,,,,,16:45.54,52.56,,,1:53.02,,,1:05.02,,,,,2:50.15,54.46,,,2:01.41,,,56.09,,,,2:14.61,4:13.67,,,,,51.58,32.63,,,24.17,,,,,31.77,29.61,,,,,28.02,42.36,,,34.29,,,81.42,,,,,100.0,60.84,,,59.83,,,37.47,,,,40.58,40.09,,
394527,24.1,,,50.84,,,,2:06.93,,5:05.52,,,10:55.10,,,,,,53.19,,,1:53.59,,,59.78,,,2:12.19,,,55.09,,,,,2:31.12,1:16.26,,1:55.04,,,4:10.04,,,72.41,,,51.89,,,,66.09,,59.8,,,73.24,,,,,,36.47,,,25.49,,,30.82,,,37.94,,,52.47,,,,,100.0,100.0,,22.01,,,28.81,,
549055,25.78,,,55.14,,,1:58.55,,,5:23.14,,,,,,,,,1:03.61,,,2:13.24,,,1:25.75,,,3:36.54,,,1:01.34,,,2:40.22,,,1:27.67,,2:34.42,,,,,,56.97,,,47.68,,,45.34,,,56.32,,,,,,,,,79.28,,,62.18,,,100.0,,,100.0,,,62.15,,,100.0,,,100.0,,100.0,,,,,
326782,,,32.03,,,1:05.69,,,2:19.01,5:18.97,,,,,,,,,,,1:14.11,2:13.82,,,1:17.53,,,2:44.22,,,59.85,,,2:13.19,,,,,2:15.64,,,4:42.00,,,,,99.64,,,65.39,,,55.52,48.15,,,,,,,,,,,93.65,62.75,,,100.0,,,100.0,,,48.99,,,50.05,,,,,54.21,,,43.96,,
505672,22.65,,,51.08,,,1:42.84,,,4:36.79,,,9:46.69,,,16:35.62,,,54.01,,,1:56.04,,,,,,2:51.39,,,57.98,,,,,2:32.24,,,2:21.49,,,4:30.43,,,49.72,,,60.08,,,22.82,,,21.1,,,27.49,,,31.04,,,49.7,,,40.33,,,,,,100.0,,,88.56,,,,,100.0,,,100.0,,,64.31,,
1180289,21.75,,,47.12,,,1:41.31,,,4:56.49,,,,,,,,,50.06,,,1:46.89,,,1:02.42,,,2:42.77,,,49.63,,,2:04.15,,,,,1:49.69,,,4:19.97,,,32.69,,,25.88,,,17.46,,,48.61,,,,,,,,,19.4,,,9.9,,,55.12,,,100.0,,,18.63,,,66.68,,,,,10.46,,,46.08,,
1738193,25.53,,,54.61,,,2:01.73,,,5:56.72,,,,,,,,,1:05.21,,,,,,1:06.77,,,2:31.40,,,,,1:19.82,,,,1:04.64,,2:16.57,,,,,,53.71,,,44.2,,,55.45,,,100.0,,,,,,,,,93.07,,,,,,39.78,,,61.91,,,,,100.0,,,,73.19,,60.78,,,,,
1486326,27.81,,,1:00.64,,,2:12.12,,,6:07.60,,,12:34.25,,,,,,1:00.53,,,2:15.21,,,1:24.08,,,3:15.11,,,1:03.30,,,2:24.62,,,,1:18.52,2:25.40,,,5:10.64,,,98.38,,,97.06,,,98.47,,,100.0,,,100.0,,,,,,54.61,,,67.93,,,100.0,,,100.0,,,78.4,,,95.48,,,,100.0,93.82,,,90.52,,
367281,29.98,,,1:02.71,,,2:47.66,,,,,,,,,,,,,,,,,,1:12.88,,,2:50.23,,,,,,,,,1:24.63,,2:28.56,,,,,,100.0,,,100.0,,,100.0,,,,,,,,,,,,,,,,,,79.23,,,100.0,,,,,,,,,100.0,,100.0,,,,,
909038,,,,1:06.64,,,,,,,,,,,,,,,,,,,,,1:22.87,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,
488837,23.07,,,51.34,,,1:53.49,,,5:35.70,,,,,,,,,56.55,,,,,,1:06.32,,,,,,,,1:00.92,,,2:14.30,56.80,,2:04.90,,,,,5:22.32,12.77,,,19.4,,,27.63,,,75.15,,,,,,,,,26.26,,,,,,36.52,,,,,,,,3.3,,,6.1,17.83,,23.41,,,,,44.94
1329797,26.57,,,1:01.02,,,2:10.80,,,,,,,,,,,,1:08.77,,,,,,1:08.62,,,2:29.96,,,1:08.88,,,,,,,,2:19.66,,,,,,71.75,,,99.79,,,94.86,,,,,,,,,,,,100.0,,,,,,51.11,,,55.31,,,100.0,,,,,,,,72.13,,,,,
853862,25.75,,,56.75,,,2:07.23,,,5:49.12,,,,,,,,,1:01.52,,,2:12.70,,,1:27.76,,,,,,1:17.37,,,,,,1:11.36,,2:32.13,,,5:21.69,,,57.69,,,61.7,,,77.34,,,93.95,,,,,,,,,62.27,,,58.81,,,100.0,,,,,,100.0,,,,,,100.0,,100.0,,,100.0,,
870101,25.73,,,55.17,,,1:58.37,,,,,4:37.02,10:39.42,,,17:51.46,,,59.50,,,2:09.35,,,1:15.82,,,2:43.25,,,57.85,,,2:06.48,,,1:05.73,,2:11.24,,,4:34.94,,,56.06,,,47.92,,,44.68,,,,,34.57,35.03,,,36.6,,,46.24,,,48.47,,,100.0,,,98.39,,,35.48,,,30.66,,,59.54,,39.78,,,34.35,,
371972,,,27.34,,,1:00.11,1:55.28,,,,,4:39.69,,,9:41.18,,,18:29.94,57.73,,,2:10.52,,,1:11.37,,,2:45.70,,,,,1:02.51,2:18.03,,,1:00.59,,2:10.54,,,4:49.70,,,,,23.52,,,27.43,33.72,,,,,38.52,,,40.51,,,40.71,34.27,,,52.51,,,69.89,,,100.0,,,,,11.52,69.52,,,42.81,,40.75,,,57.0,,
359299,,,27.74,,,58.84,,,2:06.29,4:56.74,,,10:18.90,,,18:04.44,,,56.18,,,1:59.40,,,1:12.96,,,2:39.06,,,55.41,,,2:00.18,,,1:05.01,,2:05.85,,,4:21.97,,,,,30.04,,,19.14,,,16.87,19.48,,,19.01,,,40.08,,,22.98,,,15.89,,,77.78,,,81.91,,,18.43,,,10.5,,,66.77,,23.37,,,15.61,,
497024,,,29.98,,,1:04.87,2:00.86,,,,,5:07.59,,,10:23.88,20:32.93,,,1:02.58,,,2:23.20,,,,,1:41.22,,,,1:04.17,,,,,,,,2:29.12,,,,,,,,64.08,,,68.16,53.94,,,,,83.85,,,77.36,100.0,,,69.98,,,100.0,,,,,100.0,,,,84.55,,,,,,,,100.0,,,,,
377196,24.25,,,53.31,,,1:56.03,,,5:18.27,,,11:16.06,,,19:17.30,,,56.11,,,2:11.02,,,1:15.45,,,2:43.49,,,58.26,,,2:21.97,,,1:02.07,,2:12.63,,,4:56.49,,,30.81,,,33.55,,,36.33,,,47.19,,,59.41,,,71.87,,,22.8,,,54.26,,,98.76,,,99.26,,,38.36,,,84.37,,,34.51,,44.23,,,68.23,,
484218,23.94,,,50.66,,,1:49.76,,,4:51.13,,,10:22.81,,,17:11.47,,,54.72,,,1:59.63,,,1:01.22,,,2:11.29,,,55.32,,,2:00.92,,,1:00.03,,1:59.43,,,4:11.49,,,76.6,,,56.19,,,49.1,,,40.75,,,52.32,,,45.6,,,55.64,,,53.66,,,46.4,,,41.06,,,63.91,,,54.08,,,100.0,,42.29,,,32.34,,
640854,24.73,,,52.01,,,1:51.87,,,4:58.88,,,,,,,,,1:00.85,,,,,,1:19.10,,,,,,1:28.99,,,,,,,1:19.02,2:08.33,,,,,,94.57,,,68.93,,,57.8,,,52.21,,,,,,,,,100.0,,,,,,100.0,,,,,,100.0,,,,,,,100.0,76.29,,,,,
474783,,,26.17,49.94,,,1:52.46,,,5:03.40,,,10:35.47,,,17:35.44,,,53.94,,,1:55.79,,,,,1:21.85,,,3:01.03,53.49,,,2:12.29,,,1:23.71,,2:02.40,,,4:26.07,,,,,55.98,53.88,,,63.72,,,62.46,,,61.38,,,59.23,,,53.79,,,44.33,,,,,100.0,,,100.0,52.45,,,100.0,,,100.0,,56.77,,,61.5,,
508325,22.92,,,50.96,,,1:50.68,,,4:55.30,,,,,,,,,58.43,,,2:05.19,,,57.72,,,2:13.58,,,,,1:10.62,,,,,,2:00.19,,,4:27.83,,,55.1,,,58.96,,,52.85,,,46.84,,,,,,,,,89.28,,,75.95,,,22.86,,,48.52,,,,,100.0,,,,,,45.0,,,59.64,,
508325,22.92,,,50.96,,,1:50.68,,,4:55.30,,,,,,,,,58.43,,,2:05.19,,,57.72,,,2:13.58,,,,,1:10.62,,,,,,2:00.19,,,4:27.83,,,55.1,,,58.96,,,52.85,,,46.84,,,,,,,,,89.28,,,75.95,,,22.86,,,48.52,,,,,100.0,,,,,,45.0,,,59.64,,
608624,,,,,,,1:50.08,,,5:19.93,,,,,,,,,54.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.61,,,90.31,,,,,,,,,55.07,,,,,,,,,,,,,,,,,,,,,,,,,
653598,21.64,,,47.76,,,1:43.53,,,5:11.90,,,11:21.94,,,,,,1:00.83,,,2:18.54,,,1:19.95,,,,,,52.19,,,1:56.75,,,,,2:10.59,,,,,,30.7,,,31.04,,,25.28,,,72.84,,,99.64,,,,,,100.0,,,100.0,,,100.0,,,,,,37.79,,,38.78,,,,,85.71,,,,,
874235,,,,,,,,,,,,,,,,,,,1:03.84,,,,,,,,,,,,,,,,,,,,2:23.94,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,100.0,,,,,
1180064,23.0,,,51.00,,,1:56.17,,,5:49.32,,,,,,,,,56.71,,,2:09.09,,,1:08.65,,,2:32.46,,,55.03,,,2:09.76,,,58.52,,2:06.74,,,4:49.45,,,56.72,,,59.34,,,76.59,,,100.0,,,,,,,,,73.13,,,92.82,,,100.0,,,100.0,,,61.36,,,90.17,,,90.63,,69.85,,,100.0,,
648804,22.69,,,46.78,,,1:40.49,,,4:30.42,,,9:25.01,,,16:10.93,,,55.73,,,1:54.89,,,1:00.82,,,2:08.40,,,53.48,,,1:56.09,,,56.70,,1:52.32,,,3:59.68,,,50.51,,,23.19,,,14.65,,,12.99,,,13.98,,,21.61,,,64.36,,,36.23,,,43.57,,,32.01,,,48.19,,,36.46,,,73.49,,18.53,,,14.69,,
1184921,25.31,,,51.66,,,2:00.66,,,5:24.24,,,,,,,,,,,,,,,,,,,,,1:08.18,,,,,,,,2:20.24,,,,,,100.0,,,70.23,,,100.0,,,98.06,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,100.0,,,,,
1305043,22.25,,,49.14,,,1:48.67,,,4:57.37,,,10:45.16,,,17:56.79,,,57.19,,,2:04.81,,,1:00.45,,,2:10.67,,,55.14,,,1:59.65,,,1:03.71,,1:59.74,,,4:17.73,,,41.98,,,42.64,,,44.73,,,49.93,,,69.2,,,65.51,,,77.54,,,74.36,,,40.98,,,39.08,,,62.32,,,49.31,,,100.0,,43.39,,,42.36,,
329187,,,28.62,,,1:04.68,1:57.95,,,,,,,,,,,,,,1:09.39,,,,,,,,,,59.72,,,,,,,,,,2:33.46,,,,,,50.14,,,67.97,39.17,,,,,,,,,,,,,,66.19,,,,,,,,,,44.88,,,,,,,,,,61.46,,,
431630,24.34,,,54.65,,,2:02.78,,,5:53.11,,,,,,,,,1:03.70,,,2:20.05,,,1:06.03,,,2:27.82,,,1:02.79,,,,,,1:03.60,,2:17.42,,,5:01.26,,,32.26,,,43.8,,,61.35,,,100.0,,,,,,,,,80.03,,,88.18,,,34.75,,,48.8,,,73.85,,,,,,65.01,,64.03,,,76.43,,
1329671,24.62,,,1:03.63,,,1:53.46,,,4:55.35,,,,,,,,,,,,2:20.20,,,1:01.06,,,2:12.89,,,58.22,,,2:05.84,,,1:04.58,,2:01.57,,,4:17.71,,,92.0,,,100.0,,,64.59,,,46.91,,,,,,,,,,,,100.0,,,45.26,,,46.24,,,90.89,,,73.53,,,100.0,,50.02,,,42.33,,
382476,22.87,,,49.77,,,1:49.48,,,,,,,,,,,,54.16,,,2:00.90,,,1:02.83,,,,,,,,57.73,1:52.15,,,,,1:59.13,,,4:28.43,,,50.62,,,45.92,,,45.26,,,,,,,,,,,,48.27,,,55.21,,,57.47,,,,,,,,22.86,19.34,,,,,37.8,,,57.22,,
342679,21.47,,,47.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.19,,,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349069,24.58,,,51.86,,,1:52.46,,,5:06.15,,,,,9:42.79,,,18:49.17,59.61,,,2:11.24,,,,,2:07.12,,,,1:02.19,,,,,,1:26.75,,2:14.68,,,4:45.54,,,33.31,,,20.57,,,20.76,,,31.34,,,,,61.55,,,56.01,42.55,,,50.84,,,,,100.0,,,,63.48,,,,,,100.0,,49.42,,,47.77,,
325357,26.34,,,55.50,,,1:59.16,,,5:29.59,,,,,,,,,59.08,,,,,,,,,,,,1:00.98,,,,,,,,2:11.65,,,,,,63.81,,,47.56,,,43.46,,,63.62,,,,,,,,,38.81,,,,,,,,,,,,54.18,,,,,,,,39.63,,,,,
965393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:03.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.42,,,,,,,,,,,,,
817873,24.43,,,54.85,,,1:57.61,,,5:02.58,,,,,,,,,58.02,,,2:03.13,,,1:13.97,,,,,,56.16,,,2:25.83,,,1:05.45,,2:15.34,,,4:58.51,,,87.61,,,97.97,,,83.2,,,57.89,,,,,,,,,85.34,,,67.46,,,100.0,,,,,,71.44,,,100.0,,,100.0,,100.0,,,100.0,,
375373,25.18,,,56.22,,,2:06.89,,,5:53.12,,,,,11:17.94,,,,1:11.36,,,2:35.08,,,,,1:16.32,,,2:42.17,58.30,,,2:33.36,,,1:10.47,,2:16.21,,,5:09.88,,,46.33,,,56.47,,,77.99,,,100.0,,,,,100.0,,,,100.0,,,100.0,,,,,37.98,,,31.37,38.65,,,100.0,,,96.37,,56.15,,,91.92,,
402906,22.7,,,48.46,,,1:47.80,,,4:58.08,,,10:28.85,,,17:24.44,,,1:05.64,,,2:15.90,,,1:08.45,,,2:34.23,,,1:04.09,,,2:19.57,,,1:05.46,,2:09.68,,,4:27.47,,,44.24,,,31.68,,,35.23,,,48.48,,,53.35,,,56.39,,,100.0,,,100.0,,,95.89,,,100.0,,,100.0,,,100.0,,,100.0,,74.33,,,57.44,,
1386301,21.42,,,47.80,,,1:50.43,,,5:19.58,,,,,,,,,51.14,,,1:58.11,,,1:02.34,,,2:13.64,,,51.02,,,,,,1:00.34,,1:54.53,,,,,,26.78,,,31.36,,,51.83,,,85.85,,,,,,,,,27.23,,,47.92,,,54.53,,,48.72,,,28.8,,,,,,100.0,,25.6,,,,,
809586,22.47,,,49.62,,,1:45.88,,,4:48.14,,,,,,,,,59.62,,,,,,1:03.73,,,,,,57.78,,,,,,,,2:04.86,,,,,,46.2,,,46.83,,,33.94,,,36.49,,,,,,,,,100.0,,,,,,65.03,,,,,,86.62,,,,,,,,62.45,,,,,
664903,22.56,,,48.40,,,1:40.11,,,4:28.06,,,9:22.91,,,15:43.86,,,,,1:01.36,,,2:15.23,,,,2:20.28,,,55.47,,,2:24.92,,,,,2:01.92,,,,,5:03.31,47.95,,,36.33,,,13.37,,,10.09,,,12.72,,,11.8,,,,,41.07,,,44.72,,,,71.85,,,65.24,,,100.0,,,,,51.31,,,,,61.25
599501,,,29.00,,,1:03.18,1:52.84,,,5:02.87,,,,,,,,,58.59,,,,,2:38.87,,,,,,,,,,,,,1:06.92,,2:26.21,,,5:14.72,,,,,100.0,,,100.0,65.38,,,61.61,,,,,,,,,96.81,,,,,100.0,,,,,,,,,,,,,100.0,,100.0,,,100.0,,
958221,,,31.16,1:02.01,,,2:21.01,,,5:56.31,,,11:44.34,,,,,,,,1:17.04,,,2:55.33,1:12.11,,,2:35.16,,,1:01.68,,,2:20.76,,,1:10.40,,,,2:44.07,5:02.44,,,,,82.39,100.0,,,100.0,,,100.0,,,82.85,,,,,,,,100.0,,,100.0,75.2,,,71.93,,,64.84,,,79.72,,,100.0,,,,81.83,78.5,,
1637602,21.29,,,48.06,,,1:42.48,,,4:32.34,,,9:32.77,,,15:53.57,,,,,1:06.32,,,2:24.78,,,2:04.79,,,,49.78,,,1:50.85,,,,,2:09.21,,,4:35.89,,,24.51,,,34.71,,,22.15,,,12.67,,,13.47,,,12.93,,,,,75.24,,,73.09,,,100.0,,,,17.95,,,14.56,,,,,78.55,,,69.79,,
303272,25.25,,,56.33,,,,,,,,,,,,,,,1:01.21,,,2:16.89,,,,,,,,,,,,,,,,,,,,,,,44.42,,,54.24,,,,,,,,,,,,,,,54.26,,,71.04,,,,,,,,,,,,,,,,,,,,,,
1158045,24.58,,,53.14,,,1:57.44,,,,,5:00.85,,,,,,,,,1:14.79,,,2:40.32,1:03.39,,,,,2:45.81,,,,,,,1:01.30,,2:08.19,,,,,,36.18,,,32.29,,,41.32,,,,,72.15,,,,,,,,,90.85,,,86.54,19.34,,,,,37.43,,,,,,,47.86,,33.34,,,,,
481571,23.72,,,53.12,,,1:50.44,,,,,,,,,,,,56.58,,,2:03.42,,,,,,,,,1:00.68,,,,,,,,,,,,,,67.93,,,77.2,,,49.09,,,,,,,,,,,,68.91,,,65.05,,,,,,,,,100.0,,,,,,,,,,,,,
635446,24.67,,,,,57.86,1:43.48,,,4:39.69,,,9:37.55,,,15:50.12,,,,,1:09.75,,,2:23.09,1:19.24,,,,,,53.03,,,1:53.30,,,1:13.36,,2:01.16,,,4:04.63,,,93.16,,,,,60.69,25.1,,,24.91,,,21.67,,,14.02,,,,,100.0,,,71.26,100.0,,,,,,44.5,,,26.92,,,100.0,,48.52,,,21.88,,
1426058,24.56,,,55.26,,,,,,5:53.89,,,,,,,,,1:12.73,,,,,,1:20.94,,,,,,,,,,,,1:10.55,,,,,,,,36.95,,,49.37,,,,,,100.0,,,,,,,,,100.0,,,,,,100.0,,,,,,,,,,,,100.0,,,,,,,
404986,,,29.75,,,1:05.42,2:04.38,,,6:12.55,,,,,,,,,1:05.53,,,2:42.30,,,1:08.80,,,2:33.64,,,1:07.19,,,2:56.87,,,1:27.83,,2:17.10,,,5:39.77,,,,,60.17,,,63.37,65.15,,,100.0,,,,,,,,,94.58,,,100.0,,,49.23,,,64.04,,,100.0,,,100.0,,,100.0,,59.21,,,100.0,,
613696,27.39,,,57.59,,,2:02.16,,,5:32.69,,,,,,,,,1:02.54,,,2:15.37,,,,,,,,,1:04.70,,,2:30.47,,,,,2:38.74,,,,,,88.05,,,68.11,,,58.93,,,70.5,,,,,,,,,70.43,,,70.03,,,,,,,,,90.11,,,100.0,,,,,100.0,,,,,
2251174,25.2,,,58.20,,,,,2:33.63,,,,,,,,,,,,1:22.75,,,,,,1:34.33,,,,,,1:20.38,,,,,,,,2:55.16,,,,47.86,,,74.34,,,,,100.0,,,,,,,,,,,,100.0,,,,,,100.0,,,,,,100.0,,,,,,,,100.0,,,
422854,26.15,,,55.50,,,1:59.30,,,5:37.07,,,,,,,,,1:09.38,,,2:28.82,,,1:13.02,,,2:40.37,,,,,1:20.65,2:37.86,,,1:37.21,,2:22.90,,,4:58.40,,,63.78,,,50.57,,,48.09,,,77.29,,,,,,,,,100.0,,,100.0,,,81.88,,,89.73,,,,,100.0,100.0,,,100.0,,84.32,,,71.48,,
613335,22.96,,,49.88,,,1:49.80,,,5:07.09,,,10:40.31,,,18:10.57,,,55.56,,,2:02.91,,,1:00.27,,,2:13.99,,,,58.93,,2:02.22,,,,,2:00.51,,,4:25.71,,,55.91,,,49.13,,,49.26,,,65.01,,,65.43,,,71.91,,,62.87,,,66.57,,,39.74,,,49.88,,,,45.04,,59.07,,,,,46.16,,,55.9,,
454429,24.79,,,,,1:01.15,,,2:12.97,5:28.46,,,11:25.79,,,,,,59.41,,,2:09.36,,,1:17.63,,,2:48.20,,,,,1:12.87,2:30.30,,,1:02.37,,2:14.50,,,,,5:23.79,39.68,,,,,33.6,,,36.24,61.68,,,61.56,,,,,,45.25,,,47.11,,,100.0,,,100.0,,,,,82.85,100.0,,,47.39,,50.38,,,,,48.77
275642,26.34,,,54.77,,,1:59.14,,,5:07.43,,,10:28.37,,,17:44.44,,,,,,,,,,,,,,,1:00.97,,,,,,,,,,,,,,63.81,,,41.85,,,43.39,,,32.98,,,39.79,,,34.69,,,,,,,,,,,,,,,54.1,,,,,,,,,,,,,
440190,36.74,,,1:18.14,,,1:49.27,,,4:44.30,,,9:38.28,,,,,,1:34.34,,,,,,1:01.71,,,2:11.69,,,1:50.03,,,,,,1:39.54,,,,,,,,100.0,,,100.0,,,44.43,,,29.91,,,16.11,,,,,,100.0,,,,,,49.25,,,40.67,,,100.0,,,,,,100.0,,,,,,,
1417372,21.59,,,46.40,,,1:40.20,,,4:33.63,,,,,8:33.23,17:13.14,,,51.74,,,2:05.10,,,57.44,,,2:04.86,,,49.60,,,1:53.24,,,1:00.75,,1:53.37,,,4:22.84,,,29.8,,,21.33,,,14.24,,,14.27,,,,,11.77,43.35,,,29.81,,,71.35,,,22.05,,,20.66,,,16.69,,,22.06,,,100.0,,20.93,,,46.95,,
1335800,,,28.91,,,1:01.36,2:01.35,,,,,4:54.89,11:26.39,,,,,19:20.02,,,1:15.71,2:24.69,,,,,1:17.17,,,2:56.08,,,1:09.28,,,,1:03.16,,2:13.76,,,5:04.38,,,,,45.87,,,35.48,55.81,,,,,62.18,69.3,,,,,60.49,,,97.95,100.0,,,,,39.68,,,64.38,,,51.46,,,,61.63,,51.35,,,81.94,,
638542,31.36,,,,,1:15.63,,,,,,,,,,,,,,,1:27.28,,,,1:35.16,,,,,,,,1:34.53,,,,,,2:47.80,,,,,,100.0,,,,,100.0,,,,,,,,,,,,,,,100.0,,,,100.0,,,,,,,,100.0,,,,,,100.0,,,,,
479105,23.57,,,51.92,,,1:53.68,,,,,4:46.33,10:58.55,,,,,,57.73,,,2:07.55,,,1:03.45,,,2:20.71,,,57.58,,,2:15.10,,,59.19,,2:06.55,,,4:39.92,,,20.2,,,23.45,,,28.27,,,,,48.5,47.42,,,,,,33.66,,,42.4,,,18.61,,,27.4,,,33.61,,,59.02,,,16.77,,25.42,,,41.73,,
418407,24.86,,,,,1:00.23,1:52.27,,,5:05.82,,,11:04.19,,,18:19.37,,,59.97,,,2:08.54,,,1:24.70,,,,,,,,1:06.82,2:10.69,,,,,2:18.13,,,4:42.95,,,40.86,,,,,27.71,21.72,,,30.69,,,46.86,,,45.9,,,49.37,,,44.35,,,100.0,,,,,,,,41.22,41.81,,,,,62.8,,,45.41,,
1734113,22.34,,,48.91,,,1:48.38,,,5:23.65,,,,,,,,,56.46,,,2:16.35,,,1:01.49,,,2:16.74,,,54.02,,,2:36.52,,,1:23.56,,2:04.36,,,4:43.64,,,43.7,,,40.66,,,43.58,,,93.0,,,,,,,,,70.87,,,100.0,,,48.33,,,59.23,,,52.69,,,100.0,,,100.0,,60.52,,,89.43,,
488854,23.25,,,50.42,,,1:48.68,,,4:55.91,,,,,,,,,1:30.36,,,,,,1:05.73,,,2:21.91,,,1:32.84,,,,,,1:26.78,,2:09.55,,,,,,15.41,,,13.14,,,12.2,,,20.27,,,,,,,,,100.0,,,,,,32.93,,,31.77,,,100.0,,,,,,100.0,,37.59,,,,,
758550,24.42,,,55.28,,,2:07.78,,,6:46.94,,,,,,,,,1:09.74,,,,,,1:07.98,,,2:38.18,,,1:04.48,,,,,,1:07.52,,2:20.23,,,,,,87.38,,,100.0,,,100.0,,,100.0,,,,,,,,,100.0,,,,,,100.0,,,100.0,,,100.0,,,,,,100.0,,100.0,,,,,
869453,,,24.68,48.35,,,1:45.53,,,4:54.65,,,,,,,,,54.24,,,2:13.91,,,1:06.02,,,2:21.70,,,51.95,,,1:57.00,,,58.95,,,,2:29.80,,,,,,32.39,35.91,,,32.63,,,45.88,,,,,,,,,51.61,,,100.0,,,83.35,,,77.09,,,35.91,,,39.67,,,94.85,,,,89.1,,,
398248,23.38,,,51.10,,,1:52.30,,,5:12.40,,,,,,,,,,,,,,,1:03.40,,,,,,55.33,,,,,,,,,,,,,,57.5,,,54.22,,,52.75,,,70.77,,,,,,,,,,,,,,,55.86,,,,,,54.46,,,,,,,,,,,,,
420472,,,26.14,,56.63,,,,,,,,,,,,,,,,,,,,,,,,,,,1:03.61,,,,,,,,,,,,,,,9.1,,17.24,,,,,,,,,,,,,,,,,,,,,,,,,,,31.76,,,,,,,,,,,,
1330953,,,27.91,,,59.95,1:53.43,,,5:07.78,,,,,10:21.91,,,19:36.63,59.90,,,2:14.49,,,1:11.86,,,2:39.88,,,1:00.91,,,2:39.09,,,1:05.72,,,,2:32.70,4:49.75,,,,,32.43,,,27.03,25.96,,,33.2,,,,,68.31,,,65.94,49.87,,,65.28,,,74.0,,,90.49,,,59.06,,,100.0,,,81.97,,,,46.56,54.8,,
606004,22.5,,,48.19,,,1:47.06,,,,,,,,,,,,54.92,,,,,,,,,,,,,,,,,,,,,,,,,,51.12,,,38.37,,,41.39,,,,,,,,,,,,62.27,,,,,,,,,,,,,,,,,,,,,,,,,
521965,25.56,,,56.07,,,,,2:28.75,,,,,,,,,,,,1:20.96,,,2:59.40,,,1:41.80,,,,,,1:30.80,,,,,,,,3:00.68,,,,53.01,,,53.62,,,,,90.33,,,,,,,,,,,,100.0,,,100.0,,,100.0,,,,,,100.0,,,,,,,,100.0,,,
