ID,50 Y Free Time,50 S Free Time,50 L Free Time,100 Y Free Time,100 S Free Time,100 L Free Time,200 Y Free Time,200 S Free Time,200 L Free Time,500 Y Free Time,400 S Free Time,400 L Free Time,1000 Y Free Time,800 S Free Time,800 L Free Time,1650 Y Free Time,1500 S Free Time,1500 L Free Time,100 Y Back Time,100 S Back Time,100 L Back Time,200 Y Back Time,200 S Back Time,200 L Back Time,100 Y Breast Time,100 S Breast Time,100 L Breast Time,200 Y Breast Time,200 S Breast Time,200 L Breast Time,100 Y Fly Time,100 S Fly Time,100 L Fly Time,200 Y Fly Time,200 S Fly Time,200 L Fly Time,100 Y IM Time,100 S IM Time,200 Y IM Time,200 S IM Time,200 L IM Time,400 Y IM Time,400 S IM Time,400 L IM Time,50 Y Free Points,50 S Free Points,50 L Free Points,100 Y Free Points,100 S Free Points,100 L Free Points,200 Y Free Points,200 S Free Points,200 L Free Points,500 Y Free Points,400 S Free Points,400 L Free Points,1000 Y Free Points,800 S Free Points,800 L Free Points,1650 Y Free Points,1500 S Free Points,1500 L Free Points,100 Y Back Points,100 S Back Points,100 L Back Points,200 Y Back Points,200 S Back Points,200 L Back Points,100 Y Breast Points,100 S Breast Points,100 L Breast Points,200 Y Breast Points,200 S Breast Points,200 L Breast Points,100 Y Fly Points,100 S Fly Points,100 L Fly Points,200 Y Fly Points,200 S Fly Points,200 L Fly Points,100 Y IM Points,100 S IM Points,200 Y IM Points,200 S IM Points,200 L IM Points,400 Y IM Points,400 S IM Points,400 L IM Points
1160841,25.52,,,56.90,,,,,2:44.47,5:42.37,,,,,,19:45.79,,,1:07.25,,,,,,1:18.66,,,2:54.32,,,1:08.53,,,,,,1:24.25,,,,,,,,100.0,,,100.0,,,,,100.0,100.0,,,,,,100.0,,,100.0,,,,,,100.0,,,100.0,,,100.0,,,,,,100.0,,,,,,,
1160841,25.52,,,56.90,,,,,2:44.47,5:42.37,,,,,,19:45.79,,,1:07.25,,,,,,1:18.66,,,2:54.32,,,1:08.53,,,,,,1:24.25,,,,,,,,100.0,,,100.0,,,,,100.0,100.0,,,,,,100.0,,,100.0,,,,,,100.0,,,100.0,,,100.0,,,,,,100.0,,,,,,,
1160841,25.52,,,56.90,,,,,2:44.47,5:42.37,,,,,,19:45.79,,,1:07.25,,,,,,1:18.66,,,2:54.32,,,1:08.53,,,,,,1:24.25,,,,,,,,100.0,,,100.0,,,,,100.0,100.0,,,,,,100.0,,,100.0,,,,,,100.0,,,100.0,,,100.0,,,,,,100.0,,,,,,,
1386119,22.04,,,47.25,,,1:44.52,,,4:57.50,,,11:09.44,,,,,,54.37,,,1:57.80,,,1:09.90,,,,,2:59.85,52.69,,,3:02.16,,,,,1:57.35,,,4:49.40,,,38.02,,,26.91,,,28.88,,,50.12,,,88.91,,,,,,52.69,,,46.76,,,100.0,,,,,100.0,41.76,,,100.0,,,,,35.04,,,100.0,,
1997076,30.11,,,1:07.12,,,2:32.61,,,,,,,,,,,,,,,,,,1:14.22,,,,,,,,,,,,,,2:53.56,,,,,,100.0,,,100.0,,,100.0,,,,,,,,,,,,,,,,,,91.33,,,,,,,,,,,,,,100.0,,,,,
520393,,,28.82,,,1:01.65,1:56.51,,,6:54.23,,,,,,,,,,,1:22.14,,,2:52.32,1:07.96,,,2:29.19,,,1:13.18,,,,,,1:19.41,,,,2:28.63,5:14.37,,,,,44.52,,,37.4,38.01,,,100.0,,,,,,,,,,,100.0,,,100.0,46.82,,,52.95,,,100.0,,,,,,100.0,,,,35.43,100.0,,
522399,25.6,,,55.71,,,1:58.08,,,5:18.76,,,,,,,,,1:00.61,,,2:11.03,,,1:13.54,,,2:37.90,,,1:14.99,,,,,,1:07.83,,2:17.78,,,4:57.37,,,53.72,,,52.28,,,43.63,,,50.09,,,,,,,,,55.22,,,54.29,,,85.77,,,81.15,,,100.0,,,,,,99.96,,65.31,,,69.72,,
712385,26.66,,,54.87,,,1:57.67,,,5:20.19,,,,,,,,,,,,,,,,,,,,,1:03.35,,,,,,,,2:24.83,,,,,,73.49,,,45.54,,,42.15,,,52.11,,,,,,,,,,,,,,,,,,,,,78.52,,,,,,,,91.85,,,,,
404009,24.95,,,53.77,,,1:57.73,,,,,5:13.85,,,10:39.54,19:42.39,,,1:02.23,,,,,,1:05.01,,,2:23.28,,,59.49,,,2:18.57,,,1:28.74,,2:08.82,,,5:05.05,,,42.38,,,37.02,,,42.36,,,,,95.24,,,90.97,83.23,,,67.16,,,,,,27.5,,,34.45,,,47.25,,,71.51,,,100.0,,32.24,,,83.13,,
480528,24.02,,,50.95,,,1:48.86,,,4:50.53,,,9:48.97,,,16:39.40,,,58.35,,,2:04.99,,,,,1:30.18,,,,,,1:03.80,,,2:14.68,,,2:18.11,,,4:23.96,,,83.64,,,63.35,,,48.59,,,42.77,,,28.69,,,35.34,,,94.42,,,81.28,,,,,100.0,,,,,,74.31,,,49.17,,,100.0,,,57.72,,
495945,21.18,,,46.37,,,1:42.81,,,5:00.69,,,,,,16:54.73,,,1:11.67,,,2:02.03,,,1:00.02,,,2:10.88,,,52.87,,,2:05.44,,,1:14.33,,1:50.71,,,,,5:11.07,22.6,,,20.01,,,22.71,,,54.97,,,,,,38.68,,,100.0,,,63.04,,,38.02,,,39.75,,,43.21,,,71.89,,,100.0,,13.55,,,,,73.87
495945,21.18,,,46.37,,,1:42.81,,,5:00.69,,,,,,16:54.73,,,1:11.67,,,2:02.03,,,1:00.02,,,2:10.88,,,52.87,,,2:05.44,,,1:14.33,,1:50.71,,,,,5:11.07,22.6,,,20.01,,,22.71,,,54.97,,,,,,38.68,,,100.0,,,63.04,,,38.02,,,39.75,,,43.21,,,71.89,,,100.0,,13.55,,,,,73.87
304423,22.5,,,51.10,,,1:49.14,,,4:45.33,,,10:00.12,,,16:59.27,,,57.66,,,2:05.40,,,,,,,,,53.07,,,1:59.44,,,,,2:01.32,,,4:19.88,,,40.48,,,54.22,,,40.3,,,30.35,,,33.41,,,45.42,,,73.58,,,68.5,,,,,,,,,36.42,,,39.14,,,,,42.93,,,44.5,,
459561,22.13,,,48.14,,,1:45.35,,,4:56.14,,,10:31.80,,,18:01.35,,,51.19,,,1:51.36,,,1:08.08,,,,,2:54.19,53.04,,,,,2:25.82,,,,,2:20.54,4:30.03,,,43.83,,,37.94,,,34.77,,,51.14,,,58.62,,,71.17,,,31.59,,,28.5,,,100.0,,,,,100.0,48.66,,,,,89.06,,,,,59.85,68.78,,
615520,22.73,,,51.50,,,2:29.44,,,,,,,,,,,,,,,,,,1:18.20,,,2:58.13,,,57.71,,,,,,1:29.77,,2:11.52,,,,,,44.81,,,57.85,,,100.0,,,,,,,,,,,,,,,,,,100.0,,,100.0,,,75.13,,,,,,100.0,,81.82,,,,,
466717,21.67,,,47.22,,,1:47.49,,,4:58.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.29,,,24.77,,,37.53,,,50.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335815,27.62,,,1:00.85,,,,,2:36.11,,,5:30.93,,,,,,,,,1:23.24,2:30.34,,,1:23.35,,,2:58.15,,,,,1:11.05,,,2:28.56,1:07.72,,2:26.41,,,,,5:53.73,92.8,,,98.13,,,,,100.0,,,100.0,,,,,,,,,100.0,100.0,,,100.0,,,100.0,,,,,63.29,,,43.26,99.0,,98.17,,,,,91.25
575642,,,32.10,59.37,,,2:05.37,,,5:34.82,,,11:48.59,,,,,22:44.77,1:10.03,,,,,2:58.32,,,1:36.66,3:13.47,,,,,1:27.52,,,3:17.25,1:08.89,,2:28.04,,,5:13.21,,,,,99.31,84.09,,,71.71,,,73.78,,,86.16,,,,,100.0,100.0,,,,,100.0,,,100.0,100.0,,,,,100.0,,,100.0,100.0,,100.0,,,98.14,,
2437993,21.93,,,50.03,,,1:59.57,,,6:28.59,,,,,,,,,,,,,,,1:09.09,,,,,,1:00.27,,,,,,,,2:14.25,,,,,,35.98,,,51.83,,,93.43,,,100.0,,,,,,,,,,,,,,,100.0,,,,,,100.0,,,,,,,,100.0,,,,,
501834,,,25.60,48.31,,,1:46.69,,,4:45.41,,,,,9:37.18,,,,,1:03.72,,2:04.69,,,58.00,,,2:08.56,,,53.09,,,2:07.89,,,,,1:58.68,,,,,,,,46.07,39.4,,,39.94,,,35.4,,,,,81.94,,,,,85.23,,79.98,,,29.07,,,36.4,,,49.08,,,86.65,,,,,42.99,,,,,
329899,35.53,,,,,,,,,,,,,,,,,,,,,,,,1:22.57,,,,,,,,,,,,,,2:55.63,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,100.0,,,,,
1605853,24.33,,,51.60,,,1:51.19,,,4:56.20,,,10:11.88,,,17:19.67,,,1:03.88,,,2:23.64,,,1:10.35,,,2:32.26,,,,,1:09.05,2:12.50,,,1:05.86,,2:07.44,,,4:47.47,,,85.33,,,64.99,,,54.96,,,48.18,,,44.49,,,49.08,,,100.0,,,100.0,,,100.0,,,100.0,,,,,100.0,100.0,,,100.0,,72.67,,,97.16,,
1977672,23.97,,,50.18,,,1:50.44,,,4:59.08,,,,,,,,,57.87,,,2:03.28,,,1:05.32,,,2:21.89,,,55.14,,,2:03.00,,,,,2:01.43,,,4:21.33,,,77.26,,,51.82,,,51.87,,,52.51,,,,,,,,,83.91,,,68.07,,,77.61,,,77.8,,,62.32,,,62.11,,,,,49.51,,,48.37,,
806637,30.15,,,1:07.52,,,2:22.37,,,6:15.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,100.0,,,100.0,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519437,,,30.65,58.18,,,2:12.97,,,,,5:15.21,,,,,,,1:12.11,,,2:34.71,,,1:12.74,,,2:45.33,,,,,1:09.69,2:23.32,,,1:09.69,,,,2:43.60,5:24.11,,,,,73.63,73.3,,,100.0,,,,,97.85,,,,,,,100.0,,,100.0,,,79.81,,,100.0,,,,,54.15,89.65,,,100.0,,,,80.28,100.0,,
1329099,,,24.76,46.28,,,1:40.91,,,4:40.20,,,10:02.57,,,16:29.48,,,51.15,,,1:49.58,,,1:02.15,,,2:18.27,,,52.79,,,1:56.70,,,58.09,,1:54.25,,,4:05.46,,,,,33.68,19.32,,,16.08,,,25.59,,,38.04,,,28.65,,,27.31,,,18.33,,,53.13,,,64.61,,,42.56,,,38.6,,,86.48,,24.69,,,23.12,,
461040,22.5,,,49.46,,,1:44.54,,,4:39.58,,,10:04.19,,,17:15.55,,,1:05.30,,,,,2:23.69,,,1:04.33,2:01.62,,,1:02.10,,,,,2:54.80,,,,,2:10.78,4:02.24,,,46.78,,,45.42,,,28.96,,,24.77,,,39.15,,,47.33,,,100.0,,,,,73.41,,,15.97,12.33,,,100.0,,,,,100.0,,,,,26.16,18.37,,
442972,26.22,,,,,1:05.21,2:10.97,,,,,,,,,,,,,,1:17.31,,,,,,,,,,1:01.60,,,,,,1:12.27,,2:20.48,,,,,,65.09,,,,,70.8,95.62,,,,,,,,,,,,,,100.0,,,,,,,,,,63.37,,,,,,100.0,,71.2,,,,,
746989,21.95,,,46.63,,,1:44.29,,,,,,,,,,,,51.45,,,1:53.15,,,54.83,,,1:57.41,,,48.47,,,1:51.59,,,,,1:49.29,,,,,,36.35,,,22.02,,,28.04,,,,,,,,,,,,29.54,,,30.17,,,5.46,,,1.17,,,10.58,,,21.31,,,,,9.27,,,,,
488875,24.03,,,51.92,,,1:59.05,,,5:13.75,,,,,,,,,56.00,,,2:10.10,,,58.97,,,2:15.93,,,54.74,,,2:01.93,,,,,2:05.77,,,4:32.03,,,70.92,,,61.71,,,81.79,,,72.98,,,,,,,,,59.1,,,88.05,,,25.61,,,49.89,,,49.61,,,47.96,,,,,59.12,,,65.58,,
488875,24.03,,,51.92,,,1:59.05,,,5:13.75,,,,,,,,,56.00,,,2:10.10,,,58.97,,,2:15.93,,,54.74,,,2:01.93,,,,,2:05.77,,,4:32.03,,,70.92,,,61.71,,,81.79,,,72.98,,,,,,,,,59.1,,,88.05,,,25.61,,,49.89,,,49.61,,,47.96,,,,,59.12,,,65.58,,
977378,,,28.85,,,1:04.15,2:00.74,,,5:25.67,,,11:22.46,,,18:52.91,,,1:11.03,,,2:37.85,,,1:09.68,,,,,2:53.55,58.14,,,2:23.03,,,,,2:20.00,,,5:01.86,,,,,100.0,,,100.0,98.14,,,96.62,,,100.0,,,92.6,,,100.0,,,100.0,,,100.0,,,,,100.0,90.11,,,100.0,,,,,100.0,,,100.0,,
368251,26.78,,,56.41,,,1:58.69,,,5:14.74,,,10:37.71,,,18:14.19,,,59.75,,,2:07.12,,,1:18.30,,,2:35.05,,,1:00.41,,,2:15.63,,,,,2:12.15,,,4:37.24,,,75.83,,,58.05,,,45.85,,,42.38,,,33.96,,,45.41,,,48.08,,,40.97,,,100.0,,,70.12,,,54.14,,,60.88,,,,,42.68,,,37.72,,
2136729,26.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:07.08,,,,,,,,,,,,,,66.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,
513597,25.82,,,59.27,,,2:08.19,,,,5:14.22,,,,,,,,1:02.01,,,2:25.16,,,1:24.74,,,2:52.08,,,59.66,,,,2:42.85,,1:23.01,,2:27.83,,,5:09.49,,,54.36,,,79.5,,,78.37,,,,100.0,,,,,,,,60.35,,,100.0,,,100.0,,,100.0,,,44.44,,,,100.0,,100.0,,97.28,,,87.88,,
964658,,,,1:05.07,,,2:09.12,,,5:58.66,,,,,,,,,1:07.22,,,,,,,,,,,,,,,,,,,1:19.65,2:33.29,,,,,,,,,100.0,,,82.26,,,100.0,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,100.0,100.0,,,,,
529957,21.12,,,47.83,,,1:47.56,,,5:27.59,,,,,,,,,56.37,,,2:46.67,,,56.38,,,2:20.71,,,52.56,,,,,,54.77,,2:03.48,,,,,,21.57,,,31.61,,,40.37,,,100.0,,,,,,,,,70.06,,,100.0,,,14.57,,,73.42,,,40.72,,,,,,56.46,,57.16,,,,,
329550,24.76,,,56.55,,,1:51.77,,,5:00.77,,,10:28.72,,,17:51.93,,,1:10.46,,,2:25.22,,,1:14.29,,,2:27.09,,,56.10,,,2:05.96,,,1:09.03,,2:07.19,,,4:35.29,,,36.24,,,56.04,,,18.57,,,24.59,,,40.02,,,37.53,,,100.0,,,100.0,,,83.87,,,41.72,,,20.27,,,25.4,,,100.0,,26.01,,,32.52,,
1396132,24.48,,,50.26,,,1:56.22,,,5:11.64,,,11:10.79,,,18:52.49,,,1:05.73,,,2:19.83,,,1:12.72,,,2:40.47,,,1:00.60,,,2:12.48,,,1:04.66,,2:15.11,,,4:44.11,,,35.63,,,12.63,,,35.41,,,38.24,,,52.51,,,62.11,,,97.7,,,85.64,,,80.29,,,92.6,,,56.65,,,50.5,,,73.35,,55.71,,,45.99,,
597951,25.05,,,53.96,,,1:55.83,,,5:26.76,,,10:58.52,,,,,,59.81,,,2:06.07,,,1:05.84,,,2:23.94,,,59.00,,,,,2:45.65,1:12.33,,2:07.10,,,4:30.78,,,44.09,,,38.46,,,35.63,,,61.6,,,49.62,,,,,,49.2,,,37.53,,,33.6,,,37.47,,,44.4,,,,,98.23,100.0,,29.99,,,28.39,,
991069,,,30.67,56.31,,,1:58.01,,,5:14.14,,,,,9:43.53,17:56.14,,,1:00.35,,,2:10.28,,,1:14.36,,,2:33.80,,,58.17,,,2:10.77,,,1:19.91,,2:11.96,,,4:38.77,,,,,73.97,57.22,,,43.37,,,43.7,,,,,42.21,40.46,,,53.25,,,51.67,,,92.02,,,67.47,,,38.43,,,44.31,,,100.0,,45.36,,,40.0,,
664305,21.26,,,48.92,,,,,,,,,,,,,,,,,,,,,,,,,,,57.47,,,,,,,,,,,,,,27.64,,,44.71,,,,,,,,,,,,,,,,,,,,,,,,,,,88.83,,,,,,,,,,,,,
406942,22.77,,,50.76,,,1:48.92,,,4:57.04,,,,,,,,,58.13,,,2:07.80,,,,,,,,,59.05,,,,,,,,2:07.05,,,,,,45.57,,,51.18,,,39.46,,,46.94,,,,,,,,,77.83,,,78.3,,,,,,,,,87.54,,,,,,,,64.0,,,,,
360281,25.33,,,54.89,,,1:56.97,,,5:06.54,,,10:39.27,,,17:35.08,,,1:01.14,,,2:11.14,,,1:13.33,,,2:35.32,,,57.85,,,2:05.64,,,1:08.14,,2:14.92,,,4:41.80,,,48.94,,,44.18,,,37.52,,,31.61,,,31.05,,,29.08,,,58.22,,,53.23,,,80.49,,,69.44,,,34.64,,,26.11,,,91.89,,51.78,,,43.65,,
1322773,,,27.08,,,57.53,,,2:03.58,,,4:27.57,,,9:26.43,,,18:13.20,,,1:12.13,,,2:44.47,,,1:23.01,2:36.38,,,,,1:00.71,1:56.24,,,1:09.23,,2:04.98,,,4:36.05,,,,,21.05,,,12.38,,,9.24,,,19.61,,,27.41,,,33.28,,,71.31,,,99.54,,,74.21,78.32,,,,,2.4,1.99,,,100.0,,23.45,,,34.0,,
418351,,,27.60,48.91,,,,,2:01.99,4:45.45,,,9:52.11,,,16:41.45,,,54.48,,,1:56.75,,,1:06.04,,,,,,52.04,,,1:55.70,,,58.61,,1:53.34,,,3:58.83,,,,,82.8,44.62,,,,,38.21,35.46,,,30.74,,,36.17,,,58.43,,,47.92,,,90.05,,,,,,40.46,,,38.46,,,56.71,,24.67,,,17.08,,
824197,26.61,,,57.31,,,2:05.15,,,5:32.96,,,,,,,,,,,,,,,1:26.76,,,,,,,,,,,,,,,,,,,,100.0,,,100.0,,,100.0,,,100.0,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,
461228,19.7,,,43.22,,,1:38.03,,,,,4:31.91,,,,,,,51.52,,,2:02.64,,,1:03.16,,,,,,48.79,,,,,,,,,,2:24.54,,,,1.0,,,1.0,,,6.51,,,,,59.41,,,,,,,30.07,,,65.48,,,60.67,,,,,,12.76,,,,,,,,,,69.97,,,
461228,19.7,,,43.22,,,1:38.03,,,,,4:31.91,,,,,,,51.52,,,2:02.64,,,1:03.16,,,,,,48.79,,,,,,,,,,2:24.54,,,,1.0,,,1.0,,,6.51,,,,,59.41,,,,,,,30.07,,,65.48,,,60.67,,,,,,12.76,,,,,,,,,,69.97,,,
1508727,,,SCR,,,1:01.01,1:55.34,,,5:12.99,,,11:10.10,,,,,,57.32,,,2:05.52,,,1:13.33,,,2:36.58,,,,,1:05.25,2:12.10,,,1:04.61,,2:09.69,,,4:39.58,,,,,43.46,,,33.84,32.38,,,40.03,,,52.04,,,,,,31.45,,,34.55,,,84.84,,,79.0,,,,,26.89,49.22,,,72.95,,37.83,,,39.16,,
559938,23.2,,,50.19,,,1:51.99,,,5:05.24,,,10:25.38,,,17:47.26,,,58.21,,,2:07.49,,,1:13.59,,,2:40.34,,,1:05.08,,,,,,1:27.34,,2:11.52,,,4:48.72,,,60.82,,,51.91,,,58.31,,,62.07,,,54.2,,,61.18,,,87.16,,,85.77,,,100.0,,,100.0,,,100.0,,,,,,100.0,,89.69,,,99.73,,
1252450,,,28.82,54.69,,,,,2:29.71,,,,,,,,,,,,,,,3:00.93,,,1:43.54,,,,1:01.19,,,,,,,,2:20.76,,,,,,,,100.0,100.0,,,,,100.0,,,,,,,,,,,,,,,100.0,,,100.0,,,,100.0,,,,,,,,100.0,,,,,
677086,,,28.59,53.85,,,1:57.92,,,,,,,,10:38.52,,,,59.59,,,2:10.79,,,1:07.79,,,2:30.67,,,59.19,,,,,,,,2:11.61,,,,,,,,41.11,37.62,,,43.05,,,,,,,,86.01,,,,47.57,,,53.45,,,45.73,,,57.52,,,45.79,,,,,,,,44.21,,,,,
859491,34.67,,,1:14.29,,,2:51.49,,,,,,,,,,,,1:28.85,,,,,,1:40.82,,,3:41.44,,,,,,,,,,,,,,,,,100.0,,,100.0,,,100.0,,,,,,,,,,,,100.0,,,,,,100.0,,,100.0,,,,,,,,,,,,,,,,
882220,27.62,,,,,1:07.76,2:12.94,,,6:04.65,,,,,12:44.97,,,,1:13.75,,,2:53.74,,,,,,,,,,,1:23.19,2:46.65,,,1:40.16,,2:51.85,,,,,,92.8,,,,,91.51,100.0,,,100.0,,,,,100.0,,,,100.0,,,100.0,,,,,,,,,,,100.0,100.0,,,100.0,,100.0,,,,,
418840,,,24.61,,,52.73,1:42.58,,,4:55.38,,,10:15.25,,,,,,49.16,,,1:48.15,,,1:01.38,,,2:19.09,,,,,56.27,1:53.34,,,1:03.63,,1:49.89,,,4:07.57,,,,,29.88,,,20.18,24.49,,,49.99,,,46.56,,,,,,16.67,,,17.79,,,52.79,,,72.47,,,,,19.9,30.22,,,100.0,,13.72,,,30.3,,
418840,,,24.61,,,52.73,1:42.58,,,4:55.38,,,10:15.25,,,,,,49.16,,,1:48.15,,,1:01.38,,,2:19.09,,,,,56.27,1:53.34,,,1:03.63,,1:49.89,,,4:07.57,,,,,29.88,,,20.18,24.49,,,49.99,,,46.56,,,,,,16.67,,,17.79,,,52.79,,,72.47,,,,,19.9,30.22,,,100.0,,13.72,,,30.3,,
488387,25.87,,,55.26,,,2:01.19,,,5:32.69,,,11:30.69,,,,,,1:05.19,,,2:20.91,,,,,1:47.63,,,,1:03.91,,,,,,,,2:26.68,,,,,,55.25,,,45.67,,,50.87,,,68.26,,,85.32,,,,,,86.14,,,86.46,,,,,100.0,,,,77.34,,,,,,,,92.73,,,,,
650719,,,31.99,59.43,,,,,2:35.39,6:08.09,,,12:44.94,,,,,,1:02.45,,,2:20.43,,,1:21.71,,,,,,59.21,,,2:21.52,,,1:09.48,,2:18.65,,,5:02.79,,,,,97.28,84.65,,,,,100.0,100.0,,,100.0,,,,,,69.7,,,89.71,,,100.0,,,,,,45.94,,,82.63,,,100.0,,68.45,,,79.11,,
559132,21.93,,,47.83,,,1:43.49,,,,,4:16.74,,,9:31.85,16:34.59,,,54.89,,,,,2:23.30,1:08.95,,,2:57.98,,,50.55,,,1:53.64,,,1:12.00,,2:02.87,,,4:27.68,,,35.98,,,31.61,,,25.14,,,,,34.34,,,63.98,30.64,,,57.09,,,,,72.01,100.0,,,100.0,,,25.3,,,28.06,,,100.0,,54.85,,,59.37,,
400923,27.22,,,58.67,,,2:08.93,,,,,,,,,,,,,,,,,,1:07.38,,,2:26.85,,,,,1:12.78,2:22.16,,,,,2:16.40,,,4:47.97,,,84.59,,,75.85,,,83.83,,,,,,,,,,,,,,,,,,40.24,,,43.36,,,,,82.18,82.23,,,,,56.8,,,53.23,,
1193103,,,,53.06,,,,,,,,,,,,,,,58.01,,,,,,,,,,,,59.57,,,,,,,,2:33.37,,,,,,,,,31.7,,,,,,,,,,,,,,,35.6,,,,,,,,,,,,47.84,,,,,,,,100.0,,,,,
593418,,,29.27,,,1:04.32,,,2:21.20,,,4:50.96,11:03.09,,,18:19.44,,,,,1:20.47,2:26.57,,,,,1:37.87,2:56.94,,,1:01.22,,,2:13.83,,,,,2:25.50,,,,,5:55.95,,,51.35,,,55.9,,,64.36,,,55.82,52.73,,,49.72,,,,,100.0,100.0,,,,,100.0,100.0,,,61.21,,,54.6,,,,,94.51,,,,,94.86
1124880,25.07,,,54.71,,,,,2:14.54,5:16.37,,,10:35.70,,,17:36.15,,,1:00.60,,,,,2:30.51,1:05.80,,,2:22.00,,,,,1:03.19,,,2:19.95,1:06.38,,2:05.22,,,,,5:02.95,44.43,,,44.27,,,,,42.32,46.76,,,34.7,,,32.83,,,55.15,,,,,54.52,33.36,,,32.02,,,,,15.17,,,19.93,87.47,,24.35,,,,,20.52
638215,22.59,,,50.17,,,1:45.29,,,4:48.10,,,9:53.79,,,17:50.18,,,55.66,,,1:59.01,,,1:07.16,,,2:28.15,,,,,1:07.50,2:07.84,,,,,2:04.08,,,4:23.88,,,48.54,,,51.73,,,31.73,,,36.43,,,32.14,,,62.5,,,63.75,,,51.3,,,92.96,,,100.0,,,,,100.0,81.89,,,,,59.44,,,52.72,,
427964,26.89,,,56.84,,,2:06.38,,,6:07.57,,,,,,,,,,,,,,,,,,,,,1:06.33,,,,,,,,,,,,,,74.22,,,58.44,,,70.96,,,100.0,,,,,,,,,,,,,,,,,,,,,98.13,,,,,,,,,,,,,
666449,,,30.53,57.48,,,2:02.79,,,5:33.14,,,,,,,,,1:20.97,,,2:45.07,,,1:10.02,,,2:30.60,,,1:05.09,,,,,,1:13.43,,2:18.18,,,,,,,,71.61,67.16,,,61.38,,,71.19,,,,,,,,,100.0,,,100.0,,,60.49,,,57.3,,,93.55,,,,,,100.0,,66.75,,,,,
537848,22.43,,,,,54.78,1:43.15,,,4:41.62,,,,,10:08.60,,,,57.08,,,2:09.97,,,58.13,,,2:06.47,,,52.89,,,1:57.27,,,55.03,,1:55.33,,,4:09.50,,,45.43,,,,,36.52,23.92,,,27.49,,,,,97.46,,,,76.52,,,96.77,,,25.48,,,26.19,,,43.37,,,40.63,,,58.69,,28.23,,,29.25,,
618606,26.92,,,56.36,,,2:05.00,,,5:38.52,,,11:20.40,,,21:01.15,,,1:05.74,,,2:23.81,,,1:06.65,,,2:27.41,,,1:06.68,,,2:44.52,,,1:06.42,,2:14.04,,,4:55.65,,,78.59,,,57.63,,,70.2,,,79.57,,,64.93,,,100.0,,,97.79,,,100.0,,,38.55,,,47.57,,,100.0,,,100.0,,,87.81,,52.29,,,66.81,,
357053,19.87,,,45.02,,,1:41.95,,,5:07.76,,,,,,,,,54.25,,,,,,1:06.39,,,,,,49.69,,,2:06.99,,,,,,,2:15.58,,,,1.0,,,8.26,,,17.49,,,64.52,,,,,,,,,49.01,,,,,,85.6,,,,,,14.66,,,72.81,,,,,,,37.01,,,
400864,23.6,,,51.27,,,1:52.06,,,5:18.45,,,10:53.72,,,18:29.01,,,57.57,,,2:05.92,,,1:04.51,,,,,2:41.03,,,1:05.23,2:14.06,,,,,2:04.03,,,4:29.91,,,20.65,,,18.91,,,22.91,,,49.66,,,46.39,,,53.64,,,33.16,,,37.05,,,25.72,,,,,25.97,,,26.58,55.4,,,,,20.87,,,27.16,,
1127277,23.44,,,48.84,,,1:43.53,,,4:34.52,,,9:27.07,,,,,16:14.13,57.85,,,2:01.22,,,,,1:22.41,2:31.42,,,53.91,,,1:54.79,,,,,2:01.34,,,4:12.83,,,65.83,,,40.06,,,25.28,,,18.17,,,15.22,,,,,15.67,83.72,,,59.83,,,,,100.0,100.0,,,51.77,,,31.96,,,,,49.18,,,34.45,,
326164,,,28.38,,,1:00.48,1:56.68,,,5:28.73,,,,,,,,,55.33,,,2:02.56,,,1:15.33,,,2:43.77,,,56.40,,,2:06.17,,,1:06.83,,2:08.53,,,4:34.87,,,,,39.34,,,36.46,38.61,,,62.08,,,,,,,,,17.79,,,26.44,,,97.82,,,100.0,,,25.62,,,29.71,,,67.64,,31.35,,,34.25,,
1560210,27.82,,,1:01.10,,,2:15.79,,,,,5:41.09,,,,,,,1:17.82,,,,,,1:14.59,,,2:48.11,,,1:14.85,,,,,,,,2:28.09,,,,,,97.0,,,100.0,,,100.0,,,,,100.0,,,,,,,100.0,,,,,,93.8,,,100.0,,,100.0,,,,,,,,100.0,,,,,
358464,24.47,,,52.41,,,1:52.25,,,5:00.91,,,,,,,,18:49.38,,,,,,,1:11.75,,,,,2:51.18,55.75,,,2:03.76,,,,,2:15.28,,,,,5:15.51,31.54,,,24.42,,,20.09,,,24.76,,,,,,,,56.1,,,,,,,65.75,,,,,61.65,18.05,,,18.99,,,,,51.41,,,,,46.34
