ID,50 Y Free Time,50 S Free Time,50 L Free Time,100 Y Free Time,100 S Free Time,100 L Free Time,200 Y Free Time,200 S Free Time,200 L Free Time,500 Y Free Time,400 S Free Time,400 L Free Time,1000 Y Free Time,800 S Free Time,800 L Free Time,1650 Y Free Time,1500 S Free Time,1500 L Free Time,100 Y Back Time,100 S Back Time,100 L Back Time,200 Y Back Time,200 S Back Time,200 L Back Time,100 Y Breast Time,100 S Breast Time,100 L Breast Time,200 Y Breast Time,200 S Breast Time,200 L Breast Time,100 Y Fly Time,100 S Fly Time,100 L Fly Time,200 Y Fly Time,200 S Fly Time,200 L Fly Time,100 Y IM Time,100 S IM Time,200 Y IM Time,200 S IM Time,200 L IM Time,400 Y IM Time,400 S IM Time,400 L IM Time,50 Y Free Points,50 S Free Points,50 L Free Points,100 Y Free Points,100 S Free Points,100 L Free Points,200 Y Free Points,200 S Free Points,200 L Free Points,500 Y Free Points,400 S Free Points,400 L Free Points,1000 Y Free Points,800 S Free Points,800 L Free Points,1650 Y Free Points,1500 S Free Points,1500 L Free Points,100 Y Back Points,100 S Back Points,100 L Back Points,200 Y Back Points,200 S Back Points,200 L Back Points,100 Y Breast Points,100 S Breast Points,100 L Breast Points,200 Y Breast Points,200 S Breast Points,200 L Breast Points,100 Y Fly Points,100 S Fly Points,100 L Fly Points,200 Y Fly Points,200 S Fly Points,200 L Fly Points,100 Y IM Points,100 S IM Points,200 Y IM Points,200 S IM Points,200 L IM Points,400 Y IM Points,400 S IM Points,400 L IM Points
508509,,,26.32,,,57.46,,2:02.15,,,4:25.03,,,9:16.21,,,,,,1:07.51,,,,2:23.87,,,,,,,,,1:06.17,,,2:32.24,,1:04.62,,2:22.13,,,5:08.72,,,,11.22,,,11.02,,14.68,,,25.12,,,26.96,,,,,,55.8,,,,39.91,,,,,,,,,37.16,,,54.31,,20.06,,29.89,,,38.14,
449739,23.45,,,51.64,,,,,2:12.25,,,4:37.62,,,9:50.10,,,20:33.00,1:01.80,,,2:11.41,,,1:05.36,,,2:27.41,,,,,1:04.07,2:04.45,,,,,,,2:27.61,,,5:10.91,18.38,,,21.48,,,,,36.1,,,35.44,,,50.23,,,92.82,63.74,,,55.63,,,29.56,,,46.33,,,,,25.42,24.52,,,,,,,35.48,,,32.68
403811,,,26.57,50.83,,,1:53.15,,,,,,,,,,,,58.12,,,2:13.71,,,,,,,,,58.13,,,,,,,,2:11.62,,,,,,,,14.52,15.9,,,26.5,,,,,,,,,,,,36.37,,,63.89,,,,,,,,,37.45,,,,,,,,40.98,,,,,
377148,24.30,,,52.70,,,1:58.04,,,5:33.68,,,,,,,,,59.43,,,2:12.27,,,,,,,,,59.01,,,,,,,,2:17.48,,,,,,28.84,,,26.48,,,39.48,,,69.75,,,,,,,,,41.27,,,54.39,,,,,,,,,39.81,,,,,,,,58.87,,,,,
567906,23.96,,,52.09,,,1:56.13,,,5:26.61,,,,,,,,,59.74,,,2:17.04,,,1:07.60,,,2:35.09,,,55.23,,,2:05.89,,,1:04.61,,2:10.22,,,4:48.66,,,26.21,,,24.66,,,36.68,,,58.98,,,,,,,,,48.0,,,76.37,,,43.23,,,70.25,,,18.03,,,28.85,,,51.58,,36.56,,,55.32,,
389144,23.74,,,53.78,,,1:58.25,,,5:36.54,,,,,,,,,1:12.54,,,,,,1:08.35,,,2:39.20,,,1:01.46,,,,,,1:21.40,,2:19.65,,,,,,22.79,,,35.67,,,42.05,,,73.84,,,,,,,,,100.0,,,,,,46.34,,,82.38,,,61.25,,,,,,100.0,,68.2,,,,,
616473,23.87,,,51.66,,,,,2:09.27,,,5:06.96,,,,,,,,,1:10.31,2:17.64,,,,,1:21.87,2:48.26,,,54.99,,,,,2:22.96,,,,,2:26.46,,,5:27.50,24.81,,,21.62,,,,,27.17,,,82.73,,,,,,,,,65.92,78.68,,,,,70.09,100.0,,,16.51,,,,,33.56,,,,,32.36,,,54.9
447407,24.25,,,52.40,,,,,2:11.92,,,5:03.17,,,,,,,57.93,,,2:10.83,,,1:05.59,,,,,,58.72,,,,,,,,2:11.64,,,,,,30.81,,,26.88,,,,,35.09,,,76.08,,,,,,,35.04,,,53.59,,,30.92,,,,,,41.64,,,,,,,,41.05,,,,,
661760,,,27.39,,,59.16,,,,,,,,,,,,,,,1:02.08,,,2:14.07,,,1:22.26,,,,,,1:03.96,,,,,,,,2:23.75,,,,,,25.22,,,21.08,,,,,,,,,,,,,,,14.24,,,13.42,,,70.59,,,,,,23.97,,,,,,,,25.01,,,
411596,23.73,,,52.13,,,1:52.42,,,4:58.65,,,,,,,,,1:00.91,,,2:11.19,,,1:12.27,,,2:37.85,,,1:06.17,,,,,,1:03.46,,2:11.99,,,,,,22.64,,,23.65,,,22.2,,,21.78,,,,,,,,,56.45,,,53.4,,,72.81,,,77.81,,,100.0,,,,,,55.2,,42.17,,,,,
515363,,,27.66,,,59.24,,,2:09.68,,,4:33.92,,,,,,,,,1:08.58,,,2:26.92,,,,,,,,,,,,,,,,,,,,,,,28.93,,,21.56,,,26.45,,,36.32,,,,,,,,,53.66,,,48.94,,,,,,,,,,,,,,,,,,,,
461126,,,27.83,,,1:00.35,1:58.72,,,5:25.40,,,,,,,,,57.47,,,2:05.88,,,,,,,,,59.17,,,,,,,,2:11.18,,,4:50.68,,,,,31.3,,,28.47,43.74,,,57.23,,,,,,,,,31.58,,,35.63,,,,,,,,,44.0,,,,,,,,39.59,,,57.57,,
650198,,,27.42,,,59.37,,,2:05.58,,4:22.53,,,,9:11.93,,,18:00.78,,,1:11.31,,2:26.30,,,,,,2:44.05,,,,1:03.29,,,2:19.18,,,,,2:20.95,,4:54.44,,,,25.77,,,29.14,,,16.68,,21.66,,,,23.11,,,30.19,,,73.06,,57.02,,,,,,47.48,,,,20.93,,,23.32,,,,,18.09,,20.64,
418407,24.86,,,,,1:00.23,1:52.27,,,5:05.82,,,11:04.19,,,18:19.37,,,59.97,,,2:08.54,,,1:24.70,,,,,,,,1:06.82,2:10.69,,,,,2:18.13,,,4:42.95,,,40.86,,,,,27.71,21.72,,,30.69,,,46.86,,,45.9,,,49.37,,,44.35,,,100.0,,,,,,,,41.22,41.81,,,,,62.8,,,45.41,,
434419,24.20,,,52.98,,,,,2:19.22,,,5:34.15,,,,,,,1:00.55,,,,,2:36.63,1:05.08,,,2:28.24,,,56.98,,,,,,,,2:08.00,,,4:44.18,,,30.01,,,31.11,,,,,58.61,,,100.0,,,,,,,54.06,,,,,81.93,27.91,,,48.8,,,29.51,,,,,,,,29.75,,,48.25,,
466730,,,28.01,53.88,,,,,2:19.75,,,,,,,,,,59.04,,,2:18.32,,,,,1:29.98,3:19.46,,,58.15,,,2:23.61,,,1:08.26,,,,2:38.71,,,6:01.38,,,34.0,37.85,,,,,60.42,,,,,,,,,,42.9,,,81.33,,,,,100.0,100.0,,,37.59,,,90.8,,,78.56,,,,68.16,,,100.0
913102,23.66,,,52.23,,,1:54.51,,,5:21.87,,,11:44.10,,,19:15.37,,,55.56,,,2:05.80,,,1:17.29,,,2:52.20,,,1:00.98,,,2:27.27,,,1:04.59,,2:10.03,,,5:08.01,,,21.57,,,25.66,,,31.08,,,52.2,,,79.95,,,71.02,,,19.25,,,36.66,,,100.0,,,100.0,,,58.51,,,100.0,,,51.44,,35.97,,,88.49,,
573569,,,27.53,,,1:01.90,,2:11.61,,,4:42.04,,,9:40.18,,,,,,,,2:13.50,,,,,1:14.14,2:22.17,,,,,1:07.23,,,2:31.19,,1:07.30,2:10.02,,,4:50.00,,,,,27.13,,,38.54,,43.19,,,50.59,,,43.95,,,,,,,,61.59,,,,,25.16,30.18,,,,,43.81,,,51.16,,35.49,35.94,,,56.47,,
421865,23.98,,,54.03,,,,,2:16.44,5:47.00,,,,,,,,,,,1:11.70,,,,,,1:22.91,,,3:08.40,1:03.80,,,2:00.81,,,,,2:24.88,,,,,,26.52,,,39.0,,,,,49.36,90.46,,,,,,,,,,,75.9,,,,,,76.62,,,100.0,81.39,,,13.99,,,,,87.7,,,,,
1164462,24.34,,,53.87,,,2:02.19,,,5:42.16,,,,,10:53.40,19:59.36,,,57.94,,,2:06.33,,,1:11.44,,,2:42.02,,,,,1:05.94,,,2:29.84,1:01.67,,2:15.09,,,4:49.85,,,32.26,,,37.78,,,59.04,,,85.39,,,,,99.24,94.06,,,35.73,,,38.38,,,70.39,,,95.62,,,,,30.73,,,46.97,50.53,,55.88,,,57.24,,
502433,,,27.29,,,59.81,,2:05.51,,,4:31.85,,,,,,,,,1:05.51,,,,,,1:16.73,,,,,,1:03.91,,,2:23.45,,,1:07.01,,2:19.87,,,5:00.91,,,,23.86,,,25.08,,24.32,,,34.95,,,,,,,,,42.44,,,,,,51.34,,,,,,32.73,,,37.14,,,33.76,,23.84,,,27.99,
419711,,,27.71,52.43,,,1:55.46,,,5:24.20,,,,,10:21.02,,,19:21.23,1:00.85,,,2:16.23,,,,,,2:49.25,,,,,1:10.60,,,,,,,,2:37.25,,,5:38.89,,,29.62,25.78,,,32.3,,,55.51,,,,,75.26,,,65.87,56.0,,,71.65,,,,,,100.0,,,,,66.38,,,,,,,,63.33,,,70.43
1194711,25.75,,,53.81,,,1:54.92,,,,,4:34.56,11:14.00,,,18:52.45,,,,,1:10.15,,,2:23.47,1:17.24,,,2:42.21,,,,,1:15.51,2:17.73,,,1:04.97,,2:12.50,,,4:45.85,,,56.42,,,37.32,,,32.48,,,,,31.09,60.35,,,63.52,,,,,57.67,,,33.97,100.0,,,96.3,,,,,95.81,68.43,,,75.84,,47.14,,,50.86,,
413491,24.91,,,54.45,,,,,2:20.66,5:20.31,,,,,,,,,1:02.62,,,2:13.79,,,1:18.33,,,2:50.50,,,1:06.70,,,,,,1:08.90,,2:17.79,,,5:00.84,,,41.7,,,40.77,,,,,61.09,50.02,,,,,,,,,69.92,,,62.64,,,100.0,,,100.0,,,100.0,,,,,,98.35,,61.61,,,74.57,,
292940,23.82,,,51.18,,,1:54.21,,,5:32.46,,,,,,,,,1:01.71,,,,,,1:10.77,,,,,,55.11,,,,,,,,2:08.20,,,,,,21.41,,,15.93,,,26.44,,,67.91,,,,,,,,,58.05,,,,,,59.09,,,,,,14.06,,,,,,,,29.01,,,,,
418557,,,27.79,53.02,,,1:55.65,,,5:31.38,,,13:11.69,,,,,22:46.56,57.39,,,2:04.50,,,1:08.32,,,2:32.94,,,56.91,,,2:18.85,,,1:09.20,,2:08.69,,,4:46.29,,,,,30.89,31.4,,,35.0,,,66.01,,,100.0,,,,,100.0,31.33,,,32.5,,,47.83,,,63.3,,,29.03,,,72.54,,,86.0,,31.84,,,51.55,,
629879,,,27.96,53.56,,,,,2:11.06,,,4:44.22,,,,,,,58.55,,,2:08.73,,,1:03.99,,,2:18.74,,,56.16,,,2:04.94,,,1:07.13,,2:04.04,,,4:27.03,,,,,33.29,35.43,,,,,32.49,,,45.26,,,,,,,39.39,,,46.36,,,21.64,,,22.16,,,24.04,,,25.98,,,69.89,,18.17,,,23.17,,
541123,,27.62,,,58.52,,,2:01.30,,,4:14.94,,,8:41.81,,,,17:50.77,,,,,,,,,,,,,,,,,,,,,,2:22.95,,,4:59.78,,,41.16,,,27.85,,,12.32,,,11.48,,,5.0,,,,30.27,,,,,,,,,,,,,,,,,,,,,,32.14,,,26.57,
960919,,,28.82,,,,,,,,,4:36.57,,,,,,,,,1:07.29,,,2:22.56,,,,,,,,,,,,,,,,,,,,,,,45.71,,,,,,,,,40.28,,,,,,,,,45.21,,,36.15,,,,,,,,,,,,,,,,,,,,
478898,25.75,,,55.45,,,2:15.96,,,,,,,,,,,,1:05.01,,,,,,1:05.84,,,2:29.80,,,1:04.02,,,,,,,,2:26.05,,,,,,56.42,,,50.17,,,100.0,,,,,,,,,,,,90.44,,,,,,32.41,,,53.51,,,83.27,,,,,,,,92.26,,,,,
448887,24.90,,,53.74,,,1:57.65,,,5:20.59,,,,,,,,,1:01.45,,,2:15.18,,,1:13.83,,,,,,,,1:05.16,,,2:26.75,,1:58.47,2:14.69,,,,,,41.53,,,36.79,,,42.07,,,50.41,,,,,,,,,60.99,,,69.32,,,86.29,,,,,,,,31.88,,,44.38,,100.0,51.01,,,,,
421957,,,29.18,54.45,,,2:00.44,,,5:19.69,,,11:10.56,,,,,19:32.68,1:07.29,,,2:17.88,,,,,1:16.81,,,2:45.52,,,1:06.03,2:17.63,,,1:02.19,,,,2:26.08,4:36.39,,,,,51.37,42.24,,,52.35,,,49.15,,,55.58,,,,,66.02,100.0,,,79.61,,,,,40.64,,,39.62,,,37.19,68.06,,,35.28,,,,31.34,36.47,,
419684,24.62,,,,,1:00.23,1:51.72,,,5:03.88,,,,,9:30.18,17:11.38,,,58.77,,,,,2:28.92,1:04.44,,,2:15.54,,,1:03.34,,,2:22.55,,,,,2:04.29,,,4:40.71,,,36.85,,,,,34.79,21.8,,,28.24,,,,,35.63,21.94,,,40.96,,,,,56.5,24.2,,,13.97,,,77.52,,,86.63,,,,,18.88,,,42.92,,
418778,,,28.44,54.48,,,1:58.89,,,,,4:57.15,,,,,,,59.80,,,2:09.93,,,1:15.65,,,,,3:11.06,,,1:18.24,,,,,,2:16.81,,,,,,,,40.22,42.48,,,46.58,,,,,65.86,,,,,,,48.45,,,50.46,,,100.0,,,,,100.0,,,100.0,,,,,,58.21,,,,,
235446,25.35,,,53.45,,,1:53.07,,,5:00.98,,,,,,,,,1:01.40,,,2:05.04,,,1:12.75,,,2:43.63,,,57.28,,,2:03.10,,,,,2:09.48,,,4:29.50,,,46.13,,,31.91,,,22.72,,,24.84,,,,,,,,,55.69,,,30.59,,,72.74,,,94.73,,,27.95,,,17.11,,,,,32.88,,,24.4,,
357454,,,25.92,,,1:04.85,,,2:12.89,5:10.55,,,,,9:45.34,18:20.66,,,,,1:15.27,,,,1:21.89,,,,,,,,1:05.24,,,2:20.18,,,2:12.67,,,,,5:19.19,,,6.27,,,59.16,,,36.0,36.81,,,,,46.91,46.41,,,,,100.0,,,,100.0,,,,,,,,31.5,,,20.69,,,44.36,,,,,42.56
458477,,,28.91,54.09,,,1:54.46,,,5:10.60,,,,,10:04.93,,,,1:09.18,,,2:31.56,,,,,,,,,1:02.94,,,,,,,,,,2:47.92,,,,,,47.24,39.46,,,30.91,,,36.87,,,,,61.77,,,,100.0,,,100.0,,,,,,,,,74.2,,,,,,,,,,98.98,,,
497731,,,30.87,,,1:04.98,1:58.03,,,5:11.55,,,10:37.36,,,17:52.68,,,1:09.17,,,2:18.21,,,,,1:19.34,,,2:43.10,1:04.56,,,,,2:34.71,,,,,2:31.85,4:33.25,,,,,79.04,,,69.01,43.45,,,38.12,,,33.74,,,37.06,,,100.0,,,80.9,,,,,54.9,,,33.62,87.92,,,,,69.01,,,,,47.41,31.9,,
505147,33.31,,,,,1:23.53,,,3:05.02,,,6:18.52,,,,,,,,,1:42.64,,,,1:40.01,,,3:39.81,,,1:27.08,,,,,,,,3:08.94,,,,,,100.0,,,,,100.0,,,100.0,,,100.0,,,,,,,,,100.0,,,,100.0,,,100.0,,,100.0,,,,,,,,100.0,,,,,
757328,,,28.28,,,1:00.20,,,2:06.83,,,4:28.45,,9:06.69,,,,,,,,,,,,,,,,,,,1:05.73,,,2:22.05,,,,,2:36.40,,,,,,37.88,,,34.59,,,20.16,,,22.55,,27.0,,,,,,,,,,,,,,,,,,,35.34,,,31.04,,,,,60.96,,,
448986,25.21,,,55.77,,,1:59.55,,,,,,,,,,,,57.62,,,2:04.85,,,1:03.50,,,2:16.77,,,1:00.55,,,2:19.06,,,,,2:04.90,,,4:25.76,,,46.85,,,52.76,,,49.02,,,,,,,,,,,,32.9,,,33.61,,,18.89,,,17.08,,,55.21,,,73.32,,,,,20.62,,,21.43,,
742189,25.21,,,55.49,,,2:02.12,,,5:30.77,,,11:40.59,,,18:38.41,,,58.63,,,2:06.39,,,1:12.52,,,2:36.86,,,59.11,,,,,,2:09.48,,2:10.25,,,4:38.01,,,46.85,,,50.49,,,58.77,,,65.1,,,77.29,,,55.22,,,39.96,,,38.58,,,76.6,,,76.11,,,44.46,,,,,,100.0,,36.66,,,38.87,,
505282,,,30.64,,,1:03.38,,,2:11.77,,,4:32.38,,,9:20.55,,,17:39.85,1:04.95,,,2:16.02,,,1:11.18,,,,,2:51.58,1:04.00,,,2:31.85,,,,,,,2:34.24,,,5:08.67,,,75.09,,,56.9,,,34.64,,,27.97,,,28.92,,,22.83,89.92,,,72.48,,,67.05,,,,,55.4,83.09,,,100.0,,,,,,,54.43,,,29.85
405214,24.93,,,,,1:01.11,,,2:09.11,5:05.56,,,,,9:16.79,17:25.20,,,1:05.19,,,2:15.64,,,1:32.68,,,,,,,,1:05.84,2:05.30,,,,,2:15.38,,,4:39.29,,,42.04,,,,,33.34,,,24.8,30.36,,,,,26.59,25.52,,,91.58,,,69.44,,,100.0,,,,,,,,35.14,25.1,,,,,53.33,,,39.88,,
424654,,,28.96,53.58,,,1:53.80,,,5:04.73,,,10:13.10,,,17:23.37,,,1:01.35,,,2:11.35,,,,,,,,,1:00.62,,,2:16.58,,,,,2:13.17,,,4:42.94,,,,,48.0,35.58,,,28.67,,,29.31,,,19.15,,,26.21,,,60.21,,,55.42,,,,,,,,,55.74,,,64.27,,,,,45.99,,,46.33,,
674502,,,27.83,,,59.59,,,2:06.90,,4:25.10,,,9:15.97,,,,18:29.81,,1:06.49,,,,2:33.85,,,1:26.90,,,3:02.04,,,1:05.48,,,2:22.67,,,,,2:28.01,,5:15.07,,,,31.3,,,23.71,,,18.55,,25.22,,,26.79,,,,44.93,,48.88,,,,70.88,,,100.0,,,83.7,,,32.95,,,27.18,,,,,36.36,,46.78,
372419,25.41,,,54.37,,,1:54.75,,,5:03.13,,,10:30.75,,,17:44.73,,,57.32,,,2:00.92,,,1:12.33,,,2:35.79,,,1:00.09,,,2:13.79,,,1:17.34,,2:10.52,,,4:30.00,,,50.35,,,40.15,,,29.9,,,27.3,,,25.92,,,32.63,,,30.56,,,20.34,,,73.24,,,70.98,,,50.77,,,52.07,,,100.0,,37.5,,,26.47,,
419439,25.56,,,,,1:00.50,,,2:09.60,5:01.91,,,10:24.37,,,17:23.67,,,1:02.90,,,2:12.66,,,1:10.79,,,2:27.52,,,,,1:06.65,2:11.39,,,,,2:09.09,,,4:31.53,,,53.01,,,,,36.6,,,28.14,25.78,,,25.79,,,26.32,,,72.59,,,60.08,,,64.33,,,46.65,,,,,41.06,46.35,,,,,33.07,,,29.45,,
514378,24.17,,,52.52,,,1:53.68,,,,,4:36.80,11:06.37,,,18:27.66,,,1:00.39,,,2:08.78,,,1:12.41,,,2:28.09,,,,,1:05.21,2:03.95,,,1:06.62,,2:07.71,,,4:31.48,,,29.53,,,26.43,,,26.32,,,,,40.63,48.3,,,49.2,,,52.51,,,45.16,,,73.81,,,47.0,,,,,31.32,21.13,,,79.4,,28.88,,,28.55,,
417623,,,29.35,,,1:01.31,,,2:11.23,5:04.38,,,11:04.97,,,,,,1:03.81,,,2:13.13,,,1:08.02,,,,,2:42.52,,,1:07.68,,,2:26.28,,,2:08.75,,,,,5:06.39,,,54.02,,,42.12,,,33.0,28.87,,,51.75,,,,,,80.14,,,61.78,,,45.9,,,,,32.21,,,47.66,,,43.01,,,32.03,,,,,27.02
347982,,,28.51,,,1:00.73,,,2:08.83,5:05.37,,,10:48.17,,,17:29.48,,,,,,,,,,,1:43.90,,,,58.32,,,2:10.04,,,,,,,,4:37.98,,,,,41.09,,,30.89,,,24.0,30.12,,,36.56,,,27.05,,,,,,,,,,,100.0,,,,37.92,,,39.72,,,,,,,,37.93,,
445857,26.32,,,54.94,,,1:56.83,,,5:10.58,,,10:47.77,,,18:06.33,,,1:01.48,,,2:11.42,,,1:09.39,,,2:26.01,,,,,1:15.73,,,2:49.76,,,2:10.57,,,4:33.01,,,66.97,,,46.09,,,39.15,,,36.84,,,40.35,,,42.32,,,61.23,,,55.66,,,54.83,,,42.23,,,,,100.0,,,100.0,,,37.66,,,31.56,,
661277,,,30.26,,1:02.92,,,2:14.22,,,4:24.42,,,,,,18:11.99,,,1:04.16,,,2:14.41,,,,1:24.24,,,,,,1:03.85,,2:18.19,,,1:08.64,,,2:29.06,,4:57.69,,,,68.69,,60.43,,,54.2,,,24.28,,,,,,39.89,,,34.22,,,21.99,,,,85.21,,,,,,24.14,,24.68,,,33.02,,,39.48,,24.64,
525667,,,29.01,54.86,,,1:59.41,,,5:22.57,,,11:10.11,,,,,,1:12.33,,,,,,,,1:16.11,2:23.86,,,1:06.61,,,2:20.33,,,,,2:09.65,,,4:36.03,,,,,48.76,45.46,,,48.5,,,53.19,,,55.27,,,,,,100.0,,,,,,,,36.86,36.08,,,100.0,,,78.09,,,,,34.79,,,35.94,,
1640281,23.51,,,,,56.99,2:00.10,,,5:47.11,,,,,,,,,53.20,,,2:00.90,,,1:11.07,,,,,,55.30,,,,,,58.10,,2:00.82,,,,,,76.52,,,,,59.39,100.0,,,100.0,,,,,,,,,49.89,,,66.11,,,100.0,,,,,,72.61,,,,,,86.45,,54.27,,,,,
337852,24.22,,,53.75,,,2:05.62,,,,,5:18.99,,,,,,,57.55,,,2:05.99,,,1:04.44,,,2:22.55,,,59.19,,,,,,58.52,,2:07.45,,,4:36.03,,,30.33,,,36.86,,,72.73,,,,,100.0,,,,,,,32.42,,,37.27,,,24.2,,,32.42,,,45.05,,,,,,12.88,,28.1,,,35.94,,
497726,24.85,,,54.46,,,1:57.10,,,5:25.99,,,11:05.54,,,,,,59.68,,,2:06.54,,,1:03.50,,,,,2:38.45,1:04.55,,,,,,1:02.20,,2:07.21,,,4:36.69,,,40.69,,,42.32,,,40.11,,,58.09,,,52.13,,,,,,47.56,,,39.07,,,18.89,,,,,22.6,87.83,,,,,,35.35,,27.38,,,36.91,,
448615,26.31,,,57.80,,,2:05.57,,,5:38.95,,,,,,,,,1:04.19,,,,,2:50.96,1:09.90,,,2:29.53,,,1:06.79,,,,,,,,2:16.75,,,,,5:50.42,66.78,,,69.95,,,72.53,,,77.58,,,,,,,,,83.36,,,,,100.0,58.25,,,52.69,,,100.0,,,,,,,,58.0,,,,,89.53
417814,24.64,,,53.22,,,1:57.40,,,5:20.06,,,11:21.07,,,,,,,,,2:15.03,,,,,,2:33.99,,,,,1:03.00,2:05.21,,,1:06.22,,2:11.27,,,4:44.93,,,37.18,,,32.88,,,41.18,,,49.67,,,62.96,,,,,,,,,68.76,,,,,,66.67,,,,,19.29,26.79,,,63.12,,39.87,,,49.42,,
301493,,,,,,,,2:03.37,,,,4:28.73,,9:01.69,,,,,,,,,2:19.71,,,,1:15.79,,,2:37.53,,1:02.66,,,2:17.49,,,,,2:17.25,,,4:50.01,,,,,,,,,20.15,,,,28.8,,38.13,,,,,,,,,37.23,,,,40.75,,,26.2,,26.25,,,22.92,,,,,19.36,,,16.88,
445355,,,29.83,54.79,,,2:00.71,,,5:38.37,,,,,,,,,1:04.04,,,2:16.34,,,1:07.93,,,2:26.40,,,58.10,,,2:09.76,,,1:09.29,,2:09.96,,,,,5:14.06,,,61.65,44.9,,,53.37,,,76.67,,,,,,,,,82.09,,,73.69,,,45.33,,,43.36,,,37.23,,,41.01,,,86.72,,35.75,,,,,36.72
661499,,,30.46,,,,,,,,,,,,,,,,,,,,2:29.85,,,1:14.68,,,2:33.32,,,,1:08.87,,,2:37.03,,,,2:25.27,,,5:05.29,,,,72.04,,,,,,,,,,,,,,,,,,,,68.65,,,41.23,,,20.58,,,,55.53,,,76.68,,,,38.63,,,34.35,
254074,,,27.18,52.89,,,1:53.18,,,5:11.49,,,,,,,,,56.98,,,,,2:26.06,1:24.39,,,2:59.48,,,,,1:05.39,,,2:32.14,1:30.43,,,,2:38.73,,,,,,22.38,29.1,,,24.68,,,38.04,,,,,,,,,28.26,,,,,46.36,100.0,,,100.0,,,,,32.4,,,54.01,100.0,,,,67.96,,,
270487,23.67,,,50.98,,,1:52.15,,,5:24.38,,,11:25.76,,,,,,56.94,,,2:07.71,,,1:00.86,,,2:17.39,,,57.45,,,2:19.50,,,1:01.99,,2:05.51,,,4:50.62,,,19.15,,,14.59,,,19.77,,,56.03,,,81.4,,,,,,24.37,,,39.07,,,1.54,,,15.67,,,29.09,,,69.98,,,49.05,,21.12,,,55.74,,
1053918,33.12,,,,,,,,,,,,,,,,,,1:31.59,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
403846,,,27.34,50.50,,,1:48.97,,,4:59.24,,,,,,,,,57.31,,,2:03.47,,,,,,,,,,,,,,,,,2:04.78,,,,,5:16.22,,,24.54,12.5,,,11.38,,,22.5,,,,,,,,,30.49,,,28.05,,,,,,,,,,,,,,,,,20.27,,,,,38.65
419092,,,27.00,50.27,,,1:51.62,,,5:23.44,,,11:10.27,,,18:27.22,,,58.61,,,2:08.31,,,1:08.50,,,2:31.62,,,1:01.04,,,2:21.73,,,58.50,,2:07.79,,,4:38.36,,,,,20.13,12.15,,,21.48,,,54.43,,,55.38,,,50.63,,,39.82,,,44.94,,,48.99,,,59.14,,,58.98,,,83.44,,,12.77,,29.12,,,39.39,,
1128105,,,26.54,,57.04,,,,2:14.59,,,,,,,,,,,,1:07.54,,,,,,,,,,,,1:02.35,,2:19.67,,,1:09.84,,2:36.69,,,,,,,14.14,,19.78,,,,43.4,,,,,,,,,,,,47.19,,,,,,,,,,,,15.66,,28.69,,,40.06,,73.7,,,,
473902,23.94,,,52.66,,,1:51.64,,,5:14.56,,,11:54.22,,,,,,57.22,,,2:02.27,,,1:17.13,,,2:44.73,,,55.92,,,2:07.44,,,1:05.15,,2:14.24,,,5:00.44,,,25.9,,,28.76,,,21.54,,,42.13,,,87.78,,,,,,30.17,,,25.56,,,100.0,,,100.0,,,22.47,,,33.63,,,55.38,,49.51,,,75.0,,
964515,,,,,,,,,2:09.98,,,,,,,,,,,,1:09.20,,,2:27.41,,,,,,,,,1:06.53,,,,,,,,,,,,,,,,,,,,27.32,,,,,,,,,,,,57.84,,,50.42,,,,,,,,,39.4,,,,,,,,,,,
451997,23.37,,,53.06,,,2:01.56,,,5:23.46,,,,,,,,,1:02.58,,,,,,1:20.67,,,,,,,,,,,,,,,,,,,,17.19,,,31.7,,,56.61,,,54.46,,,,,,,,,69.98,,,,,,100.0,,,,,,,,,,,,,,,,,,,
673964,,,27.44,53.33,,,1:58.77,,,5:30.32,,,,,,,,,59.32,,,2:06.23,,,1:11.82,,,,,,,,,,,,,,,,,,,,,,26.04,33.7,,,46.14,,,64.43,,,,,,,,,44.92,,,38.05,,,71.57,,,,,,,,,,,,,,,,,,,
403109,,,27.71,52.51,,,1:55.77,,,5:25.59,,,,,,,,,59.24,,,,,2:31.79,1:10.22,,,2:45.48,,,58.19,,,,,,,,,,2:29.36,4:52.12,,,,,29.62,26.35,,,33.36,,,57.51,,,,,,,,,44.02,,,,,64.14,58.6,,,100.0,,,37.01,,,,,,,,,,40.1,59.91,,
509953,,,27.76,,,1:00.21,1:56.70,,,,,5:28.23,,,,,,,56.40,,,2:07.08,,,1:06.51,,,2:30.57,,,,,1:04.64,2:09.85,,,,,2:08.22,,,,,5:31.63,,,30.32,,,27.58,36.58,,,,,100.0,,,,,,,24.42,,,39.52,,,34.92,,,54.46,,,,,27.93,39.11,,,,,30.41,,,,,59.77
417300,24.37,,,54.32,,,2:05.80,,,,,,,,,,,,56.75,,,2:05.51,,,,,,,,,1:02.55,,,,,,1:04.23,,2:24.29,,,,,,32.75,,,41.23,,,73.47,,,,,,,,,,,,27.02,,,35.72,,,,,,,,,71.0,,,,,,48.93,,85.43,,,,,
