,50 Y Free Time,50 S Free Time,50 L Free Time,100 Y Free Time,100 S Free Time,100 L Free Time,200 Y Free Time,200 S Free Time,200 L Free Time,500 Y Free Time,400 S Free Time,400 L Free Time,1000 Y Free Time,800 S Free Time,800 L Free Time,1650 Y Free Time,1500 S Free Time,1500 L Free Time,100 Y Back Time,100 S Back Time,100 L Back Time,200 Y Back Time,200 S Back Time,200 L Back Time,100 Y Breast Time,100 S Breast Time,100 L Breast Time,200 Y Breast Time,200 S Breast Time,200 L Breast Time,100 Y Fly Time,100 S Fly Time,100 L Fly Time,200 Y Fly Time,200 S Fly Time,200 L Fly Time,100 Y IM Time,100 S IM Time,200 Y IM Time,200 S IM Time,200 L IM Time,400 Y IM Time,400 S IM Time,400 L IM Time,50 Y Free Points,50 S Free Points,50 L Free Points,100 Y Free Points,100 S Free Points,100 L Free Points,200 Y Free Points,200 S Free Points,200 L Free Points,500 Y Free Points,400 S Free Points,400 L Free Points,1000 Y Free Points,800 S Free Points,800 L Free Points,1650 Y Free Points,1500 S Free Points,1500 L Free Points,100 Y Back Points,100 S Back Points,100 L Back Points,200 Y Back Points,200 S Back Points,200 L Back Points,100 Y Breast Points,100 S Breast Points,100 L Breast Points,200 Y Breast Points,200 S Breast Points,200 L Breast Points,100 Y Fly Points,100 S Fly Points,100 L Fly Points,200 Y Fly Points,200 S Fly Points,200 L Fly Points,100 Y IM Points,100 S IM Points,200 Y IM Points,200 S IM Points,200 L IM Points,400 Y IM Points,400 S IM Points,400 L IM Points
385094,,,26.31,,,57.18,1:47.64,,,4:59.59,,,10:39.50,,,17:33.31,,,59.08,,,2:09.97,,,1:11.78,,,2:38.52,,,54.32,,,2:04.47,,,,,2:08.61,,,4:28.66,,,,,50.49,,,46.63,38.11,,,51.84,,,56.67,,,54.67,,,92.16,,,92.58,,,100.00,,,100.00,,,49.49,,,62.79,,,,,73.12,,,57.63,,
408449,,,25.39,,,54.47,,,1:58.76,4:46.79,,,,,9:37.61,,,19:35.02,53.71,,,1:57.28,,,,,,,,,54.30,,,,,2:31.07,,,,,2:18.57,4:21.10,,,,,35.35,,,26.89,,,24.15,33.32,,,,,68.57,,,100.00,44.63,,,41.77,,,,,,,,,49.32,,,,,98.84,,,,,46.21,44.77,,
548345,23.38,,,50.36,,,1:44.61,,,,,4:13.93,9:50.11,,,16:25.53,,,57.73,,,2:03.69,,,59.66,,,2:09.88,,,58.78,,,2:03.08,,,,,1:59.72,,,,,4:56.57,69.43,,,57.77,,,31.97,,,,,32.16,29.43,,,29.82,,,88.32,,,75.71,,,40.38,,,40.61,,,100.00,,,66.48,,,,,46.76,,,,,51.60
661005,,24.40,,,53.00,,,1:56.08,,,4:10.55,,,,,,,,,59.95,,,,2:16.81,,,,,,2:53.85,,1:00.32,,,,,,,,,2:19.92,,,,,36.95,,,30.95,,,29.11,,,33.76,,,,,,,,,49.68,,,,49.82,,,,,,100.00,,55.47,,,,,,,,,54.28,,,
1194422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419297,22.95,,,,,55.37,1:42.64,,,4:39.60,,,,,,,,,,,,,,2:32.09,1:06.77,,,2:18.90,,,50.29,,,1:54.78,,,1:24.75,,1:59.74,,,4:17.65,,,60.31,,,,,38.99,24.71,,,27.36,,,,,,,,,,,,,,100.00,96.39,,,71.77,,,26.86,,,35.21,,,100.00,,46.83,,,46.74,,
1194413,25.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455784,,,27.92,,,59.65,1:51.02,,,5:01.80,,,,,9:38.38,19:03.86,,,,,,,,,,,1:22.15,,,3:00.58,,,1:08.51,,,2:29.02,,,2:05.83,,,,,5:22.98,,,89.19,,,73.52,57.55,,,59.91,,,,,83.07,100.00,,,,,,,,,,,100.00,,,100.00,,,100.00,,,100.00,,,70.23,,,,,95.52
498109,24.20,,,51.82,,,1:51.10,,,4:54.07,,,10:27.63,,,17:11.10,,,,,1:14.88,2:18.95,,,1:07.16,,,,,2:50.00,57.65,,,2:17.01,,,1:03.60,,2:03.87,,,4:24.46,,,87.78,,,71.81,,,57.89,,,48.01,,,55.52,,,48.53,,,,,100.00,100.00,,,99.83,,,,,100.00,90.60,,,100.00,,,99.96,,62.44,,,58.61,,
416353,24.18,,,,,58.82,1:50.50,,,,,4:36.34,,,,,,,,,1:11.53,2:09.94,,,1:11.80,,,2:34.96,,,57.88,,,,,,,,,,2:28.26,4:41.85,,,87.32,,,,,66.42,55.36,,,,,70.04,,,,,,,,,100.00,100.00,,,100.00,,,100.00,,,92.88,,,,,,,,,,87.49,91.79,,
409977,25.69,,,,,1:05.38,2:00.93,,,,,,,,,,,,,,1:10.69,,,2:36.89,,,,,,,1:01.52,,,,,3:04.62,1:51.01,,,,,,,,100.00,,,,,100.00,100.00,,,,,,,,,,,,,,100.00,,,100.00,,,,,,,100.00,,,,,100.00,100.00,,,,,,,
844272,,,28.81,,,1:04.32,2:00.87,,,5:44.66,,,,,,,,,,,1:10.50,2:11.72,,,,,2:15.61,,,,1:03.27,,,2:27.70,,,,,2:22.44,,,,,5:59.91,,,100.00,,,100.00,100.00,,,100.00,,,,,,,,,,,100.00,100.00,,,,,100.00,,,,100.00,,,100.00,,,,,100.00,,,,,100.00
1194403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295739,21.99,,,47.89,,,1:44.77,,,4:55.21,,,,,9:44.82,,,,1:42.96,,,,,,,,,,,,,,,,,,,,,,2:28.88,,,,31.21,,,27.12,,,24.23,,,44.26,,,,,78.67,,,,100.00,,,,,,,,,,,,,,,,,,,,,,91.13,,,
549880,,,33.15,,,1:12.89,,3:29.76,,,,5:32.40,,,,,,,,,1:36.02,,,,,,,,,,,1:47.17,,,,,,,,,3:18.44,,,,,,100.00,,,100.00,,100.00,,,,100.00,,,,,,,,,100.00,,,,,,,,,,,100.00,,,,,,,,,100.00,,,
1201705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408314,22.55,,,48.63,,,1:44.90,,,4:43.67,,,9:46.97,,,,,,53.53,,,1:53.40,,,1:00.24,,,2:22.02,,,,,1:04.85,,,,,,1:55.79,,,4:10.08,,,44.43,,,36.19,,,27.90,,,29.05,,,21.38,,,,,,43.19,,,28.25,,,38.91,,,76.18,,,,,73.73,,,,,,26.61,,,27.33,,
377038,23.63,,,,,56.82,1:45.17,,,4:43.65,,,9:48.96,,,16:25.78,,,1:00.21,,,2:12.94,,,1:10.30,,,2:25.96,,,57.88,,,2:01.84,,,,,2:04.82,,,4:16.84,,,74.89,,,,,50.11,34.08,,,32.93,,,28.68,,,29.92,,,100.00,,,100.00,,,100.00,,,99.15,,,92.88,,,61.53,,,,,66.19,,,45.37,,
419174,22.78,,,49.18,,,1:46.49,,,5:03.78,,,,,,,,,52.03,,,1:53.83,,,,,,,,,52.10,,,1:57.62,,,,,1:58.26,,,4:49.15,,,45.76,,,37.59,,,30.40,,,57.10,,,,,,,,,27.80,,,26.28,,,,,,,,,29.13,,,32.92,,,,,32.46,,,98.65,,
505341,,,,,,,2:03.00,,,5:33.85,,,,,,,,,,,,,,,,,,,,,1:17.04,,,,,,,,,,,,,,,,,,,,100.00,,,100.00,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,
606098,21.18,,,46.18,,,1:38.97,,,4:25.96,,,9:05.95,,,,,15:35.51,,,1:00.70,1:50.04,,,1:10.28,,,2:18.05,,,49.86,,,1:52.69,,,,,1:52.98,,,3:57.10,,,22.60,,,18.55,,,9.57,,,7.54,,,2.92,,,,,2.56,,,36.60,19.81,,,100.00,,,63.83,,,20.28,,,24.90,,,,,20.61,,,11.06,,
875398,25.50,,,53.95,,,,,2:21.45,,,5:08.05,,,,,,,,,1:15.33,,,2:45.58,1:08.11,,,2:29.22,,,,,,,,,,,,,2:40.82,,,,100.00,,,93.75,,,,,100.00,,,100.00,,,,,,,,,100.00,,,100.00,100.00,,,100.00,,,,,,,,,,,,,100.00,,,
397429,21.62,,,46.99,,,1:42.30,,,4:44.41,,,10:27.99,,,,,,54.11,,,1:58.67,,,54.61,,,1:59.21,,,51.07,,,1:56.32,,,51.13,,1:51.13,,,3:59.22,,,34.18,,,28.36,,,23.48,,,34.00,,,55.79,,,,,,55.24,,,55.29,,,7.90,,,8.95,,,32.81,,,40.68,,,4.38,,17.58,,,17.65,,
416437,23.27,,,50.97,,,,,2:08.19,5:21.05,,,,,,,,18:42.62,53.38,,,1:54.37,,,1:05.11,,,2:23.80,,,,,1:01.11,1:58.16,,,,,1:58.19,,,4:10.90,,,67.06,,,63.54,,,,,60.21,92.30,,,,,,,,77.75,49.08,,,39.12,,,82.17,,,90.49,,,,,53.30,47.42,,,,,41.24,,,35.59,,
416430,24.67,,,51.14,,,1:50.04,,,,,4:32.88,10:25.51,,,17:24.57,,,1:04.60,,,,,2:35.37,1:03.19,,,2:14.46,,,,,1:08.45,2:13.90,,,,,2:07.81,,,4:21.41,,,88.81,,,58.22,,,47.48,,,,,64.61,46.68,,,50.88,,,100.00,,,,,100.00,60.18,,,49.67,,,,,100.00,100.00,,,,,69.93,,,45.28,,
398207,21.34,,,,,54.98,1:47.10,,,5:14.37,,,12:28.33,,,18:16.61,,,53.78,,,2:07.46,,,59.31,,,2:10.55,,,57.57,,,,,,1:18.71,,1:57.10,,,5:07.08,,,22.56,,,,,30.46,36.05,,,75.29,,,100.00,,,74.41,,,45.19,,,81.70,,,32.62,,,37.07,,,77.76,,,,,,100.00,,30.92,,,100.00,,
451781,21.51,,,47.01,,,1:43.20,,,5:05.98,,,,,,,,,59.18,,,,,,,,,,,,55.09,,,,,,,,,,,,,,32.16,,,28.52,,,26.74,,,66.61,,,,,,,,,100.00,,,,,,,,,,,,66.45,,,,,,,,,,,,,
482601,21.37,,,47.16,,,1:47.83,,,5:15.44,,,,,,,,,1:19.06,,,,,,,,,,,,56.33,,,,,,,,,,,,,,29.62,,,29.75,,,44.44,,,82.45,,,,,,,,,100.00,,,,,,,,,,,,77.88,,,,,,,,,,,,,
393408,21.75,,,,,54.95,1:45.54,,,,,4:57.00,,,,,,,1:01.11,,,2:14.62,,,1:04.62,,,,,3:02.10,58.62,,,2:16.19,,,,,2:06.95,,,,,5:48.85,29.70,,,,,30.25,30.24,,,,,100.00,,,,,,,100.00,,,100.00,,,71.23,,,,,100.00,87.61,,,100.00,,,,,66.54,,,,,100.00
1715191,23.01,,,,,,2:12.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.39,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451784,21.07,,,46.83,,,2:06.73,,,5:21.55,,,12:22.85,,,19:57.02,,,51.31,,,1:58.76,,,,,,,,,50.03,,,2:02.50,,,,,,,,,,,18.00,,,21.73,,,100.00,,,87.50,,,100.00,,,100.00,,,26.22,,,47.16,,,,,,,,,17.01,,,55.23,,,,,,,,,,
468666,,,25.86,,,54.60,,,2:01.01,4:56.64,,,,,9:21.07,,,,1:06.70,,,2:23.21,,,,,1:07.59,2:09.22,,,,,1:02.05,,,2:57.81,1:10.00,,2:01.73,,,,,5:08.13,,,42.95,,,27.80,,,31.28,47.43,,,,,54.58,,,,100.00,,,100.00,,,,,29.89,32.96,,,,,52.31,,,100.00,100.00,,46.95,,,,,61.30
398088,22.89,,,50.13,,,1:47.14,,,4:51.43,,,,,9:36.27,17:01.03,,,,,1:09.20,2:06.21,,,1:06.11,,,,,,58.20,,,,,,,,2:04.34,,,,,,51.02,,,49.09,,,36.20,,,39.85,,,,,67.41,40.97,,,,,100.00,76.43,,,83.28,,,,,,83.63,,,,,,,,56.54,,,,,
398142,22.36,,,1:01.19,,,2:19.97,,,,,,,,,,,,,,,,,,59.90,,,2:19.45,,,,,2:09.84,,,,1:27.85,,2:36.79,,,,,,40.84,,,100.00,,,100.00,,,,,,,,,,,,,,,,,,36.59,,,66.84,,,,,100.00,,,,100.00,,100.00,,,,,
489563,,,26.85,49.33,,,1:46.69,,,4:59.88,,,,,9:39.41,,,18:13.18,,,,,,,,,1:20.37,,,2:55.12,53.49,,,,,2:44.51,,,2:07.26,,,,,5:38.38,,,68.37,48.35,,,39.94,,,56.90,,,,,84.05,,,64.21,,,,,,,,,100.00,,,100.00,52.45,,,,,100.00,,,76.07,,,,,100.00
418968,,,25.56,,,55.34,,,1:59.40,4:46.84,,,9:52.24,,,16:32.84,,,56.01,,,1:55.34,,,1:04.06,,,2:19.05,,,53.16,,,1:57.45,,,54.75,,1:55.37,,,4:08.36,,,,,45.39,,,38.76,,,29.65,37.43,,,30.83,,,32.71,,,72.07,,,42.66,,,73.55,,,72.32,,,49.66,,,44.79,,,27.92,,31.44,,,31.54,,
1036861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558716,22.78,,,,,1:01.25,,,2:21.39,,,5:35.36,,,,,,23:37.16,1:14.13,,,,,3:09.37,1:27.50,,,,,4:07.79,55.98,,,2:54.34,,,1:20.46,,,,3:03.62,,,7:11.44,56.79,,,,,87.78,,,100.00,,,100.00,,,,,,100.00,100.00,,,,,100.00,100.00,,,,,100.00,74.60,,,100.00,,,100.00,,,,100.00,,,100.00
495640,,25.10,,49.79,,,1:48.53,,,4:53.51,,,,,,,,,59.72,,,2:20.50,,,1:04.20,,,2:31.25,,,,,59.99,,,2:11.49,56.64,,1:58.42,,,4:21.53,,,,45.57,,46.10,,,41.54,,,42.84,,,,,,,,,98.44,,,100.00,,,67.93,,,100.00,,,,,37.73,,,31.46,80.81,,35.36,,,45.48,,
451994,,,26.87,49.72,,,1:46.16,,,4:52.58,,,10:09.02,,,,,18:33.84,59.79,,,2:05.76,,,1:15.91,,,,,,57.10,,,,,,1:10.03,,2:06.43,,,4:29.39,,,,,68.75,51.87,,,37.88,,,45.79,,,42.18,,,,,73.64,100.00,,,84.63,,,100.00,,,,,,85.23,,,,,,100.00,,72.66,,,67.59,,
482261,23.20,,,50.62,,,,,2:06.43,,,4:25.21,11:43.44,,,19:16.84,,,56.80,,,2:11.51,,,1:07.61,,,,,3:04.80,54.23,,,2:14.03,,,1:00.55,,,,2:22.84,4:45.76,,,57.20,,,53.48,,,,,49.58,,,51.19,100.00,,,100.00,,,70.87,,,99.47,,,95.97,,,,,100.00,48.75,,,100.00,,,100.00,,,,60.05,89.48,,
640874,,,,,,,,,,,,,,,,,,,1:06.90,,,,,,,,,,,,,,,,,,,,2:23.18,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,100.00,,,,,
616460,24.49,,,52.26,,,1:54.39,,,5:06.04,,,,,,18:55.25,,,1:03.05,,,,,,,,,,,,1:00.82,,,,,,,,2:14.25,,,,,,94.58,,,76.19,,,72.24,,,66.71,,,,,,97.91,,,100.00,,,,,,,,,,,,100.00,,,,,,,,100.00,,,,,
2968147,30.54,,,1:06.24,,,2:29.65,,,6:57.55,,,,,,,,,1:17.63,,,2:48.42,,,1:11.81,,,3:16.14,,,1:16.82,,,3:04.94,,,1:20.97,,2:18.80,,,,,,100.00,,,100.00,,,100.00,,,100.00,,,,,,,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,100.00,,,,,
451914,28.20,,,1:03.43,,,2:12.89,,,6:02.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,100.00,,,100.00,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810443,26.80,,,,,,2:16.04,,,,,,,,,,,,1:16.95,,,,,,1:14.16,,,,,,1:04.81,,,,,,,,2:19.43,,,,,,100.00,,,,,,100.00,,,,,,,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,,,100.00,,,,,
477863,21.92,,,50.21,,,1:46.09,,,5:18.21,,,,,,21:28.46,,,50.08,,,1:52.93,,,1:08.03,,,2:29.03,,,50.77,,,2:15.43,,,1:11.10,,1:58.76,,,4:53.40,,,39.81,,,56.38,,,37.61,,,87.27,,,,,,100.00,,,23.28,,,33.97,,,100.00,,,100.00,,,30.50,,,100.00,,,100.00,,43.28,,,100.00,,
463174,,22.72,,46.52,,,1:41.43,,,4:40.46,,,11:12.61,,,,,18:14.13,59.15,,,2:13.41,,,56.27,,,2:03.62,,,55.55,,,2:18.78,,,,59.42,1:56.61,,,4:24.15,,,,14.17,,24.58,,,20.38,,,28.53,,,91.18,,,,,64.63,100.00,,,100.00,,,17.94,,,21.38,,,70.63,,,100.00,,,,19.70,35.69,,,58.05,,
389857,23.32,,,50.08,,,1:47.73,,,4:44.33,,,9:43.94,,,16:26.43,,,55.01,,,1:58.45,,,1:08.20,,,2:37.24,,,57.37,,,2:19.42,,,,,2:00.16,,,4:27.41,,,59.63,,,48.65,,,38.45,,,29.95,,,19.52,,,27.22,,,55.32,,,46.02,,,100.00,,,100.00,,,75.93,,,100.00,,,,,41.37,,,55.45,,
670604,23.90,,,,,58.79,,,2:02.87,4:46.78,,,,,,16:39.56,,,56.70,,,1:59.44,,,1:09.59,,,2:29.08,,,,,1:03.06,,,2:16.79,,,2:03.18,,,4:19.84,,,80.92,,,,,66.17,,,41.20,37.35,,,,,,35.40,,,78.47,,,58.31,,,100.00,,,100.00,,,,,68.34,,,56.25,,,59.76,,,50.49,,
503311,22.90,,,49.43,,,1:44.92,,,4:40.32,,,9:33.81,,,16:05.96,,,56.80,,,2:05.43,,,1:08.79,,,,,2:44.97,,,58.90,,,2:09.73,,,,,2:16.70,4:11.13,,,51.21,,,42.97,,,27.97,,,24.57,,,13.46,,,19.52,,,70.87,,,73.20,,,100.00,,,,,84.20,,,30.42,,,26.29,,,,,40.41,28.92,,
1007827,24.82,,,,,,,,,,,,,,,,,,,,,,,,1:05.81,,,,,,,,,,,,,,,,,,,,96.69,,,,,,,,,,,,,,,,,,,,,,,,81.62,,,,,,,,,,,,,,,,,,,
926963,21.01,,,46.44,,,1:51.20,,,5:17.61,,,,,,,,,1:01.44,,,,,,1:15.24,,,,,,57.96,,,,,,1:07.62,,2:18.77,,,,,,19.70,,,20.55,,,55.00,,,82.45,,,,,,,,,100.00,,,,,,100.00,,,,,,88.36,,,,,,100.00,,100.00,,,,,
261850,21.00,,,46.17,,,1:39.21,,,4:35.97,,,9:29.55,,,16:16.23,,,51.60,,,1:55.60,,,,,,,,,51.66,,,,,2:16.56,,,2:02.24,,,4:25.99,,,14.41,,,14.01,,,5.63,,,18.03,,,14.19,,,27.89,,,24.68,,,32.22,,,,,,,,,25.91,,,,,52.13,,,46.18,,,54.86,,
350635,23.92,,,51.56,,,,,,,,,,,,,,,1:04.47,,,,,,,,,,,,,,,,,,,,,,,,,,68.59,,,58.40,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,
616703,,,25.67,47.94,,,1:46.00,,,4:53.19,,,10:45.18,,,19:34.61,,,56.42,,,1:59.84,,,1:22.53,,,2:52.22,,,57.44,,,2:18.21,,,,,2:06.62,,,,,5:22.66,,,39.84,30.52,,,31.93,,,42.38,,,60.86,,,100.00,,,67.49,,,51.19,,,100.00,,,100.00,,,76.57,,,100.00,,,,,65.25,,,,,85.07
473834,,,24.98,,,55.46,,,2:05.38,5:15.43,,,,,,,,,59.70,,,,,,57.85,,,2:09.33,,,,,59.20,2:03.54,,,56.73,,1:56.29,,,4:18.64,,,,,35.78,,,39.66,,,49.97,82.43,,,,,,,,,100.00,,,,,,28.07,,,38.85,,,,,39.46,68.34,,,42.20,,34.58,,,48.43,,
477845,22.48,,,49.23,,,1:46.30,,,4:58.85,,,10:39.09,,,17:47.03,,,58.47,,,,,2:39.45,1:01.41,,,2:14.39,,,53.69,,,2:08.65,,,,,2:00.54,,,4:24.29,,,43.10,,,41.26,,,33.05,,,50.73,,,56.38,,,60.76,,,86.30,,,,,100.00,47.10,,,49.44,,,44.38,,,79.64,,,,,42.71,,,50.11,,
491003,22.96,,,49.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.51,,,52.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426189,21.94,,,47.83,,,1:45.85,,,5:00.97,,,10:27.17,,,17:55.44,,,54.03,,,2:02.41,,,1:01.15,,,2:08.80,,,56.61,,,2:13.94,,,59.21,,1:55.33,,,4:10.74,,,40.19,,,35.31,,,36.68,,,58.61,,,55.18,,,68.40,,,54.56,,,70.34,,,51.09,,,37.16,,,80.53,,,100.00,,,61.54,,31.30,,,35.33,,
379673,24.66,,,53.43,,,2:00.12,,,,,5:23.45,,,11:31.76,,,,57.05,,,,,2:51.61,1:14.41,,,,,3:16.85,1:03.58,,,,,,,,2:11.40,,,,,,88.58,,,80.30,,,91.54,,,,,100.00,,,100.00,,,,73.13,,,,,100.00,100.00,,,,,100.00,100.00,,,,,,,,84.57,,,,,
628306,22.46,,,51.86,,,,,,,,,,,,,,,57.74,,,,,,1:06.01,,,,,,,,,,,,,,,,,,,,42.72,,,64.96,,,,,,,,,,,,,,,79.45,,,,,,82.45,,,,,,,,,,,,,,,,,,,
470765,23.35,,,51.30,,,,,,,,,,,,,,,1:00.33,,,,,,,,,,,,1:05.55,,,,,,,,,,,,,,68.78,,,66.72,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,100.00,,,,,,,,,,,,,
404865,21.59,,,48.14,,,1:51.48,,,4:58.05,,,10:27.21,,,18:29.20,,,57.50,,,2:07.39,,,59.61,,,2:12.67,,,,,58.69,1:52.61,,,55.85,,1:56.81,,,4:32.29,,,33.63,,,37.94,,,59.50,,,54.06,,,55.21,,,84.66,,,86.09,,,91.86,,,40.03,,,49.80,,,,,35.91,27.74,,,35.73,,36.38,,,73.03,,
1714742,20.38,,,44.28,,,1:36.49,,,4:40.41,,,,,8:48.14,,,16:44.25,50.79,,,1:48.92,,,,,1:05.95,2:03.69,,,47.18,,,,,1:57.27,55.43,,1:47.48,,,3:53.50,,,8.67,,,5.50,,,2.83,,,24.22,,,,,27.44,,,23.90,24.90,,,15.11,,,,,27.43,18.48,,,1.60,,,,,1.00,62.05,,4.19,,,5.37,,
455373,23.07,,,,,57.55,,,2:07.82,5:01.78,,,10:59.48,,,,,,1:02.50,,,2:26.43,,,1:01.92,,,2:16.65,,,56.69,,,2:06.65,,,56.42,,2:06.06,,,4:30.91,,,62.82,,,,,55.94,,,58.83,59.88,,,80.26,,,,,,100.00,,,100.00,,,56.83,,,63.60,,,81.29,,,81.30,,,39.90,,71.16,,,70.42,,
394219,22.70,,,49.57,,,1:52.32,,,,,,,,,,,,59.45,,,,,,,,,,,,55.43,,,,,,,,2:08.41,,,,,,47.31,,,44.18,,,56.78,,,,,,,,,,,,95.78,,,,,,,,,,,,58.78,,,,,,,,72.32,,,,,
494614,23.35,,,50.69,,,1:50.76,,,5:04.25,,,,,,,,,54.37,,,1:57.41,,,1:17.57,,,2:58.14,,,55.82,,,2:06.81,,,1:03.70,,2:04.87,,,4:34.79,,,68.78,,,60.87,,,56.45,,,63.82,,,,,,,,,57.48,,,50.43,,,100.00,,,100.00,,,73.11,,,81.98,,,100.00,,66.39,,,77.81,,
454687,,,26.44,49.73,,,1:52.80,,,5:10.29,,,11:20.08,,,19:11.12,,,1:01.85,,,2:27.07,,,1:00.19,,,2:15.17,,,58.15,,,2:24.75,,,,,2:08.26,,,4:35.94,,,,,60.82,51.96,,,65.20,,,73.71,,,97.59,,,100.00,,,100.00,,,100.00,,,44.13,,,58.38,,,95.58,,,100.00,,,,,80.23,,,80.04,,
394328,,,27.94,52.78,,,1:53.28,,,5:01.49,,,10:46.46,,,18:11.82,,,57.52,,,2:05.02,,,1:11.83,,,2:38.35,,,59.20,,,2:08.41,,,1:56.79,,2:08.65,,,4:31.68,,,,,80.03,73.84,,,60.81,,,54.73,,,61.81,,,72.15,,,77.42,,,71.52,,,100.00,,,100.00,,,93.21,,,78.64,,,100.00,,73.28,,,62.97,,
878070,25.41,,,53.34,,,,,,,,,,,,,,,57.92,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,87.28,,,,,,,,,,,,,,,90.17,,,,,,,,,,,,,,,,,,,,,,,,,
869151,24.34,,,53.68,,,2:01.03,,,,,,,,,,,,1:04.79,,,,,,,,,,,,,,,,,,,,,,,,,,91.04,,,90.87,,,100.00,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,
494604,,,27.31,53.43,,,1:55.84,,,5:26.31,,,11:15.51,,,,,,,,1:08.94,2:09.04,,,1:08.99,,,,,3:46.73,,,1:19.64,,,,1:04.77,,2:14.82,,,,,6:30.77,,,77.13,88.23,,,78.84,,,100.00,,,93.65,,,,,,,,100.00,99.38,,,100.00,,,,,100.00,,,100.00,,,,100.00,,100.00,,,,,100.00
486911,,,26.92,48.85,,,1:51.18,,,4:52.81,,,10:36.91,,,17:08.19,,,,,1:10.63,2:10.26,,,1:13.01,,,,,,1:20.98,,,,,,1:14.54,,,,2:41.69,,,,,,69.69,44.09,,,58.23,,,46.13,,,62.48,,,47.29,,,,,100.00,100.00,,,100.00,,,,,,100.00,,,,,,100.00,,,,100.00,,,
869114,25.56,,,2:17.12,,,,,,6:52.23,,,,,,,,,1:13.93,,,,,,,,,,,,1:12.95,,,,,,,,,,,,,,100.00,,,100.00,,,,,,100.00,,,,,,,,,100.00,,,,,,,,,,,,100.00,,,,,,,,,,,,,
739620,23.32,,,49.30,,,1:46.22,,,4:48.53,,,10:58.62,,,,,,52.79,,,1:53.09,,,,,1:20.87,2:31.95,,,55.40,,,2:15.77,,,,,2:04.46,,,4:31.77,,,68.14,,,48.08,,,38.11,,,39.86,,,79.56,,,,,,44.23,,,34.53,,,,,100.00,100.00,,,69.26,,,100.00,,,,,64.76,,,72.04,,
324070,,,26.61,49.15,,,1:46.34,,,4:42.99,,,9:53.18,,,16:41.53,,,1:00.20,,,2:14.98,,,1:08.71,,,2:29.40,,,1:00.11,,,,,,1:20.83,,2:02.32,,,,,5:04.60,,,55.66,40.57,,,33.20,,,28.13,,,25.24,,,33.11,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,,,,100.00,,49.08,,,,,55.86
878532,25.00,,,57.81,,,,,,,,,,,,,,,,,,,,,,,,,,,1:03.22,,,,,,,,,,,,,,96.44,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,
601986,27.27,,,1:01.25,,,2:06.49,,,5:55.26,,,,,,,,,1:12.64,,,,,,1:33.48,,,,,,,,,,,,,,,,,,,,100.00,,,100.00,,,100.00,,,100.00,,,,,,,,,100.00,,,,,,100.00,,,,,,,,,,,,,,,,,,,
664802,22.99,,,48.84,,,1:45.98,,,4:47.83,,,11:11.07,,,,,,55.86,,,2:01.34,,,1:10.23,,,2:37.90,,,52.16,,,1:54.32,,,,,2:02.65,,,4:22.65,,,61.14,,,44.00,,,37.18,,,38.85,,,89.88,,,,,,70.70,,,65.94,,,100.00,,,100.00,,,41.43,,,33.60,,,,,57.72,,,55.39,,
