,50 Y Free Time,50 S Free Time,50 L Free Time,100 Y Free Time,100 S Free Time,100 L Free Time,200 Y Free Time,200 S Free Time,200 L Free Time,500 Y Free Time,400 S Free Time,400 L Free Time,1000 Y Free Time,800 S Free Time,800 L Free Time,1650 Y Free Time,1500 S Free Time,1500 L Free Time,100 Y Back Time,100 S Back Time,100 L Back Time,200 Y Back Time,200 S Back Time,200 L Back Time,100 Y Breast Time,100 S Breast Time,100 L Breast Time,200 Y Breast Time,200 S Breast Time,200 L Breast Time,100 Y Fly Time,100 S Fly Time,100 L Fly Time,200 Y Fly Time,200 S Fly Time,200 L Fly Time,100 Y IM Time,100 S IM Time,200 Y IM Time,200 S IM Time,200 L IM Time,400 Y IM Time,400 S IM Time,400 L IM Time,50 Y Free Points,50 S Free Points,50 L Free Points,100 Y Free Points,100 S Free Points,100 L Free Points,200 Y Free Points,200 S Free Points,200 L Free Points,500 Y Free Points,400 S Free Points,400 L Free Points,1000 Y Free Points,800 S Free Points,800 L Free Points,1650 Y Free Points,1500 S Free Points,1500 L Free Points,100 Y Back Points,100 S Back Points,100 L Back Points,200 Y Back Points,200 S Back Points,200 L Back Points,100 Y Breast Points,100 S Breast Points,100 L Breast Points,200 Y Breast Points,200 S Breast Points,200 L Breast Points,100 Y Fly Points,100 S Fly Points,100 L Fly Points,200 Y Fly Points,200 S Fly Points,200 L Fly Points,100 Y IM Points,100 S IM Points,200 Y IM Points,200 S IM Points,200 L IM Points,400 Y IM Points,400 S IM Points,400 L IM Points
623088,24.63,,,52.08,,,1:51.34,,,4:49.51,,,10:22.36,,,17:02.13,,,56.93,,,2:02.22,,,1:13.75,,,,,,54.61,,,,,2:40.90,,,2:07.82,,,4:37.38,,,92.23,,,69.61,,,55.59,,,38.43,,,51.99,,,41.71,,,75.14,,,63.79,,,100.00,,,,,,57.72,,,,,100.00,,,74.21,,,77.22,,
526334,22.30,,,48.85,,,1:47.54,,,,,,,,,,,,56.53,,,2:06.38,,,1:08.53,,,,,,50.57,,,1:53.70,,,,1:57.73,2:02.05,,,4:24.22,,,42.93,,,40.14,,,40.29,,,,,,,,,,,,71.50,,,80.99,,,100.00,,,,,,25.44,,,28.26,,,,100.00,51.79,,,53.31,,
508614,,,,,,1:02.42,,,,,4:18.98,,,8:52.23,,,,16:55.48,,,,,,,,,,,,,,,,,,2:28.82,,,,,,,,,,,,,,42.04,,,,,16.82,,,11.36,,,,11.26,,,,,,,,,,,,,,,,,,44.21,,,,,,,,
554625,23.04,,,49.20,,,1:42.80,,,4:34.07,,,9:36.44,,,15:53.12,,,58.46,,,,,2:36.15,59.30,,,2:05.70,,,,,1:01.11,,,2:17.66,1:17.71,,1:56.61,,,4:04.62,,,57.53,,,43.16,,,22.67,,,17.59,,,20.97,,,15.09,,,89.57,,,,,100.00,33.15,,,23.92,,,,,54.17,,,60.74,100.00,,32.52,,,21.87,,
650921,24.71,,,51.16,,,1:45.93,,,4:48.50,,,,,,,,,,,1:15.48,,,2:37.71,59.22,,,2:09.47,,,,,1:06.96,,,,,,1:59.52,,,4:21.53,,,94.10,,,60.83,,,34.13,,,36.99,,,,,,,,,,,100.00,,,100.00,32.61,,,35.31,,,,,100.00,,,,,,42.61,,,48.71,,
1069905,,,21.83,,48.80,,,,,,,,,,,,,,,,58.97,,,,,,,,,,,,57.59,,,,,57.58,,,,,,,,,1.00,,2.44,,,,,,,,,,,,,,,,25.33,,,,,,,,,,,,29.20,,,,,30.32,,,,,,
1272447,,,23.50,45.22,,,,,,,,,,,,,,,50.59,,,,,,1:02.89,,,,,,48.53,,,,,,1:05.32,,,,,,,,,,14.43,11.37,,,,,,,,,,,,,,,23.20,,,,,,58.63,,,,,,10.98,,,,,,100.00,,,,,,,
421825,20.26,,,44.18,,,1:39.73,,,,,4:25.26,11:17.83,,,,,19:21.70,50.62,,,1:55.07,,,52.21,,,1:57.30,,,51.24,,,2:01.77,,,50.40,,,,2:04.07,4:08.03,,,10.60,,,6.85,,,14.48,,,,,50.51,95.64,,,,,96.86,27.28,,,41.67,,,1.00,,,3.85,,,34.13,,,61.25,,,1.00,,,,10.29,31.02,,
815710,,,22.61,,,48.93,,,1:46.50,,,3:50.53,,,,,15:42.11,,,,,,,2:14.91,,,,,,,,,54.14,,1:59.27,,,56.26,,,2:04.09,,,4:53.10,,,2.03,,,1.00,,,1.00,,,1.00,,,,,5.10,,,,,,,43.70,,,,,,,,,7.51,,8.44,,,21.63,,,7.92,,,45.61
357082,20.50,,,46.88,,,1:45.79,,,4:51.36,,,10:46.77,,,17:57.58,,,49.18,,,1:52.79,,,,,1:19.35,2:43.62,,,47.57,,,1:47.58,,,1:03.58,,1:55.36,,,4:11.27,,,6.50,,,19.31,,,27.86,,,38.73,,,66.75,,,71.65,,,8.09,,,22.88,,,,,100.00,100.00,,,1.00,,,1.94,,,100.00,,23.02,,,30.70,,
596390,20.22,,,44.36,,,1:42.63,,,,,4:56.81,,,,,,,54.73,,,2:04.88,,,56.65,,,2:21.19,,,1:01.32,,,,,,,,,,2:28.01,,,,6.80,,,5.19,,,22.07,,,,,100.00,,,,,,,55.73,,,74.66,,,16.21,,,75.19,,,100.00,,,,,,,,,,82.43,,,
683852,,,23.00,44.01,,,,,1:49.30,4:29.58,,,,,,,,,50.66,,,2:00.18,,,,,,,,,49.42,,,,,,,,,,,,,,,,7.35,2.75,,,,,2.02,11.95,,,,,,,,,23.71,,,55.78,,,,,,,,,17.15,,,,,,,,,,,,,
449486,20.60,,,45.17,,,1:44.70,,,,,,,,,,,,52.41,,,,,2:31.56,1:08.46,,,2:31.21,,,48.82,,,1:57.77,,,1:07.59,,1:58.62,,,4:52.86,,,12.88,,,11.01,,,29.55,,,,,,,,,,,,36.87,,,,,100.00,100.00,,,100.00,,,12.97,,,42.42,,,100.00,,39.44,,,100.00,,
494856,20.15,,,44.65,,,1:40.74,,,5:15.23,,,,,,,,,50.28,,,1:58.49,,,,,1:11.14,2:37.01,,,48.49,,,1:57.97,,,1:00.46,,1:54.84,,,4:25.86,,,5.71,,,7.25,,,15.50,,,78.40,,,,,,,,,20.97,,,49.34,,,,,56.48,100.00,,,10.71,,,43.15,,,100.00,,26.62,,,56.17,,
591761,20.02,,,44.12,,,1:38.45,,,4:40.96,,,,,,,,18:49.09,56.72,,,,,2:49.35,1:06.43,,,,,3:05.61,48.92,,,1:55.00,,,1:05.98,,1:59.69,,,4:18.15,,,3.70,,,3.51,,,7.87,,,26.61,,,,,,,,79.56,73.22,,,,,100.00,86.77,,,,,100.00,13.66,,,32.68,,,100.00,,43.22,,,43.05,,
349388,20.69,,,45.62,,,,,1:56.72,4:32.26,,,,,,,,,51.34,,,1:54.16,,,53.40,,,1:58.74,,,49.44,,,,,,,,1:46.14,,,4:05.28,,,9.46,,,10.02,,,,,23.51,13.38,,,,,,,,,22.82,,,27.38,,,1.00,,,1.00,,,10.49,,,,,,,,1.00,,,21.65,,
657631,,,22.44,44.08,,,1:42.36,,,,,4:47.60,,,10:21.40,,,,54.25,,,2:04.32,,,1:05.25,,,,,3:09.68,48.77,,,,,2:38.41,54.43,,2:06.86,,,4:46.15,,,,,1.00,3.23,,,21.12,,,,,88.44,,,100.00,,,,51.69,,,72.33,,,77.05,,,,,100.00,12.62,,,,,100.00,53.59,,70.33,,,94.47,,
815914,,,23.71,,,50.95,,,1:54.15,,4:05.52,,,,9:26.11,,16:52.39,,,,57.87,,,2:06.82,,,1:16.68,,,,,,58.42,,,2:21.75,,59.47,,,2:08.20,,4:36.78,,,,17.50,,,10.04,,,16.08,,25.92,,,,59.12,,30.17,,,,18.51,,,19.54,,,95.71,,,,,,34.82,,,75.41,,43.47,,,18.90,,29.06,
412799,19.92,,,44.65,,,1:37.57,,,4:31.05,,,,,,,,,46.71,,,1:44.14,,,57.40,,,2:16.79,,,47.27,,,1:49.34,,,,,1:48.87,,,4:09.90,,,2.16,,,7.25,,,5.03,,,13.78,,,,,,,,,1.00,,,1.71,,,20.85,,,59.41,,,2.64,,,14.18,,,,,8.03,,,29.86,,
815416,,,24.96,,,50.60,,,1:51.76,,,,,,8:43.07,,,,,,54.79,,,1:58.71,,,,,,,,,59.83,,,,,,,,2:10.22,,,,,,36.92,,,7.81,,,9.00,,,,,,25.73,,,,,,1.00,,,1.00,,,,,,,,,44.75,,,,,,,,24.56,,,
636429,21.47,,,48.54,,,,,2:05.24,4:57.74,,,,,9:51.92,,,,55.00,,,1:58.81,,,54.72,,,2:01.25,,,51.84,,,,,,,,1:51.77,,,4:02.37,,,27.67,,,37.51,,,,,52.98,50.48,,,,,81.74,,,,58.03,,,50.54,,,4.83,,,11.32,,,35.06,,,,,,,,16.81,,,18.56,,
412802,,,24.35,46.35,,,1:43.99,,,4:45.82,,,,,,,,,56.83,,,2:16.52,,,53.63,,,1:59.30,,,52.48,,,,,,52.73,,1:49.22,,,,,,,,27.19,19.85,,,26.95,,,33.24,,,,,,,,,74.23,,,100.00,,,1.00,,,6.08,,,40.08,,,,,,39.73,,9.06,,,,,
598958,20.53,,,43.79,,,1:35.68,,,4:20.40,,,9:11.32,,,15:12.92,,,48.31,,,,,2:13.29,,,,,,,,,,,,,,,2:02.23,,,,,5:09.07,11.75,,,1.23,,,1.00,,,1.00,,,5.96,,,1.26,,,7.41,,,,,38.62,,,,,,,,,,,,,,,52.46,,,,,70.56
520286,,,24.03,,,52.38,1:40.07,,,4:45.22,,,10:14.97,,,17:02.93,,,49.98,,,1:49.33,,,1:11.91,,,2:36.49,,,48.95,,,1:58.15,,,58.89,,2:06.93,,,4:38.89,,,,,22.28,,,19.48,13.23,,,32.41,,,46.67,,,42.04,,,18.83,,,17.53,,,100.00,,,100.00,,,13.86,,,43.80,,,94.25,,70.62,,,80.12,,
445174,21.06,,,46.46,,,1:41.29,,,4:35.47,,,,,9:08.86,18:04.45,,,56.02,,,2:04.24,,,,,1:11.78,2:10.94,,,48.95,,,1:47.47,,,1:26.40,,1:53.95,,,4:15.28,,,20.55,,,20.70,,,17.39,,,19.39,,,,,45.10,69.05,,,66.93,,,72.00,,,,,60.72,39.94,,,13.86,,,8.47,,,100.00,,23.72,,,38.37,,
903455,21.39,,,46.22,,,1:51.25,,,5:09.04,,,,,,,,,51.78,,,2:00.43,,,54.24,,,2:01.64,,,51.93,,,2:09.66,,,52.64,,1:55.41,,,4:26.83,,,26.25,,,18.86,,,55.21,,,68.16,,,,,,,,,32.03,,,56.75,,,2.12,,,12.39,,,35.76,,,89.73,,,39.02,,28.50,,,57.87,,
360002,22.08,,,45.70,,,1:38.76,,,4:34.78,,,,,,,,,48.92,,,1:47.14,,,,,1:10.12,,,,51.17,,,1:55.21,,,,,1:49.44,,,,,5:24.41,42.87,,,18.16,,,11.20,,,20.94,,,,,,,,,14.98,,,14.55,,,,,50.63,,,,33.58,,,36.72,,,,,12.34,,,,,98.12
507440,20.74,,,45.53,,,1:41.61,,,4:44.79,,,11:32.47,,,,,,46.95,,,1:42.36,,,,,,,,,48.88,,,,,,1:18.61,,1:56.24,,,4:45.37,,,15.18,,,13.66,,,18.50,,,31.81,,,100.00,,,,,,1.00,,,1.00,,,,,,,,,13.38,,,,,,100.00,,31.27,,,92.89,,
576948,21.37,,,47.49,,,1:44.09,,,5:02.22,,,,,,,,,53.63,,,1:58.88,,,,,1:04.27,2:04.06,,,51.53,,,1:53.50,,,56.67,,1:52.84,,,4:01.81,,,25.90,,,28.84,,,27.31,,,57.33,,,,,,,,,46.58,,,50.81,,,,,15.65,19.17,,,32.67,,,27.59,,,73.21,,20.17,,,17.75,,
418213,21.83,,,46.11,,,,,1:57.24,,,4:11.94,,,,,,,,,1:04.41,,,2:14.63,55.61,,,1:59.77,,,50.73,,,,,2:18.05,58.65,,1:49.26,,,3:54.82,,,34.14,,,18.02,,,,,25.68,,,27.00,,,,,,,,,63.02,,,42.81,9.98,,,7.33,,,26.63,,,,,62.11,91.90,,9.18,,,7.92,,
718946,,,24.28,44.67,,,,,1:48.85,,,3:53.84,,,8:09.85,,,,48.40,,,1:44.69,,,,,1:13.02,2:16.80,,,,,54.59,1:44.71,,,,,,,2:02.88,3:53.87,,,,,26.11,7.39,,,,,1.00,,,1.75,,,3.44,,,,8.01,,,3.31,,,,,69.14,59.44,,,,,10.19,1.00,,,,,,,4.82,6.62,,
1163268,,,24.08,,,,,,1:49.09,,3:52.18,,,,,,,,,,55.91,,,2:04.10,,,1:01.96,,,2:12.71,,,56.86,,,,,54.52,,,1:58.95,,,4:20.48,,,23.04,,,,,,1.44,,6.64,,,,,,,,,,6.97,,,12.07,,,3.72,,,2.29,,,24.38,,,,,10.78,,,1.00,,,2.50
671403,,,25.31,,,53.19,,1:49.76,,,,3:54.34,,7:53.58,,,,15:27.62,,58.53,,,,2:10.97,,,,,,,,,59.33,,,2:16.21,,,,,,,4:30.52,,,,42.72,,,25.06,,9.31,,,,2.40,,1.00,,,,1.00,,39.36,,,,31.56,,,,,,,,,41.17,,,55.75,,,,,,,20.57,
398799,,,25.66,47.01,,,1:39.53,,,4:27.41,,,9:17.38,,,15:33.84,,,56.86,,,2:04.52,,,1:06.27,,,2:23.27,,,52.42,,,1:53.25,,,54.15,,2:00.05,,,4:22.41,,,,,47.09,28.52,,,13.80,,,11.54,,,9.23,,,10.60,,,79.97,,,79.25,,,92.03,,,88.40,,,43.54,,,29.91,,,23.80,,47.96,,,54.97,,
820519,,,,,,,,,,,4:00.06,,,8:19.38,,,16:00.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.18,,,10.00,,,13.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
418945,21.15,,,,,51.19,1:35.90,,,4:20.64,,,9:02.33,,,,,15:30.09,50.11,,,1:48.42,,,1:00.34,,,,,2:31.34,,,54.85,1:45.59,,,54.04,,1:47.66,,,3:47.69,,,22.09,,,,,11.59,1.00,,,1.28,,,1.00,,,,,1.00,19.76,,,14.64,,,40.22,,,,,51.22,,,11.76,2.93,,,50.33,,4.50,,,1.00,,
453991,21.67,,,47.25,,,,,1:49.75,,,3:56.34,,,8:48.23,16:39.67,,,49.64,,,1:45.71,,,1:03.30,,,2:13.90,,,47.26,,,,,1:57.39,52.51,,1:47.74,,,,,4:23.45,31.24,,,26.91,,,,,3.28,,,5.02,,,29.45,32.64,,,16.45,,,6.33,,,61.73,,,49.58,,,2.57,,,,,1.00,38.00,,4.73,,,,,6.01
930167,,,26.37,48.10,,,1:40.21,,,4:27.04,,,9:18.10,,,15:26.39,,,,,1:01.07,1:52.12,,,57.62,,,2:20.73,,,50.39,,,1:49.25,,,57.85,,1:50.59,,,3:54.67,,,,,61.28,33.83,,,13.71,,,8.85,,,9.88,,,5.76,,,,,39.10,26.68,,,22.23,,,73.49,,,24.12,,,13.90,,,84.19,,13.18,,,7.71,,
357503,23.21,,,,,54.80,,,1:54.53,,,3:57.99,9:04.76,,,,,15:19.59,54.65,,,1:54.89,,,,,1:17.03,2:16.76,,,,,59.45,,,2:04.09,1:04.35,,,,2:09.94,,,4:29.51,65.78,,,,,34.77,,,14.54,,,8.98,2.04,,,,,1.00,59.91,,,41.01,,,,,99.37,64.00,,,,,41.22,,,16.90,100.00,,,,26.55,,,14.02
551268,21.75,,,48.42,,,1:42.87,,,4:38.72,,,9:51.40,,,16:06.81,,,51.60,,,1:50.78,,,59.13,,,2:07.71,,,54.26,,,1:57.18,,,1:00.88,,1:51.30,,,3:59.65,,,32.69,,,36.50,,,22.92,,,23.63,,,30.56,,,20.08,,,30.67,,,22.23,,,32.01,,,29.91,,,54.72,,,40.31,,,100.00,,15.36,,,14.65,,
1283295,,,,,,51.27,,,,,,,,,,,,,,,,,,,,,1:02.38,,,2:12.17,,,52.89,,,1:55.40,,54.03,,,1:58.03,,,4:09.65,,,,,,12.10,,,,,,,,,,,,,,,,,,,,,5.83,,,1.06,,,1.00,,,1.00,,7.84,,,1.00,,,1.00
541723,21.33,,,45.65,,,1:40.43,,,,,4:15.39,,,,,,,49.08,,,1:53.93,,,53.09,,,1:54.98,,,50.27,,,1:57.93,,,49.68,,1:47.05,,,3:55.28,,,25.20,,,14.55,,,14.45,,,,,32.25,,,,,,,12.58,,,32.86,,,1.00,,,1.00,,,23.24,,,43.00,,,17.02,,2.75,,,8.55,,
697725,,,24.82,,,54.49,,1:53.95,,,4:03.30,,,8:29.99,,,,18:04.37,,,,,,2:36.75,,,1:24.17,,,,,,1:00.68,,2:13.02,,,1:10.26,,,2:36.51,,5:15.43,,,,34.64,,,34.38,,22.19,,,22.56,,,24.82,,,,59.17,,,,,,100.00,,,100.00,,,,,,50.96,,50.05,,,100.00,,,100.00,,90.55,
377221,,,25.10,47.72,,,1:42.48,,,4:35.34,,,9:55.57,,,16:39.38,,,52.46,,,1:56.41,,,55.30,,,2:02.40,,,50.94,,,1:57.03,,,53.91,,1:49.34,,,3:57.92,,,,,30.80,28.74,,,19.32,,,18.10,,,26.75,,,32.26,,,34.83,,,38.66,,,7.69,,,13.15,,,23.46,,,35.48,,,56.04,,6.77,,,9.78,,
1160896,,,,,,,,1:50.88,,,4:21.25,,,,,,16:18.70,,,,,,2:01.49,,,,1:06.35,,,2:25.74,,,56.39,,1:59.82,,,,,,2:03.48,,4:20.49,,,,,,,,,12.65,,,51.50,,,,,,17.70,,,,,,17.97,,,,27.14,,,35.15,,,21.35,,9.93,,,,,,6.35,,7.75,
449720,23.81,,,,,56.90,1:46.37,,,4:40.36,,,,,,16:25.23,,,52.60,,,1:51.10,,,56.55,,,2:01.43,,,,,1:00.10,,,2:09.92,1:08.83,,1:51.00,,,3:55.96,,,73.76,,,,,52.87,35.79,,,25.80,,,,,,27.02,,,38.35,,,23.28,,,15.60,,,11.81,,,,,46.70,,,35.29,100.00,,14.43,,,9.48,,
2361646,,22.68,,,49.87,,,1:52.88,,,,4:30.30,,,,,,,,55.77,,,,2:22.64,,,1:31.40,,,,,55.35,,,2:06.36,,,,,,2:27.10,,,,,10.18,,,9.26,,,18.81,,,,56.61,,,,,,,,20.69,,,,69.66,,,100.00,,,,,20.35,,,28.76,,,,,,79.11,,,
674001,20.14,,,44.32,,,,,1:58.26,4:56.59,,,,,,,,,50.80,,,2:14.40,,,1:00.68,,,,,,,,58.90,,,,56.86,,1:57.51,,,,,,5.55,,,4.91,,,,,28.96,48.76,,,,,,,,,24.73,,,100.00,,,42.59,,,,,,,,38.15,,,,74.95,,35.59,,,,,
451072,,,23.13,,,50.84,,,1:51.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,,,3.36,,,3.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576356,19.78,,,43.81,,,1:37.68,,,4:58.75,,,,,,,,,50.16,,,2:05.13,,,1:11.14,,,,,,48.00,,,2:25.88,,,1:03.34,,2:18.06,,,,,5:33.34,1.00,,,1.37,,,5.38,,,52.01,,,,,,,,,20.11,,,75.70,,,100.00,,,,,,7.42,,,100.00,,,100.00,,100.00,,,,,100.00
1030301,,,,,48.50,,,,,,,,,,,,,,,,,,,,,,1:04.71,,,,,,54.87,,,,,56.07,,,2:07.99,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,18.60,,,,,,11.24,,,,,1.00,,,20.98,,,
485925,20.09,,,43.93,,,1:38.61,,,4:50.16,,,,,,,,,47.72,,,1:48.36,,,,,,,,,,,58.30,,,2:37.54,52.30,,1:54.35,,,,,,4.78,,,2.19,,,8.39,,,39.35,,,,,,,,,3.56,,,14.45,,,,,,,,,,,34.00,,,100.00,36.37,,25.02,,,,,
857255,20.44,,,44.70,,,1:41.41,,,5:08.55,,,,,,,,,53.67,,,,,,,,,,,,51.01,,,,,,,,,,,,,,10.30,,,7.61,,,17.80,,,67.36,,,,,,,,,46.91,,,,,,,,,,,,28.72,,,,,,,,,,,,,
548190,20.13,,,45.25,,,1:43.00,,,,,4:24.58,,,,,,,50.47,,,1:58.19,,,1:00.20,,,,,,47.32,,,1:52.19,,,50.20,,1:50.88,,,4:09.98,,,5.40,,,11.59,,,23.38,,,,,46.94,,,,,,,22.33,,,48.22,,,39.25,,,,,,2.96,,,23.26,,,20.71,,14.07,,,29.99,,
587185,20.12,,,43.63,,,1:38.09,,,,,4:15.96,,,,,,,,,1:01.47,,,2:29.85,1:16.87,,,,,,49.46,,,1:59.18,,,54.28,,1:59.14,,,,,5:14.97,5.24,,,1.00,,,6.70,,,,,33.13,,,,,,,,,41.83,,,96.55,100.00,,,,,,17.43,,,47.56,,,52.33,,41.26,,,,,80.45
895335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581522,20.13,,,44.68,,,1:41.34,,,5:08.21,,,12:08.79,,,20:18.97,,,52.70,,,1:57.18,,,1:18.44,,,2:54.95,,,50.91,,,2:56.14,,,1:08.74,,1:58.92,,,5:09.13,,,5.40,,,7.47,,,17.56,,,66.81,,,100.00,,,100.00,,,39.14,,,44.47,,,100.00,,,100.00,,,27.97,,,100.00,,,100.00,,40.49,,,100.00,,
553419,20.27,,,43.83,,,1:36.11,,,4:30.59,,,10:26.58,,,,,19:41.67,48.37,,,1:47.16,,,,,1:24.36,,,,49.20,,,,,,52.23,,1:56.79,,,4:34.00,,,7.59,,,1.50,,,1.00,,,13.21,,,55.08,,,,,100.00,7.81,,,10.73,,,,,100.00,,,,15.60,,,,,,35.82,,33.13,,,70.86,,
580087,20.45,,,44.51,,,1:43.17,,,5:03.96,,,10:12.68,,,,,19:35.32,52.66,,,,,2:23.22,53.73,,,1:58.87,,,50.06,,,1:59.16,,,50.14,,1:58.14,,,4:16.50,,,10.46,,,6.25,,,23.99,,,60.05,,,45.05,,,,,100.00,38.82,,,,,71.73,1.00,,,4.95,,,21.72,,,47.49,,,20.28,,37.76,,,40.35,,
549332,20.39,,,44.57,,,1:41.17,,,5:03.97,,,,,,,,,49.46,,,1:50.55,,,,,,,,,48.40,,,1:48.69,,,1:56.13,,2:12.53,,,,,,9.50,,,6.68,,,16.98,,,60.06,,,,,,,,,15.20,,,21.47,,,,,,,,,10.10,,,12.17,,,100.00,,94.07,,,,,
616606,,,24.63,,,52.40,1:41.80,,,4:38.83,,,,,,,,,47.79,,,1:44.26,,,,,1:18.97,,,2:59.72,47.01,,,1:44.86,,,54.55,,1:54.85,,,,,4:53.95,,,31.60,,,19.61,19.16,,,23.77,,,,,,,,,4.01,,,2.06,,,,,100.00,,,100.00,1.00,,,1.00,,,54.60,,26.65,,,,,46.87
914691,20.41,,,44.90,,,,,1:57.74,5:39.71,,,,,,,,,,,1:15.07,,,,55.57,,,2:02.69,,,50.06,,,,,,1:03.30,,1:49.29,,,4:33.06,,,9.82,,,9.05,,,,,27.28,100.00,,,,,,,,,,,100.00,,,,9.74,,,15.30,,,21.72,,,,,,100.00,,9.27,,,69.12,,
517870,21.43,,,47.21,,,1:43.51,,,,,4:43.58,,,,,,,52.46,,,1:56.42,,,1:03.70,,,,,2:58.24,48.37,,,1:50.02,,,1:04.42,,1:54.26,,,,,5:16.45,26.96,,,26.59,,,25.21,,,,,80.69,,,,,,,37.26,,,41.70,,,64.80,,,,,100.00,9.90,,,16.30,,,100.00,,24.72,,,,,82.99
548124,20.46,,,45.56,,,1:40.23,,,4:57.00,,,,,,,,,54.12,,,2:09.35,,,1:00.09,,,2:33.05,,,52.74,,,2:22.37,,,55.64,,1:58.20,,,,,,10.62,,,13.88,,,13.77,,,49.37,,,,,,,,,50.61,,,93.98,,,38.50,,,100.00,,,42.16,,,100.00,,,63.99,,37.97,,,,,
504178,20.93,,,45.31,,,1:36.95,,,4:28.16,,,,,,,,,48.99,,,1:51.09,,,1:04.22,,,,,,49.57,,,1:58.75,,,54.19,,1:53.45,,,4:24.34,,,18.35,,,12.03,,,3.06,,,10.21,,,,,,,,,11.97,,,23.25,,,68.84,,,,,,18.21,,,45.98,,,51.58,,22.11,,,53.52,,
551244,,,23.94,,,51.73,,,1:51.58,4:23.66,,,8:59.72,,,15:10.03,,,,,1:03.69,1:57.37,,,1:00.58,,,2:10.12,,,,,56.25,,,2:01.44,54.04,,,,2:08.36,3:53.84,,,,,20.93,,,15.12,,,8.48,4.80,,,1.00,,,1.00,,,,,57.64,45.17,,,41.89,,,37.35,,,,,20.46,,,10.67,50.33,,,,19.34,6.58,,
866606,21.11,,,45.73,,,1:40.14,,,5:01.16,,,,,,17:55.93,,,54.39,,,,,2:18.44,,,,,,,49.86,,,2:06.02,,,1:12.96,,2:04.56,,,4:31.91,,,21.40,,,15.15,,,13.47,,,55.69,,,,,,65.12,,,52.86,,,,,55.20,,,,,,,20.28,,,74.28,,,100.00,,61.29,,,67.00,,
815799,,,23.88,,50.00,,,1:47.84,,,3:50.45,,,7:50.45,,,14:57.58,,,,,,2:11.07,,,,1:02.59,,,2:17.77,,,,,2:12.88,,,,,2:04.43,,,4:23.37,,,,20.03,,10.11,,,3.72,,,4.30,,,1.00,,,1.00,,,,,,47.88,,,,6.89,,,14.33,,,,,49.58,,,,,17.88,,,11.33,
587716,21.37,,,46.09,,,2:01.96,,,,,,,,,,,,50.91,,,,,,57.94,,,,,,52.48,,,,,,54.00,,1:54.37,,,,,,25.90,,,17.87,,,100.00,,,,,,,,,,,,25.54,,,,,,24.26,,,,,,40.08,,,,,,50.00,,25.08,,,,,
502740,,,23.54,44.73,,,1:37.20,,,4:36.67,,,10:11.80,,,16:55.06,,,49.21,,,1:48.58,,,52.96,,,1:56.77,,,,,55.78,1:52.33,,,50.66,,1:45.54,,,4:01.12,,,,,15.02,7.82,,,3.85,,,20.94,,,44.43,,,38.81,,,13.47,,,15.15,,,1.00,,,1.00,,,,,17.49,23.72,,,24.03,,1.00,,,16.75,,
1460721,,,25.32,,,53.18,,,1:54.00,,4:02.11,,,8:28.25,,,16:00.68,,,1:00.00,,,,2:07.16,,,,,,,,,,,,,,,,,,,,,,,34.24,,,18.16,,,9.92,,16.08,,,15.91,,,13.86,,,47.40,,,,24.28,,,,,,,,,,,,,,,,,,,,
509620,21.06,,,45.45,,,1:38.41,,,,,4:12.09,9:53.40,,,,,16:41.59,,,56.46,1:45.12,,,56.62,,,2:03.73,,,50.88,,,1:52.54,,,51.96,,1:47.96,,,3:53.88,,,20.55,,,13.06,,,7.74,,,,,27.23,31.88,,,,,25.64,,,10.12,4.58,,,16.03,,,18.23,,,27.75,,,24.41,,,33.74,,5.37,,,6.64,,
549333,20.95,,,44.96,,,1:38.27,,,4:59.52,,,10:38.22,,,,,18:51.57,47.04,,,1:42.87,,,59.46,,,,,,47.86,,,1:52.03,,,1:04.90,,1:50.29,,,,,4:58.75,18.68,,,9.48,,,7.29,,,53.18,,,63.83,,,,,80.74,1.00,,,1.00,,,34.22,,,,,,6.49,,,22.74,,,100.00,,12.27,,,,,54.13
606155,22.07,,,50.08,,,1:44.08,,,,,4:18.51,10:48.28,,,17:56.24,,,57.87,,,2:05.51,,,55.89,,,2:01.24,,,53.22,,,1:55.96,,,,,1:54.39,,,4:05.16,,,38.58,,,50.92,,,27.27,,,,,37.12,71.65,,,65.26,,,83.91,,,77.30,,,11.63,,,11.29,,,46.05,,,36.00,,,,,25.15,,,22.67,,
791027,,,25.05,,,51.45,,,1:51.11,,3:56.94,,,,8:39.02,,,,,55.21,,,1:59.15,,,1:10.55,,,,2:34.49,,,56.44,,,2:06.20,,1:01.19,,,2:01.45,,4:15.59,,,,38.39,,,13.28,,,7.13,,13.28,,,,22.85,,,,,17.12,,,11.34,,,63.76,,,,60.80,,,21.67,,,24.08,,56.20,,,1.24,,1.84,
